# Sauchyn - Boyce Ranch A - PIPO - ITRDB MT137
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27511
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27511.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mt137-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mt137-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mt137.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mt137.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-05-17
#--------------------
# File_Last_Modified_Date
#   Date: 2019-05-17
#--------------------
# Title
#   Study_Name: Sauchyn - Boyce Ranch A - PIPO - ITRDB MT137
#--------------------
# Investigators
#   Investigators: Sauchyn, D.J.; Beriault, A.; Axelson, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Upper Missouri River Basin Streamflow project NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Boyce Ranch A
#   Location: Montana
#   Northernmost_Latitude: 48.16
#   Southernmost_Latitude: 48.16
#   Easternmost_Longitude: -109.52
#   Westernmost_Longitude: -109.52
#   Elevation_m: 1400
#--------------------
# Data_Collection
#   Collection_Name: MT137
#   First_Year: 1572
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BBC01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BBC01A_raw	BBC01B_raw	BBC02A_raw	BBC02B_raw	BBC03A_raw	BBC03B_raw	BBC04A_raw	BBC04B_raw	BBC05A_raw
1655	NA	NA	NA	1.693	NA	NA	NA	NA	NA
1656	NA	NA	NA	1.138	NA	NA	NA	NA	NA
1657	NA	NA	NA	1.258	NA	NA	NA	NA	NA
1658	NA	NA	NA	1.485	NA	NA	NA	NA	NA
1659	NA	NA	0.527	1.55	NA	NA	NA	NA	NA
1660	NA	NA	2.208	1.419	NA	NA	NA	NA	NA
1661	NA	NA	1.351	1.389	NA	NA	NA	NA	NA
1662	NA	NA	0.649	0.987	NA	NA	NA	NA	NA
1663	NA	NA	1.142	1.041	NA	NA	NA	NA	NA
1664	NA	NA	1.09	0.858	NA	NA	NA	NA	NA
1665	NA	NA	0.688	0.775	NA	NA	NA	NA	NA
1666	NA	NA	0.911	0.891	NA	NA	NA	NA	NA
1667	NA	NA	1.148	0.958	NA	NA	NA	NA	NA
1668	NA	NA	1.215	0.992	NA	NA	NA	NA	NA
1669	NA	NA	0.962	0.932	NA	NA	NA	NA	NA
1670	NA	NA	1.172	1.153	NA	NA	NA	NA	NA
1671	NA	NA	1.535	1.519	NA	NA	NA	NA	NA
1672	NA	NA	1.297	1.434	NA	NA	NA	NA	NA
1673	NA	NA	1.298	1.39	NA	NA	NA	NA	NA
1674	NA	NA	1.267	1.435	NA	NA	NA	NA	NA
1675	NA	NA	1.291	1.034	NA	NA	NA	NA	NA
1676	NA	NA	2.607	0.981	NA	NA	NA	NA	NA
1677	NA	NA	2.133	1.051	NA	NA	NA	NA	NA
1678	NA	NA	1.396	0.858	NA	NA	NA	NA	NA
1679	NA	NA	2.599	0.957	NA	NA	NA	NA	NA
1680	NA	NA	1.904	0.934	NA	NA	NA	NA	NA
1681	NA	NA	1.567	0.567	NA	NA	NA	NA	NA
1682	NA	NA	1.804	1.13	NA	NA	NA	NA	NA
1683	NA	NA	1.705	1.003	NA	NA	NA	NA	NA
1684	NA	NA	2.46	1.035	NA	NA	NA	NA	NA
1685	NA	NA	1.38	0.676	NA	NA	NA	NA	NA
1686	NA	NA	1.572	0.681	NA	NA	NA	NA	NA
1687	NA	NA	0.939	0.675	NA	NA	NA	NA	NA
1688	NA	NA	0.954	0.64	NA	NA	NA	NA	NA
1689	NA	NA	0.249	0.409	NA	NA	NA	NA	NA
1690	NA	NA	0.348	0.491	NA	NA	NA	NA	NA
1691	NA	NA	0.673	0.402	NA	NA	NA	NA	NA
1692	NA	NA	0.734	0.418	NA	NA	NA	NA	NA
1693	NA	NA	0.632	0.634	NA	NA	NA	NA	NA
1694	NA	NA	1.235	0.606	NA	NA	NA	NA	NA
1695	NA	NA	1.218	0.503	NA	NA	NA	NA	NA
1696	NA	NA	1.81	0.729	NA	NA	NA	NA	NA
1697	NA	NA	0.758	0.518	NA	NA	NA	NA	NA
1698	NA	NA	0.832	0.352	NA	NA	NA	NA	NA
1699	NA	NA	0.125	0.897	NA	NA	NA	NA	NA
1700	NA	NA	0.695	0.811	NA	NA	NA	NA	NA
1701	NA	NA	2.087	0.817	NA	NA	NA	NA	NA
1702	NA	NA	1.571	1.008	NA	NA	NA	NA	NA
1703	NA	NA	1.149	1.279	NA	NA	NA	NA	NA
1704	NA	NA	1.373	1.675	NA	NA	NA	NA	NA
1705	NA	NA	0.462	0.765	NA	NA	NA	NA	NA
1706	NA	NA	1.328	0.837	NA	NA	NA	NA	NA
1707	NA	NA	1.323	1.362	NA	NA	NA	NA	NA
1708	NA	NA	1.58	1.316	NA	NA	NA	NA	NA
1709	NA	NA	0.901	0.795	NA	NA	NA	NA	NA
1710	NA	NA	2.296	0.969	NA	NA	NA	NA	NA
1711	NA	NA	1.311	0.636	NA	NA	NA	NA	NA
1712	NA	NA	1.339	0.804	NA	NA	NA	NA	NA
1713	NA	NA	0.891	0.752	NA	NA	NA	NA	NA
1714	NA	NA	1.198	0.957	NA	NA	NA	NA	NA
1715	NA	NA	0.865	0.874	NA	NA	NA	NA	NA
1716	NA	NA	0.599	0.668	NA	NA	NA	NA	NA
1717	NA	NA	0.996	0.768	NA	NA	NA	NA	NA
1718	NA	NA	0.924	0.683	NA	NA	NA	NA	NA
1719	NA	NA	0.606	0.39	NA	NA	NA	NA	NA
1720	NA	NA	1.237	0.872	NA	NA	NA	NA	NA
1721	NA	NA	1.08	0.328	NA	NA	NA	NA	NA
1722	NA	NA	1.034	0.32	NA	NA	NA	NA	NA
1723	NA	NA	1.483	0.449	NA	NA	NA	NA	NA
1724	NA	NA	0.666	0.337	NA	NA	NA	NA	NA
1725	NA	NA	0.832	0.469	NA	NA	NA	NA	NA
1726	NA	NA	1.011	0.377	NA	NA	NA	NA	NA
1727	NA	NA	1.205	0.882	NA	NA	NA	NA	NA
1728	NA	NA	1.226	0.743	NA	NA	NA	NA	NA
1729	NA	NA	1.512	0.742	NA	NA	NA	NA	NA
1730	NA	NA	1.575	0.698	NA	NA	NA	NA	NA
1731	NA	NA	1.493	0.703	NA	NA	NA	NA	NA
1732	NA	NA	2.675	1.251	NA	NA	NA	NA	NA
1733	NA	NA	1.447	0.556	NA	NA	NA	NA	NA
1734	NA	NA	1.162	0.486	NA	NA	NA	NA	NA
1735	NA	NA	1.526	0.515	NA	NA	NA	NA	NA
1736	NA	NA	1.959	0.493	NA	NA	NA	NA	NA
1737	NA	NA	1.689	0.467	NA	NA	NA	NA	NA
1738	NA	NA	1.681	0.586	NA	NA	NA	NA	NA
1739	NA	NA	1.447	0.912	NA	NA	NA	NA	NA
1740	NA	NA	1.809	0.862	NA	NA	NA	NA	NA
1741	NA	NA	1.89	0.577	NA	NA	NA	NA	NA
1742	NA	NA	1.478	0.574	NA	NA	NA	NA	NA
1743	NA	NA	1.353	0.44	NA	NA	NA	NA	1.687
1744	NA	NA	1.491	0.701	NA	NA	NA	NA	1.701
1745	NA	NA	1.284	0.419	NA	NA	NA	NA	1.464
1746	NA	NA	2.01	0.587	NA	NA	NA	NA	1.763
1747	NA	NA	1.209	0.356	NA	NA	NA	NA	0.349
1748	NA	NA	0.802	0.42	NA	NA	NA	NA	0.154
1749	NA	NA	1.008	0.294	NA	NA	NA	NA	0.323
1750	NA	NA	1.372	0.633	NA	NA	NA	NA	0.498
1751	NA	NA	1.508	0.402	NA	NA	NA	NA	0.621
1752	NA	NA	2.006	0.454	NA	NA	NA	NA	0.676
1753	NA	NA	2.137	0.475	NA	NA	NA	NA	1.418
1754	NA	NA	1.43	0.432	NA	NA	NA	NA	1.373
1755	NA	NA	1.539	0.377	NA	NA	NA	NA	5.092
1756	NA	NA	1.675	0.378	NA	NA	NA	NA	2.146
1757	NA	NA	1.17	0.359	NA	NA	NA	NA	2.587
1758	NA	NA	0.858	0.433	NA	NA	NA	NA	0.939
1759	NA	NA	1.356	0.62	NA	NA	NA	NA	2.082
1760	NA	NA	1.242	0.761	NA	NA	NA	NA	1.294
1761	NA	NA	0.896	0.458	NA	NA	NA	NA	0.37
1762	NA	NA	1.074	0.972	NA	NA	NA	NA	0.798
1763	NA	NA	0.477	0.782	NA	NA	NA	NA	0.678
1764	NA	NA	1.417	1.08	NA	NA	NA	NA	1.343
1765	NA	NA	1.015	1.028	NA	NA	NA	NA	1.238
1766	NA	NA	1.542	1.07	NA	NA	NA	NA	1.33
1767	NA	NA	0.688	0.848	NA	NA	NA	NA	0.573
1768	NA	NA	0.792	1.201	NA	NA	NA	NA	0.805
1769	NA	NA	0.69	0.845	NA	NA	NA	NA	0.785
1770	NA	NA	0.087	0.317	NA	NA	NA	NA	0.602
1771	NA	NA	0.364	1.122	NA	NA	NA	NA	0.987
1772	NA	NA	0.494	0.994	NA	NA	NA	NA	0.444
1773	NA	NA	0.487	0.78	NA	NA	NA	NA	0.375
1774	NA	NA	0.551	0.949	13.626	NA	NA	NA	1.1
1775	NA	NA	0.436	0.782	2.432	NA	NA	NA	0.635
1776	NA	NA	0.667	1.118	3.087	2.864	NA	NA	1.045
1777	NA	NA	0.19	0.593	1.741	1.53	NA	NA	1.193
1778	NA	NA	0.328	0.613	1.743	1.26	NA	NA	1.623
1779	NA	NA	0.74	1.094	2.031	2.014	NA	NA	1.031
1780	NA	NA	0.839	1.192	1.682	1.443	NA	NA	0.409
1781	4.367	NA	1.149	0.706	1.926	1.914	NA	NA	0.188
1782	3.121	NA	1.448	1.108	1.917	1.715	NA	NA	0.524
1783	2.944	NA	1.58	1.303	1.646	1.14	NA	NA	0.47
1784	3.225	NA	2.093	0.925	1.064	0.697	NA	NA	0.255
1785	2.797	NA	1.167	0.614	0.198	0.135	NA	NA	1.007
1786	2.209	NA	0.78	0.755	0.25	0.14	NA	NA	1.245
1787	2.299	NA	1.402	0.844	0.257	0.232	NA	NA	1.878
1788	2.412	NA	1.733	0.779	0.561	0.379	NA	NA	1.498
1789	2.212	NA	1.19	0.99	1.01	0.696	NA	NA	1.569
1790	2.466	NA	1.758	1.075	1.22	1.354	NA	NA	1.503
1791	2.535	NA	1.392	0.75	1.128	1.171	NA	NA	1.147
1792	2.902	NA	1.107	0.879	0.951	1.149	NA	NA	0.846
1793	2.554	NA	1.409	1.145	1.677	1.717	NA	NA	0.756
1794	2.441	NA	0.905	0.868	1.568	1.615	NA	NA	0.41
1795	2.418	NA	1.238	0.508	2.171	2.132	NA	NA	0.275
1796	2.629	3.629	1.221	0.847	2.554	2.104	NA	NA	0.68
1797	2.455	3.034	0.744	0.423	1.387	1.532	NA	NA	0.702
1798	2.304	2.858	0.883	0.593	1.525	1.37	NA	NA	0.983
1799	2.361	3.556	1.263	0.466	1.693	2.028	NA	NA	1.87
1800	3.609	4.526	0.441	0.856	2.127	2.041	NA	NA	2.641
1801	2.483	4.25	0.141	0.753	1.682	1.747	NA	NA	2.069
1802	3.912	4.049	0.487	0.508	2.149	2.031	NA	NA	2.317
1803	2.915	3.378	0.396	0.476	1.615	1.826	NA	NA	0.291
1804	2.508	5.224	0.663	1.006	2.957	2.519	NA	NA	0.948
1805	3.3	6.997	1.521	0.846	3.03	2.882	NA	NA	1.502
1806	3.809	4.94	0.718	0.253	1.89	2.144	NA	NA	0.275
1807	3.544	4.857	1.031	0.856	3.115	3.483	NA	NA	0.386
1808	2.6	4.052	0.801	0.858	1.794	1.625	NA	NA	0.374
1809	2.597	3.991	0.903	0.283	1.874	1.644	NA	NA	0.47
1810	3.452	4.874	1.476	1.158	3.887	3.753	NA	NA	0.977
1811	3.518	4.454	0.777	1.207	2.777	3.016	NA	NA	1.059
1812	3.621	4.353	0.809	0.921	4.516	4.755	8.314	NA	1.133
1813	2.792	4.172	0.438	0.895	2.636	2.21	1.444	NA	0.885
1814	2.853	4.717	0.505	1.543	3.075	3.107	2.157	NA	0.668
1815	6.407	4.953	0.646	1.671	3.867	3.74	0.884	NA	0.69
1816	2.362	3.071	0.418	0.973	0.969	1.184	1.415	NA	0.368
1817	2.116	2.223	0.957	0.414	1.335	1.809	1.073	NA	0.601
1818	0.951	3.296	0.532	0.363	0.726	0.539	1.011	NA	0.314
1819	1.407	2.381	0.58	0.758	1.731	1.982	0.519	NA	0.348
1820	2.99	2.702	0.471	0.514	1.294	1.356	0.397	NA	0.082
1821	3.189	3.468	0.514	0.655	1.25	1.459	0.996	NA	0.615
1822	2.833	3.315	0.682	0.952	1.679	1.919	1.31	NA	0.395
1823	2.792	2.358	0.516	0.739	1.601	2.066	0.961	NA	0.395
1824	1.972	2.535	0.357	0.526	1.149	1.409	0.731	NA	0.847
1825	6.818	3.895	0.433	1.056	2.298	2.671	1.281	NA	0.41
1826	3.106	3.062	0.163	1.015	2.427	2.096	1.722	NA	0.554
1827	2.503	2.871	0.336	1.013	3.885	3.482	1.684	NA	0.304
1828	1.724	2.567	0.322	1.016	1.84	1.749	1.352	NA	0.105
1829	3.118	3.936	0.388	0.783	1.579	1.173	1.366	NA	0.879
1830	2.644	3.655	0.45	0.636	1.696	1.735	1.506	NA	1.24
1831	2.347	2.654	0.392	1.038	2.311	1.318	1.566	NA	1.904
1832	2.084	2.761	0.078	0.767	0.901	1.092	0.908	NA	1.075
1833	2.71	2.752	0.165	1.197	2.261	2.245	2.387	NA	2.155
1834	2.48	2.571	0.145	1.175	2.248	2.607	2.024	NA	1.703
1835	2.062	2.137	0.041	0.622	1.823	1.788	1.558	NA	0.474
1836	2.099	2.337	0.316	1.164	1.916	2.324	2.327	NA	0.283
1837	2.229	2.721	0.445	1.413	2.566	2.614	1.664	NA	0.382
1838	1.885	2.242	0.439	1.289	2.251	2.492	1.346	NA	0.129
