# Kaiser - Yakutat Gravel Pit Outer Moraine - PCSI - ITRDB AK146
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16482
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16482.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak146-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak146-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak146.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak146.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Kaiser - Yakutat Gravel Pit Outer Moraine - PCSI - ITRDB AK146
#--------------------
# Investigators
#   Investigators: Kaiser, F.K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Yakutat Gravel Pit Outer Moraine
#   Location: Alaska
#   Northernmost_Latitude: 59.5353
#   Southernmost_Latitude: 59.5353
#   Easternmost_Longitude: -139.2919
#   Westernmost_Longitude: -139.2919
#   Elevation_m: 57
#--------------------
# Data_Collection
#   Collection_Name: AK146
#   First_Year: 1526
#   Last_Year: 1995
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GRAV0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRAV0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRAV0020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRAV0020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRAV0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRAV0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRAV0080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRAV0080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRAV0100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRAV0100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRAV0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRAV0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GRAV0010_raw	GRAV0020_raw	GRAV0030_raw	GRAV0080_raw	GRAV0100_raw	GRAV0120_raw
1630	NA	NA	NA	NA	0.78	NA
1631	NA	NA	NA	NA	0.82	NA
1632	NA	NA	NA	NA	0.79	NA
1633	NA	NA	NA	NA	0.64	NA
1634	NA	NA	NA	NA	1.02	NA
1635	NA	NA	NA	NA	0.86	NA
1636	NA	NA	NA	NA	0.77	NA
1637	NA	NA	NA	NA	0.6	NA
1638	NA	NA	NA	NA	0.53	NA
1639	NA	NA	NA	NA	0.55	NA
1640	NA	NA	NA	NA	0.83	NA
1641	NA	NA	NA	NA	0.76	NA
1642	NA	NA	NA	NA	0.9	NA
1643	NA	NA	NA	NA	0.77	NA
1644	NA	NA	NA	NA	0.77	NA
1645	NA	NA	NA	NA	0.6	NA
1646	NA	NA	NA	NA	0.65	NA
1647	NA	NA	NA	NA	0.84	NA
1648	NA	NA	NA	NA	0.88	NA
1649	NA	NA	NA	NA	0.71	NA
1650	NA	NA	NA	NA	0.59	NA
1651	NA	NA	NA	NA	0.64	NA
1652	NA	NA	NA	NA	0.78	NA
1653	NA	NA	NA	NA	0.66	NA
1654	NA	NA	NA	NA	0.54	NA
1655	NA	NA	NA	NA	0.75	NA
1656	NA	NA	NA	NA	0.78	NA
1657	NA	NA	NA	NA	0.7	NA
1658	NA	NA	NA	NA	0.9	NA
1659	NA	NA	NA	NA	0.62	NA
1660	NA	NA	NA	NA	0.36	NA
1661	NA	NA	NA	NA	0.25	NA
1662	NA	NA	NA	NA	0.33	NA
1663	NA	NA	NA	NA	0.32	NA
1664	NA	NA	NA	NA	0.35	NA
1665	NA	NA	NA	NA	0.35	NA
1666	NA	NA	NA	NA	0.37	NA
1667	NA	NA	NA	NA	0.44	NA
1668	NA	NA	NA	NA	0.42	NA
1669	NA	NA	NA	NA	0.54	NA
1670	NA	NA	NA	NA	0.4	NA
1671	NA	NA	NA	NA	0.39	NA
1672	NA	NA	NA	NA	0.22	NA
1673	NA	NA	NA	NA	0.32	NA
1674	NA	NA	NA	NA	0.38	NA
1675	NA	NA	NA	NA	0.5	NA
1676	NA	NA	NA	NA	0.49	NA
1677	NA	NA	NA	NA	0.54	NA
1678	NA	NA	NA	NA	0.88	NA
1679	NA	NA	NA	NA	0.45	NA
1680	NA	NA	NA	NA	0.56	NA
1681	NA	NA	NA	NA	0.57	NA
1682	NA	NA	NA	NA	0.73	NA
1683	NA	NA	NA	NA	0.87	NA
1684	NA	NA	NA	NA	0.72	NA
1685	NA	NA	NA	NA	0.76	NA
1686	NA	NA	NA	NA	0.63	NA
1687	NA	NA	NA	NA	1.01	NA
1688	NA	NA	NA	NA	0.77	NA
1689	NA	NA	NA	NA	0.67	NA
1690	NA	NA	NA	NA	0.28	NA
1691	NA	NA	NA	NA	0.31	NA
1692	NA	NA	NA	NA	0.31	NA
1693	NA	NA	NA	NA	0.39	NA
1694	NA	NA	NA	NA	0.63	NA
1695	NA	NA	NA	NA	0.69	NA
1696	NA	NA	NA	NA	0.57	NA
1697	NA	NA	NA	NA	0.24	NA
1698	NA	NA	NA	NA	0.19	NA
1699	NA	NA	NA	NA	0.17	NA
1700	NA	NA	NA	NA	0.32	NA
1701	NA	NA	NA	NA	0.33	NA
1702	NA	NA	NA	NA	0.39	NA
1703	NA	NA	NA	NA	0.38	2.1
1704	NA	NA	NA	NA	0.48	2.15
1705	NA	NA	NA	NA	0.32	1.75
1706	NA	NA	NA	NA	0.29	1.7
1707	NA	NA	NA	NA	0.62	3.12
1708	NA	NA	NA	NA	0.49	2.63
1709	NA	NA	NA	NA	0.56	2.53
1710	NA	NA	NA	NA	0.73	2.36
1711	NA	NA	NA	NA	0.58	2.21
1712	NA	NA	NA	NA	0.62	2.82
1713	NA	NA	NA	NA	0.79	3.05
1714	NA	NA	NA	NA	0.77	2.66
1715	NA	NA	NA	NA	0.88	2.75
1716	NA	NA	NA	NA	0.69	1.97
1717	NA	NA	NA	NA	0.59	1.98
1718	NA	NA	NA	NA	0.58	2.65
1719	NA	NA	NA	NA	0.81	2.78
1720	NA	NA	NA	NA	0.77	2.8
1721	NA	NA	NA	NA	0.66	2.91
1722	NA	NA	NA	NA	0.64	3.05
1723	NA	NA	NA	NA	0.68	3.08
1724	NA	NA	NA	NA	0.72	2.85
1725	NA	NA	NA	NA	0.61	3.02
1726	NA	NA	NA	NA	0.56	2.17
1727	NA	NA	NA	NA	0.5	2.07
1728	NA	NA	NA	NA	0.47	1.63
1729	NA	NA	NA	NA	0.56	1.72
1730	NA	NA	NA	NA	0.68	1.78
1731	NA	NA	NA	NA	0.68	1.95
1732	NA	NA	NA	NA	0.77	2.05
1733	NA	NA	NA	NA	0.8	2.05
1734	NA	NA	NA	NA	0.6	2.09
1735	NA	NA	NA	NA	0.7	2.08
1736	NA	NA	NA	NA	0.66	1.98
1737	NA	NA	NA	NA	0.76	2.45
1738	NA	NA	NA	NA	0.54	1.63
1739	NA	NA	NA	NA	0.81	2.28
1740	NA	NA	NA	NA	0.81	2.17
1741	NA	NA	NA	NA	0.59	1.81
1742	NA	NA	NA	NA	0.45	1.75
1743	NA	NA	NA	NA	0.58	1.67
1744	NA	NA	NA	NA	0.42	1.56
1745	NA	NA	NA	NA	0.35	1.41
1746	NA	NA	NA	NA	0.36	1.1
1747	NA	NA	NA	NA	0.48	0.89
1748	NA	NA	NA	NA	0.75	1
1749	NA	NA	NA	NA	0.86	1.25
1750	NA	NA	NA	NA	1.11	1.39
1751	NA	NA	NA	NA	0.9	1.29
1752	NA	NA	NA	NA	0.47	1.01
1753	NA	NA	NA	NA	0.27	1.16
1754	NA	NA	NA	NA	0.15	0.82
1755	NA	NA	NA	NA	0.18	0.64
1756	NA	NA	NA	NA	0.15	0.67
1757	NA	NA	NA	NA	0.31	0.78
1758	NA	NA	NA	NA	0.42	1.32
1759	NA	NA	NA	NA	0.5	1.72
1760	NA	NA	NA	NA	0.56	1.8
1761	NA	NA	1.16	NA	0.82	1.94
1762	NA	NA	1.17	NA	0.94	2.08
1763	NA	NA	1.98	NA	0.92	2.18
1764	NA	NA	3.02	NA	0.78	1.62
1765	NA	NA	1.62	NA	1.13	1.59
1766	NA	NA	1.85	NA	0.84	1.62
1767	NA	NA	1.99	NA	0.81	1.42
1768	NA	NA	2.25	NA	0.51	1.14
1769	NA	NA	1.69	NA	0.47	1.12
1770	NA	NA	2.15	NA	0.47	1.24
1771	NA	NA	2.38	NA	0.55	1.2
1772	NA	NA	2.2	NA	0.53	1.05
1773	NA	NA	2.01	NA	0.5	1.29
1774	NA	NA	1.52	NA	0.44	1.35
1775	NA	NA	1.77	NA	0.46	1.35
1776	NA	NA	1.96	NA	0.34	1.64
1777	NA	NA	1.73	NA	0.49	1.84
1778	NA	NA	2.16	NA	0.61	1.49
1779	NA	NA	2.37	NA	0.48	1.38
1780	NA	NA	1.84	NA	0.52	1.18
1781	NA	NA	1.61	NA	0.42	1.28
1782	NA	NA	2.07	NA	0.58	1.35
1783	NA	NA	1.57	NA	0.59	1.26
1784	NA	NA	1.63	NA	0.64	1.35
1785	NA	NA	1.58	NA	0.71	1.19
1786	NA	NA	1.73	NA	0.52	1.04
1787	NA	NA	1.82	NA	0.43	1.07
1788	NA	NA	2.43	NA	0.66	1.02
1789	NA	NA	2.12	NA	0.43	0.96
1790	NA	NA	1.86	NA	0.47	0.98
1791	NA	NA	1.78	NA	0.5	1.18
1792	NA	NA	1.55	NA	0.59	1.16
1793	NA	NA	1.41	NA	0.48	1.27
1794	NA	NA	1.73	NA	0.64	1.26
1795	NA	NA	1.51	NA	0.72	1.4
1796	NA	NA	1.45	NA	0.64	1.48
1797	NA	NA	1.31	NA	0.7	1.42
1798	NA	NA	1.19	NA	0.47	1.22
1799	NA	NA	1.53	NA	0.34	1.14
1800	NA	NA	1.26	NA	0.3	1.19
1801	NA	NA	1.44	NA	0.43	1.17
1802	NA	NA	1.28	NA	0.45	1.13
1803	NA	NA	1.19	NA	0.51	1.06
1804	NA	NA	0.82	NA	0.58	0.97
1805	NA	NA	0.99	NA	0.59	0.94
1806	NA	NA	1.05	NA	0.34	0.87
1807	NA	NA	1.16	NA	0.33	0.71
1808	NA	NA	1.02	NA	0.29	0.66
1809	NA	NA	1.06	NA	0.26	0.55
1810	NA	NA	0.9	NA	0.06	0.42
1811	NA	NA	0.72	NA	0.1	0.37
1812	NA	NA	0.44	NA	0.17	0.32
1813	NA	NA	0.25	NA	0.15	0.29
1814	NA	NA	0.49	NA	0.21	0.43
1815	NA	NA	0.34	NA	0.23	0.54
1816	NA	NA	0.12	NA	0.23	0.62
1817	NA	NA	0.17	NA	0.22	0.61
1818	NA	NA	0.11	NA	0.28	0.76
1819	NA	NA	0.24	NA	0.31	0.88
1820	NA	NA	0.31	NA	0.34	0.87
1821	NA	NA	0.44	NA	0.35	0.77
1822	NA	NA	0.47	NA	0.3	0.83
1823	NA	NA	0.61	NA	0.36	0.8
1824	NA	NA	0.83	NA	0.35	0.89
1825	NA	NA	1.09	NA	0.49	0.59
1826	NA	NA	1.02	NA	0.4	0.48
1827	NA	NA	1.44	NA	0.39	0.53
1828	NA	NA	1.56	NA	0.52	0.55
1829	NA	NA	1.57	NA	0.63	0.58
1830	NA	NA	1.65	NA	0.6	0.5
1831	NA	NA	1.36	NA	0.51	0.47
1832	NA	NA	1.34	NA	0.61	0.5
1833	NA	NA	1.33	NA	0.46	0.42
1834	NA	NA	0.98	NA	0.48	0.4
1835	NA	NA	1.22	NA	0.58	0.51
1836	NA	NA	1.34	NA	0.69	0.5
1837	NA	NA	1.18	NA	0.63	0.58
1838	NA	NA	1.06	NA	0.67	0.49
1839	NA	NA	0.99	NA	0.56	0.44
1840	NA	NA	1.26	NA	0.71	0.47
1841	NA	NA	1.3	NA	0.71	0.55
1842	NA	NA	1.39	NA	0.66	0.45
1843	NA	NA	1.28	NA	0.64	0.54
1844	NA	NA	1.43	NA	0.82	0.54
1845	NA	NA	1.46	NA	0.7	0.46
1846	NA	NA	1.58	NA	0.8	0.39
1847	NA	NA	1.48	NA	0.69	0.41
1848	NA	NA	1.23	NA	0.85	0.42
1849	NA	NA	1.18	NA	0.63	0.32
1850	NA	NA	1.19	NA	0.54	0.36
1851	NA	NA	1.1	NA	0.61	0.33
1852	NA	NA	1.28	NA	0.56	0.32
1853	NA	NA	1.58	NA	0.56	0.34
1854	NA	NA	1.35	NA	0.42	0.4
1855	NA	NA	1.46	NA	0.47	0.56
1856	NA	NA	1.49	NA	0.34	0.32
1857	NA	NA	1.63	NA	0.35	0.38
1858	NA	NA	1.68	NA	0.35	0.48
1859	NA	NA	1.55	NA	0.41	0.46
1860	NA	NA	2.01	NA	0.55	0.76
1861	NA	NA	1.82	NA	0.65	0.69
1862	NA	NA	1.6	NA	0.35	0.55
1863	NA	NA	1.89	NA	0.31	0.49
1864	NA	NA	2.14	NA	0.51	0.7
1865	NA	NA	2.51	NA	0.56	0.83
1866	NA	NA	2.84	NA	0.55	0.84
1867	NA	NA	2.23	NA	0.6	0.73
1868	NA	NA	2.2	NA	0.54	0.67
1869	NA	NA	2.34	NA	0.55	0.5
1870	NA	NA	2.66	NA	0.75	0.9
1871	NA	NA	2.78	NA	0.65	0.94
1872	NA	NA	2.86	NA	0.77	0.9
1873	NA	NA	2.99	NA	0.78	0.99
1874	NA	NA	2.88	NA	0.64	0.86
1875	NA	0.72	1.73	NA	0.42	0.64
1876	NA	0.72	1.03	NA	0.2	0.34
1877	NA	1.03	0.94	NA	0.06	0.34
1878	NA	1	1.41	NA	0.1	0.41
1879	NA	1.06	2.06	NA	0.31	0.57
1880	NA	1.38	2.55	NA	0.32	0.68
1881	NA	1.96	4.08	NA	0.37	0.85
1882	NA	0.76	4.45	NA	0.41	0.82
1883	NA	1.17	5.26	NA	0.51	1.08
1884	NA	1.26	5.32	NA	0.73	1.28
1885	NA	1.54	4.17	NA	0.72	1
1886	NA	1.1	2.97	NA	0.86	1.02
1887	NA	1.14	2.21	NA	0.5	0.97
1888	NA	1.53	2.69	NA	0.69	1.23
1889	NA	1.97	2.49	NA	0.76	0.99
1890	NA	3.1	2.4	NA	0.85	1.07
1891	NA	3.92	2.54	NA	0.92	1.34
1892	NA	4.52	3.09	NA	0.74	1.4
1893	NA	3.71	2.58	NA	0.78	1.43
1894	NA	2.68	2.1	NA	0.7	1.15
1895	NA	3.56	2.34	3.35	0.71	0.97
1896	NA	3.41	2.25	2.22	0.75	0.94
1897	NA	4.13	2.32	2.23	0.83	1.15
1898	NA	3.99	2.92	2.85	0.87	1.19
1899	NA	3.74	2.88	2.3	1.05	0.89
1900	NA	3.82	2.73	2.68	0.83	0.44
1901	NA	3.44	2.22	2.58	0.72	0.25
1902	NA	4.15	2.5	3.02	0.82	0.45
1903	NA	3.09	2.87	3.3	1.03	0.43
1904	3.78	2.45	2.48	2.85	0.66	0.31
1905	3.35	3.61	2.97	3.14	0.87	0.47
1906	3.57	2.73	1.71	2.83	0.77	0.52
1907	3.26	2.76	2.45	3.37	0.81	0.59
1908	4.1	2.71	2.89	3.05	0.85	0.61
1909	3.83	2.86	2.63	2.51	0.94	0.86
1910	3.76	2.42	2.19	2.23	0.8	0.7
1911	3.78	2.16	1.77	2.21	0.92	0.63
1912	3.83	2.12	1.6	2.57	0.9	0.55
1913	3.97	2.42	1.71	2.23	0.91	0.59
1914	3.66	2.53	2.1	2.69	1.02	0.79
1915	4.75	3.33	2.06	2.77	0.94	0.98
1916	3.76	2.92	1.43	1.75	0.87	0.75
1917	2.97	2.77	1.51	1.83	0.83	0.76
1918	3.28	2.7	1.55	1.64	0.89	1.04
1919	3.95	2.47	1.24	1.71	0.69	0.81
1920	3.75	2.57	1.49	2.16	0.97	1.11
1921	3.75	3.11	1.79	1.98	0.92	1.31
1922	3.2	2.46	1.45	1.94	0.85	1
1923	3.7	3.17	2.12	2.46	1.04	1.22
1924	3.43	3.01	1.23	2.16	0.79	0.94
1925	3.14	3.57	1.27	1.99	0.81	0.96
1926	3.08	3.27	1.34	1.79	0.98	1.17
1927	3.2	3.14	1.43	1.77	0.98	1.17
1928	3.58	3.53	1.48	1.63	0.88	1.06
