# Wyse - Platte Plains - QURU - ITRDB MI018
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5360
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5360.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi018-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mi018-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi018.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mi018.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-05-25
#--------------------
# File_Last_Modified_Date
#   Date: 2006-05-25
#--------------------
# Title
#   Study_Name: Wyse - Platte Plains - QURU - ITRDB MI018
#--------------------
# Investigators
#   Investigators: Wyse, T.C.; Goebel, P.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Platte Plains
#   Location: Michigan
#   Northernmost_Latitude: 44.72
#   Southernmost_Latitude: 44.72
#   Easternmost_Longitude: -86.08
#   Westernmost_Longitude: -86.08
#   Elevation_m: 188
#--------------------
# Data_Collection
#   Collection_Name: MI018
#   First_Year: 1892
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus rubra L.
#   Common_Name: red oak
#   Tree_Species_Code: QURU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 10-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 10-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 5-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 5-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 12-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 12-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 27-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 27-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 25-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 25-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 4-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 4-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 18-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 18-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 3-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 3-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 7-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 7-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 26-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 26-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 45-1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 45-1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 15-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 15-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 9-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 9-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	10-1_raw	5-3_raw	12-2_raw	27-3_raw	25-2_raw	4-1_raw	18-2_raw	3-3_raw	7-1_raw	26-2_raw	45-1_raw	15-2_raw	9-3_raw
1951	1.27	1.14	0.97	0.76	NA	1.18	0.68	1.35	1.61	1.82	2.01	1.44	1.06
1952	2.07	1.9	1.02	0.59	NA	1.35	0.76	1.44	1.95	1.48	1.15	2.13	0.89
1953	1.99	1.78	0.63	0.47	NA	1.27	0.55	0.85	1.27	1.82	1.01	1.52	0.93
1954	1.95	1.52	0.85	0.55	NA	1.69	0.59	1.1	1.19	1.57	1.31	2.38	0.97
1955	1.44	1.31	0.64	0.34	NA	1.27	0.51	0.93	1.1	0.97	1.9	3.55	0.76
1956	1.31	1.23	0.76	0.47	NA	1.69	0.47	1.27	0.93	1.44	1.01	2.37	0.59
1957	1.69	1.69	0.51	0.51	NA	1.61	0.89	1.69	1.02	1.4	1.31	2.03	0.68
1958	1.73	1.14	0.55	0.42	NA	1.35	0.59	1.27	1.19	1.48	0.94	1.36	0.59
1959	0.97	0.89	0.42	0.21	NA	0.85	0.42	0.68	0.84	0.89	1.18	1.02	0.55
1960	1.9	1.86	0.63	0.94	NA	2.46	0.97	1.61	1.19	1.31	1.95	1.86	0.89
1961	1.44	1.69	0.38	0.42	NA	1.62	0.85	1.52	1.44	1.1	1.9	1.1	0.55
1962	2.33	3.09	1.06	0.68	NA	1.69	0.85	1.36	1.61	1.35	1.65	1.36	0.8
1963	1.48	2.29	0.68	0.38	NA	1.6	0.81	1.1	1.27	1.18	1.36	1.61	0.68
1964	1.78	1.74	0.85	0.38	NA	2.12	0.72	0.93	1.1	1.1	0.93	1.44	0.76
1965	1.44	2.07	0.55	0.47	NA	1.61	0.51	1.61	1.27	1.31	1.36	1.53	0.89
1966	1.35	1.27	0.38	0.34	NA	1.35	0.25	1.02	0.76	0.93	0.67	1.69	0.47
1967	1.65	1.52	0.76	0.51	NA	2.12	0.64	1.35	1.18	1.27	1.1	1.1	0.8
1968	2.33	1.69	0.59	0.55	NA	2.37	0.55	2.29	1.35	1.18	1.78	1.61	0.8
1969	1.65	1.27	0.47	0.76	NA	2.28	0.46	1.27	1.35	1.23	1.18	1.19	0.55
1970	1.61	1.27	0.55	0.59	NA	1.78	0.34	1.52	1.01	0.64	1.02	0.94	0.68
1971	1.23	0.93	0.26	0.25	NA	2.2	0.51	0.76	0.59	0.51	0.76	0.93	0.46
1972	2.67	1.18	0.55	0.59	NA	3.56	0.89	1.78	0.85	1.06	1.27	1.35	0.68
1973	1.82	1.23	0.55	0.8	NA	2.2	0.8	1.69	1.44	0.76	1.52	1.52	0.59
1974	1.95	1.31	0.51	0.85	NA	2.71	0.89	2.03	1.78	0.93	1.87	2.11	0.72
1975	2.24	1.44	0.59	0.8	NA	2.54	0.97	2.2	1.35	1.02	1.44	2.37	0.85
1976	1.1	0.93	0.51	0.68	NA	1.95	0.68	1.1	0.76	0.68	0.93	1.43	0.51
1977	1.23	0.85	0.42	0.81	NA	2.37	0.68	1.1	0.85	0.84	1.1	1.7	0.51
1978	1.65	1.23	0.85	0.89	NA	2.96	1.19	1.86	1.44	1.4	1.1	2.12	0.51
1979	1.9	1.35	0.97	0.93	NA	4.06	0.8	1.61	1.61	1.4	1.36	2.03	0.63
1980	2.67	1.74	1.23	1.65	NA	4.07	1.52	2.46	2.29	2.67	1.53	2.29	0.85
1981	2.5	1.48	0.63	1.23	NA	2.96	1.06	2.2	1.69	1.52	1.11	2.2	0.85
1982	2.88	1.69	0.89	1.82	NA	2.46	1.61	2.71	1.86	2.12	1.27	2.03	0.76
1983	1.27	1.27	0.63	0.85	NA	2.12	1.14	1.69	0.76	1.23	1.52	1.78	0.55
1984	0.97	0.93	0.51	0.51	NA	2.37	1.44	1.35	0.59	1.1	1.61	1.53	0.59
1985	1.65	1.44	0.46	0.72	NA	1.86	0.89	1.78	0.84	1.06	1.1	1.69	0.38
1986	3.85	2.07	0.8	1.61	NA	3.81	1.57	3.05	1.1	2.5	2.28	1.86	0.85
1987	2.41	1.52	0.38	1.48	NA	2.45	1.31	2.88	0.93	1.48	1.61	1.27	0.63
1988	1.44	1.31	0.51	1.19	2.08	1.95	0.97	1.69	0.76	1.06	2.29	1.01	0.68
1989	1.52	1.57	0.46	1.35	2.03	2.37	1.06	2.2	1.02	1.44	2.21	0.93	0.59
1990	1.56	1.23	0.55	1.44	1.35	3.39	0.85	2.2	0.85	0.76	2.79	1.27	0.55
1991	1.52	1.57	0.47	1.69	1.86	2.54	1.06	2.29	1.35	1.19	2.79	0.93	0.68
1992	1.44	1.61	0.55	1.18	1.06	2.12	0.97	2.54	0.93	0.85	0.85	1.1	0.63
1993	2.07	1.4	0.46	1.78	1.74	1.69	1.14	2.71	0.76	0.93	1.6	0.76	0.42
1994	1.06	1.31	0.25	0.85	1.02	1.1	0.76	2.12	0.51	0.72	1.19	0.76	0.47
1995	1.61	1.65	0.51	1.18	1.87	2.12	1.1	2.45	0.85	0.97	2.12	0.76	0.5
1996	2.58	2.03	0.89	2.59	2.45	2.71	1.4	3.22	1.86	1.91	2.62	1.19	0.59
1997	2.41	1.4	1.02	2.03	2.03	2.62	0.97	2.62	1.61	1.48	2.2	1.18	0.46
1998	3.17	1.48	1.14	2.76	2.71	3.72	1.36	3.92	2.29	1.27	2.29	1.35	0.72
1999	4.06	1.9	0.89	2.5	3.3	3.81	1.78	4.04	2.12	1.65	3.64	1.18	0.55
2000	3.22	1.27	0.8	2.62	2.92	4.49	1.19	2.96	2.28	1.4	3.13	1.19	0.55
2001	2.79	1.69	0.84	2.16	2.62	2.71	1.23	3.38	2.2	1.14	4.07	1.69	0.55
2002	2.37	0.93	0.72	2.24	1.44	3.05	1.06	3.05	1.86	0.97	3.05	1.01	0.63
