# Barclay - Nellie Juan - TSME - ITRDB AK120
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13713
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13713.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak120-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak120-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak120.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak120.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-07-18
#--------------------
# File_Last_Modified_Date
#   Date: 2012-07-18
#--------------------
# Title
#   Study_Name: Barclay - Nellie Juan - TSME - ITRDB AK120
#--------------------
# Investigators
#   Investigators: Barclay, D.; Milligan, J.M.; Wiles, G.(https://orcid.org/0000-0001-7977-5383)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Annals of Glaciology
#   Published_Title: An 850 year record of climate and fluctuations of the iceberg-calving  Nellie Juan Glacier, south central Alaska, U.S.A.
#   Published_Date_or_Year: 2003
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Barclay, David J., Wiles, Gregory C. and Calkin, Parker E. 2003.   
An 850 year record of climate and fluctuations of the iceberg-calving  
Nellie Juan Glacier, south central Alaska, U.S.A. 
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.631	0.805	0.569	0.665	0.496	0.461	0.32	0.426	0.447	0.543	0.653	0.52	0.817	0.814	0.789	0.708	0.539	0.718	0.853	0.998	0.683	0.673	0.526	0.492	0.414	0.402	0.895	0.673
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.625	0.8	0.664	0.761	0.556	0.549	0.321	0.437	0.428	0.539	0.515	0.541	0.86	0.873	0.884	0.789	0.787	0.812	0.801	1.122	0.618	0.694	0.528	0.451	0.339	0.328	0.819	0.648
1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.592	0.528	0.611	0.525	0.447	0.47	0.312	0.315	0.501	0.468	0.395	0.506	0.846	0.491	0.804	0.712	0.511	0.584	0.561	0.936	0.499	0.539	0.422	0.374	0.255	0.263	0.468	0.437
1753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.682	0.673	0.582	0.62	0.476	0.493	0.203	0.247	0.404	0.439	0.375	0.402	0.715	0.394	0.627	0.607	0.466	0.6	0.618	0.885	0.497	0.46	0.334	0.366	0.286	0.314	0.805	0.714
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.762	0.706	0.553	0.698	0.46	0.475	0.185	0.208	0.501	0.5	0.283	0.283	0.681	0.383	0.563	0.451	0.298	0.511	0.503	0.713	0.401	0.277	0.219	0.32	0.253	0.28	0.646	0.551
1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.934	0.769	0.736	0.884	0.407	0.409	0.174	0.164	0.536	0.51	0.37	0.302	0.677	0.449	0.804	0.654	0.234	0.569	0.527	0.753	0.518	0.423	0.324	0.323	0.244	0.324	0.83	0.613
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.496	0.509	0.456	0.64	0.326	0.348	0.131	0.154	0.289	0.39	0.272	0.218	0.516	0.319	0.559	0.476	0.182	0.444	0.539	0.494	0.379	0.3	0.211	0.208	0.167	0.172	0.66	0.451
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.719	0.605	0.754	0.714	0.423	0.523	0.173	0.199	0.582	0.472	0.426	0.434	0.682	0.322	1.107	0.885	0.257	0.581	0.642	0.735	0.513	0.38	0.245	0.335	0.233	0.246	0.833	0.59
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	0.492	0.548	0.531	0.406	0.434	0.181	0.243	0.567	0.554	0.459	0.532	0.653	0.342	0.93	0.652	0.247	0.526	0.502	0.675	0.4	0.271	0.3	0.348	0.288	0.289	0.869	0.435
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.736	0.712	0.57	0.715	0.548	0.595	0.17	0.24	0.333	0.456	0.452	0.496	0.788	0.472	0.809	0.677	0.286	0.529	0.611	0.726	0.492	0.4	0.313	0.236	0.346	0.257	0.992	0.418
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0.727	0.616	0.792	0.704	0.703	0.255	0.308	0.478	0.509	0.563	0.629	0.958	0.72	0.927	0.841	0.597	0.643	0.847	0.891	0.51	0.472	0.272	0.308	0.353	0.317	0.938	0.46
1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	0.599	0.555	0.804	0.534	0.567	0.239	0.233	0.411	0.45	0.526	0.72	0.642	0.429	0.813	0.668	0.427	0.561	0.857	1.145	0.516	0.546	0.272	0.237	0.301	0.277	0.859	0.371
1762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.688	0.918	0.736	0.864	0.603	0.605	0.322	0.33	0.422	0.484	0.509	0.726	1.169	0.613	1.118	0.874	0.651	0.722	1	1.256	0.499	0.522	0.478	0.462	0.386	0.465	0.911	0.454
1763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.729	0.78	0.744	0.927	0.479	0.547	0.218	0.296	0.567	0.592	0.549	0.669	1.222	0.742	1.022	0.732	0.635	0.826	0.943	1.388	0.566	0.572	0.323	0.412	0.447	0.553	1.027	0.44
1764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.511	0.588	0.672	0.697	0.256	0.377	0.164	0.284	0.334	0.527	0.507	0.562	0.979	0.633	0.777	0.52	0.402	0.667	0.664	1.039	0.662	0.475	0.228	0.279	0.354	0.532	0.858	0.357
1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.484	0.577	0.833	0.722	0.433	0.573	0.224	0.355	0.408	0.586	0.583	0.653	0.68	0.644	1.026	0.749	0.468	0.646	0.684	0.979	0.564	0.409	0.402	0.388	0.284	0.363	0.824	0.326
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.544	0.602	0.77	0.677	0.377	0.489	0.307	0.342	0.314	0.593	0.527	0.658	0.753	0.583	0.895	0.708	0.413	0.641	0.613	0.861	0.613	0.389	0.315	0.305	0.296	0.289	0.835	0.371
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.745	0.681	0.823	0.59	0.443	0.375	0.341	0.265	0.32	0.879	0.494	0.625	0.765	0.6	0.836	0.666	0.411	0.648	0.742	1.031	0.489	0.391	0.307	0.275	0.338	0.234	0.8	0.541
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.562	0.485	0.787	0.611	0.218	0.223	0.26	0.234	0.225	0.734	0.35	0.444	0.708	0.534	0.761	0.643	0.331	0.577	0.552	0.863	0.403	0.319	0.298	0.222	0.208	0.249	0.625	0.424
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.512	0.779	0.605	0.239	0.301	0.236	0.254	0.398	0.843	0.462	0.608	0.807	0.494	0.823	0.693	0.319	0.503	0.513	0.832	0.361	0.263	0.271	0.268	0.332	0.388	0.528	0.35
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.628	0.598	0.714	0.55	0.407	0.414	0.284	0.291	0.38	0.979	0.432	0.563	0.766	0.486	0.942	0.682	0.339	0.625	0.532	0.95	0.43	0.291	0.255	0.271	0.308	0.378	0.621	0.407
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	0.67	0.687	0.559	0.382	0.528	0.187	0.263	0.357	0.93	0.399	0.448	0.601	0.502	0.784	0.717	0.315	0.621	0.716	1.022	0.402	0.302	0.246	0.193	0.368	0.372	1.212	0.519
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.514	0.622	0.674	0.542	0.315	0.497	0.254	0.424	0.411	0.866	0.333	0.554	0.585	0.501	0.823	0.825	0.332	0.641	0.672	1.012	0.42	0.43	0.336	0.292	0.496	0.424	0.954	0.695
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.424	0.506	0.583	0.513	0.378	0.447	0.297	0.383	0.427	0.887	0.44	0.615	0.534	0.601	0.83	0.867	0.284	0.546	0.652	0.796	0.406	0.519	0.338	0.325	0.389	0.407	0.689	0.598
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.374	0.669	0.685	0.611	0.326	0.43	0.437	0.36	0.378	0.828	0.53	0.711	0.722	0.74	0.982	1.027	0.343	0.76	0.662	0.873	0.43	0.486	0.382	0.298	0.465	0.497	0.932	0.699
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.426	0.583	0.713	0.624	0.242	0.381	0.462	0.344	0.367	0.598	0.555	0.638	0.791	0.586	1.013	0.937	0.39	0.666	0.523	0.59	0.428	0.435	0.327	0.415	0.476	0.423	0.581	0.571
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.412	0.521	0.715	0.733	0.24	0.442	0.495	0.411	0.455	0.738	0.474	0.49	0.588	0.435	0.974	0.82	0.388	0.659	0.521	0.527	0.409	0.391	0.344	0.343	0.381	0.491	0.679	0.436
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.735	0.551	0.675	0.587	0.222	0.379	0.49	0.416	0.611	0.789	0.488	0.607	0.61	0.447	1.026	0.826	0.708	0.675	0.467	0.635	0.442	0.506	0.369	0.31	0.415	0.596	0.8	0.485
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	0.439	0.46	0.367	0.121	0.241	0.243	0.297	0.129	0.275	0.3	0.416	0.547	0.465	0.547	0.5	0.597	0.5	0.554	0.412	0.336	0.368	0.176	0.137	0.316	0.355	0.62	0.373
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.537	0.452	0.448	0.426	0.25	0.315	0.229	0.241	0.666	0.406	0.444	0.492	0.768	0.473	0.766	0.933	0.639	0.595	0.604	0.376	0.41	0.332	0.221	0.254	0.321	0.362	0.291	0.403
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.457	0.459	0.38	0.409	0.434	0.257	0.288	0.715	0.464	0.498	0.652	0.893	0.464	0.961	1.456	0.518	0.67	0.679	0.68	0.277	0.309	0.211	0.286	0.523	0.472	0.738	0.332
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.442	0.47	0.409	0.406	0.293	0.328	0.26	0.307	0.674	0.425	0.356	0.493	0.69	0.453	0.783	1.024	0.337	0.616	0.27	0.647	0.385	0.363	0.315	0.277	0.411	0.413	0.61	0.388
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.297	0.426	0.364	0.412	0.334	0.452	0.141	0.251	0.596	0.456	0.378	0.478	0.488	0.385	0.816	0.865	0.219	0.658	0.407	0.672	0.349	0.321	0.214	0.283	0.38	0.377	0.694	0.307
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.375	0.474	0.436	0.444	0.343	0.368	0.274	0.207	0.56	0.441	0.324	0.354	0.482	0.425	0.717	0.654	0.263	0.659	0.359	0.5	0.404	0.366	0.188	0.188	0.323	0.354	0.777	0.361
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.344	0.459	0.342	0.408	0.325	0.447	0.23	0.192	0.522	0.54	0.264	0.272	0.359	0.411	0.696	0.592	0.189	0.564	0.428	0.641	0.298	0.25	0.192	0.132	0.375	0.381	0.744	0.381
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.297	0.422	0.339	0.371	0.219	0.38	0.208	0.178	0.545	0.512	0.305	0.265	0.418	0.371	0.595	0.662	0.21	0.434	0.384	0.446	0.24	0.27	0.183	0.186	0.388	0.407	0.673	0.352
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.305	0.387	0.378	0.333	0.255	0.4	0.274	0.252	0.404	0.581	0.415	0.222	0.333	0.507	0.616	0.71	0.155	0.384	0.568	0.686	0.198	0.286	0.217	0.272	0.465	0.361	0.59	0.347
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.379	0.319	0.508	0.425	0.231	0.336	0.316	0.284	0.283	0.509	0.34	0.252	0.57	0.765	0.541	0.533	0.247	0.532	0.447	0.588	0.246	0.358	0.261	0.258	0.523	0.374	0.493	0.347
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279	0.352	0.49	0.377	0.207	0.267	0.213	0.27	0.355	0.263	0.284	0.191	0.441	0.652	0.547	0.635	0.172	0.432	0.472	0.472	0.253	0.334	0.305	0.268	0.4	0.348	0.498	0.278
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.247	0.417	0.514	0.427	0.305	0.336	0.283	0.334	0.904	0.342	0.44	0.287	0.611	0.58	0.699	0.722	0.302	0.555	0.732	0.67	0.175	0.236	0.267	0.365	0.631	0.347	0.333	0.244
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.419	0.33	0.355	0.288	0.169	0.154	0.183	0.19	0.411	0.319	0.305	0.237	0.718	0.551	0.505	0.451	0.229	0.447	0.389	0.387	0.211	0.21	0.188	0.19	0.359	0.226	0.448	0.186
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.327	0.381	0.307	0.291	0.229	0.297	0.155	0.229	0.406	0.47	0.353	0.341	0.708	0.527	0.613	0.646	0.3	0.533	0.437	0.501	0.175	0.172	0.204	0.219	0.451	0.381	0.758	0.276
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0.328	0.359	0.304	0.191	0.26	0.165	0.214	0.362	0.514	0.312	0.308	0.568	0.347	0.59	0.644	0.208	0.385	0.316	0.422	0.178	0.173	0.179	0.161	0.425	0.382	0.797	0.308
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.186	0.316	0.389	0.291	0.186	0.27	0.152	0.186	0.286	0.539	0.262	0.284	0.444	0.344	0.696	0.65	0.2	0.442	0.388	0.483	0.206	0.294	0.125	0.072	0.396	0.341	0.86	0.326
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.196	0.352	0.41	0.341	0.201	0.278	0.216	0.17	0.276	0.498	0.317	0.269	0.505	0.387	0.752	0.703	0.309	0.464	0.357	0.441	0.2	0.294	0.152	0.083	0.397	0.34	0.95	0.479
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.237	0.392	0.414	0.401	0.233	0.363	0.247	0.185	0.288	0.677	0.409	0.362	0.691	0.482	0.952	0.859	0.521	0.611	0.689	0.724	0.194	0.299	0.14	0.114	0.396	0.379	0.7	0.554
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181	0.307	0.34	0.415	0.157	0.326	0.182	0.134	0.163	0.53	0.313	0.25	0.59	0.38	0.757	0.813	0.346	0.627	0.571	0.652	0.087	0.175	0.077	0.073	0.353	0.261	0.59	0.459
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	0.283	0.479	0.394	0.188	0.281	0.219	0.201	0.25	0.612	0.371	0.394	0.495	0.36	0.828	0.923	0.362	0.61	0.599	0.754	0.187	0.213	0.133	0.151	0.377	0.272	0.573	0.371
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.236	0.209	0.537	0.378	0.173	0.29	0.131	0.228	0.191	0.541	0.359	0.333	0.527	0.351	0.965	0.851	0.333	0.667	0.375	0.453	0.137	0.166	0.087	0.125	0.388	0.281	0.516	0.347
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.278	0.342	0.511	0.38	0.301	0.393	0.296	0.374	0.416	0.665	0.384	0.396	0.525	0.393	0.919	0.863	0.332	0.699	0.433	0.667	0.205	0.318	0.215	0.168	0.472	0.354	0.614	0.354
1800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.241	0.324	0.463	0.389	0.253	0.322	0.198	0.242	0.257	0.409	0.344	0.284	0.618	0.342	0.624	0.724	0.37	0.561	0.428	0.517	0.201	0.376	0.157	0.109	0.362	0.206	0.508	0.295
