# Kuniholm - Gumushane Torul Isletmesi - PCOR - ITRDB TURK003
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3804
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3804.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk003-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; turk003-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk003.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/turk003.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Kuniholm - Gumushane Torul Isletmesi - PCOR - ITRDB TURK003
#--------------------
# Investigators
#   Investigators: Kuniholm, P.I.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gumushane  Torul Isletmesi
#   Location: Turkey
#   Northernmost_Latitude: 40.57
#   Southernmost_Latitude: 40.57
#   Easternmost_Longitude: 39.28
#   Westernmost_Longitude: 39.28
#   Elevation_m: 1300
#--------------------
# Data_Collection
#   Collection_Name: TURK003
#   First_Year: 1686
#   Last_Year: 1989
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea orientalis (L.) Peterm.
#   Common_Name: eastern spruce
#   Tree_Species_Code: PCOR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 129121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 129091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 129091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	129121_raw	129011_raw	129081_raw	129091_raw
1807	1.5	0.5	1.16	0.94
1808	2.01	0.74	1.19	1.18
1809	1.87	0.55	1.15	1.16
1810	2.56	0.49	1.44	1.36
1811	2.39	0.35	1.21	1.32
1812	2.21	0.29	1.18	1.51
1813	1.59	0.25	0.79	0.92
1814	2.15	0.43	0.89	1.04
1815	1.97	0.8	0.73	1
1816	2.1	0.82	1.03	1.06
1817	2.19	0.83	0.83	1.1
1818	1.91	0.82	0.85	1.03
1819	2.02	0.83	0.93	1.28
1820	1.69	0.82	0.83	1.01
1821	1.46	0.64	1.26	1.08
1822	1.84	0.58	0.91	1.16
1823	2.01	0.83	0.97	1.48
1824	1.89	0.73	1.09	1.44
1825	1.99	0.8	0.82	1.49
1826	2.26	0.75	1.03	1.51
1827	1.96	0.76	1.14	1.45
1828	1.91	0.75	0.88	1.22
1829	1.36	0.6	0.78	1.08
1830	1.59	0.56	0.73	1.09
1831	1.97	0.62	1.01	1.26
1832	1.32	0.63	1.07	1.22
1833	1.78	0.79	1.3	1.25
1834	1.4	0.57	0.86	1.11
1835	1.47	0.55	0.83	1.24
1836	1.35	0.58	0.77	1.09
1837	1.61	0.73	0.91	1.17
1838	1.41	0.53	0.82	1.16
1839	1.58	0.7	0.93	1.56
1840	1.21	0.64	0.57	1.05
1841	1.54	0.78	0.94	1.33
1842	1.41	0.91	0.48	0.96
1843	1.6	0.98	0.8	1.34
1844	1.47	1.02	0.82	1.15
1845	1.07	0.44	0.39	0.65
1846	1.43	0.83	0.8	1.19
1847	1.15	0.83	0.44	1.07
1848	1.44	0.79	0.85	1.16
1849	1.34	0.73	0.69	1.19
1850	1.34	0.63	1.01	1.41
1851	1.19	0.6	0.75	1.12
1852	1.2	0.49	0.7	1.11
1853	1.91	0.82	1.26	1.69
1854	1.4	0.66	1.32	1.36
1855	1.52	0.68	1.23	1.37
1856	1.32	0.84	1.1	1.3
1857	0.95	0.79	1.04	1.19
1858	1.37	0.74	0.75	1.11
1859	1.12	0.71	0.59	1.01
1860	1.72	0.55	0.69	1.18
1861	1.41	0.9	0.7	0.64
1862	1.2	0.97	0.53	0.64
1863	1.32	0.82	0.76	0.69
1864	1.2	1	0.57	0.64
1865	1.31	1.07	0.93	0.6
1866	1.22	0.86	0.76	0.55
1867	1.26	0.89	0.79	0.57
1868	1.17	0.95	0.76	0.67
1869	1.11	0.85	0.74	0.56
1870	1.37	0.77	1.12	0.65
1871	1.39	1.01	0.93	0.83
1872	1.1	0.91	0.8	0.96
1873	1.22	0.9	0.75	0.87
1874	1.02	0.76	0.64	0.81
1875	1.1	0.96	0.82	0.93
1876	1.22	0.99	0.91	1
1877	1.29	0.86	0.77	1.14
1878	0.91	0.83	0.72	1
1879	0.92	0.73	0.76	0.84
1880	1	1.12	0.95	1.14
1881	1.18	0.86	1.1	1.26
1882	1.18	1.02	0.73	1.22
1883	0.84	0.85	0.63	1.12
1884	0.77	0.8	0.42	0.84
1885	1.14	1.03	0.73	1.16
1886	1.06	0.87	0.58	1.11
1887	1.17	0.78	0.55	0.82
1888	1.07	0.76	0.78	0.81
1889	1.11	0.61	0.72	0.79
1890	1.06	0.55	0.67	0.71
1891	0.84	0.86	0.43	0.79
1892	0.43	0.78	0.64	0.91
1893	0.71	0.62	0.6	0.71
1894	0.49	0.62	0.67	0.86
1895	0.69	0.77	0.66	1.14
1896	0.68	0.68	0.71	1.13
1897	0.81	0.66	0.61	0.92
1898	0.93	0.62	0.65	1.09
1899	0.86	0.69	0.59	1
1900	0.84	0.53	0.71	1.2
1901	1.05	0.66	0.74	1.21
1902	1.05	0.65	0.55	1.06
1903	1.1	0.75	0.82	1.19
1904	1.16	0.76	0.86	1.07
1905	0.97	0.75	0.77	1.03
1906	1.01	0.78	0.8	0.97
1907	1.1	0.9	0.49	0.83
1908	0.84	0.86	0.73	0.88
1909	0.92	0.71	0.45	0.64
1910	1.09	0.94	0.57	0.9
1911	0.85	0.92	0.59	0.69
1912	0.99	0.88	0.5	0.74
1913	1.17	0.89	0.69	0.81
1914	1.18	0.86	0.79	1.04
1915	1.11	0.97	0.9	1.03
1916	0.78	0.94	0.62	0.8
1917	0.33	0.82	0.71	0.74
1918	0.43	0.9	0.54	0.77
1919	0.36	0.84	0.67	0.82
1920	0.32	0.91	0.69	0.64
1921	0.41	0.82	0.76	0.82
1922	0.51	0.76	0.83	0.81
1923	0.48	0.89	0.77	0.75
1924	0.66	1.07	0.72	0.71
1925	0.74	0.89	0.69	0.67
1926	0.73	0.75	0.55	0.57
1927	0.6	0.93	0.6	0.71
1928	0.4	0.71	0.43	0.4
1929	0.64	0.98	0.76	0.56
1930	0.84	1.04	0.77	0.67
1931	0.8	1.21	1.37	0.8
1932	0.56	1.01	0.64	0.45
1933	0.58	0.92	0.86	0.57
1934	0.66	0.76	0.97	0.69
1935	0.59	0.83	0.76	0.49
1936	0.8	0.98	1.38	0.71
1937	0.74	0.8	0.64	0.49
1938	0.7	0.91	0.67	0.64
1939	0.76	0.73	0.63	0.64
1940	0.9	0.77	0.65	0.73
1941	0.77	0.64	0.31	0.35
1942	0.64	0.5	0.33	0.38
1943	0.69	0.65	0.65	0.58
1944	0.91	0.67	0.56	0.6
1945	0.69	0.76	0.51	0.46
1946	0.64	0.47	0.58	0.37
1947	0.84	0.71	0.2	0.19
1948	0.78	0.67	0.57	0.56
1949	0.61	0.31	0.45	0.4
1950	0.65	0.43	0.51	0.49
1951	0.85	0.63	0.63	0.69
1952	0.66	0.61	0.54	0.64
1953	0.91	0.53	0.3	0.51
1954	0.68	0.8	0.5	0.64
1955	0.63	0.72	0.11	0.35
1956	0.62	0.62	0.39	0.5
1957	0.66	0.78	0.54	0.59
1958	0.66	0.52	0.35	0.49
1959	0.71	0.62	0.61	0.67
1960	0.82	NA	0.66	0.72
1961	0.71	NA	0.43	0.44
1962	0.85	NA	0.5	0.52
1963	0.78	NA	0.51	0.39
1964	0.68	NA	0.48	0.35
1965	0.78	NA	0.4	0.36
1966	0.91	NA	0.64	0.24
1967	0.63	NA	0.34	0.17
1968	0.63	NA	0.37	0.09
1969	0.58	NA	0.28	0.15
1970	0.64	NA	0.3	0.09
1971	0.76	NA	0.51	0.19
1972	0.6	NA	0.45	0.13
1973	0.54	NA	0.78	0.11
1974	0.48	NA	0.54	0.1
1975	0.51	NA	0.65	0.08
1976	0.48	NA	0.51	0.03
1977	0.64	NA	0.5	0.19
1978	0.76	NA	0.52	0.16
1979	0.66	NA	0.53	0.06
1980	0.73	NA	0.4	0.11
1981	0.57	NA	0.53	0.17
1982	0.67	NA	0.45	0.05
1983	0.81	NA	0.54	0.13
1984	0.76	NA	0.8	0.13
1985	0.66	NA	0.58	0.06
1986	0.67	NA	0.73	0.12
1987	0.54	NA	0.41	0.1
1988	0.56	NA	NA	NA
1989	0.56	NA	NA	NA
