# Kuniholm - Gordion-Kizlarkaya, Midas Mound - JUSP - ITRDB TURK029
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3802
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3802.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk029-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; turk029-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/turk029.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/turk029.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2006-05-22
#--------------------
# Title
#   Study_Name: Kuniholm - Gordion-Kizlarkaya, Midas Mound - JUSP - ITRDB TURK029
#--------------------
# Investigators
#   Investigators: Kuniholm, P.I.; Newton, M.; Bannister, B.; Dean, J.S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gordion - Kizlarkaya, Midas Mound
#   Location: Turkey
#   Northernmost_Latitude: 39.63
#   Southernmost_Latitude: 39.63
#   Easternmost_Longitude: 30.0
#   Westernmost_Longitude: 30.0
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: TURK029
#   First_Year: -1767
#   Last_Year: -905
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Juniperus spp. L.
#   Common_Name: juniper
#   Tree_Species_Code: JUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 600610_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 600610; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 500035_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 500035; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 500020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 500020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	600610_raw	500035_raw	500020_raw
905	0.37	NA	NA
906	0.24	NA	NA
907	0.25	NA	NA
908	0.35	NA	NA
909	0.3	NA	NA
910	0.17	NA	NA
911	0.35	NA	NA
912	0.35	NA	NA
913	0.47	NA	NA
914	0.42	NA	NA
915	0.37	NA	NA
916	0.35	NA	NA
917	0.39	NA	NA
918	0.33	NA	NA
919	0.21	NA	NA
920	0.25	NA	NA
921	0.15	NA	NA
922	0.23	NA	NA
923	0.3	NA	NA
924	0.32	NA	NA
925	0.29	NA	NA
926	0.33	NA	NA
927	0.44	NA	NA
928	0.41	NA	NA
929	0.25	NA	NA
930	0.41	NA	NA
931	0.53	NA	NA
932	0.4	NA	NA
933	0.42	NA	NA
934	0.48	NA	NA
935	0.46	NA	NA
936	0.29	NA	NA
937	0.27	NA	NA
938	0.41	NA	NA
939	0.42	NA	NA
940	0.58	NA	NA
941	0.28	NA	NA
942	0.25	NA	NA
943	0.23	NA	NA
944	0.36	NA	NA
945	0.38	NA	NA
946	0.25	NA	NA
947	0.21	NA	NA
948	0.34	NA	NA
949	0.43	NA	NA
950	0.3	NA	NA
951	0.32	NA	NA
952	0.34	NA	NA
953	0.3	NA	NA
954	0.37	NA	NA
955	0.24	NA	NA
956	0.21	NA	NA
957	0.11	NA	NA
958	0.28	NA	NA
959	0.44	NA	NA
960	0.36	NA	NA
961	0.35	NA	NA
962	0.23	NA	NA
963	0.33	NA	NA
964	0.3	NA	NA
965	0.35	NA	NA
966	0.38	NA	NA
967	0.31	NA	NA
968	0.34	NA	NA
969	0.21	NA	NA
970	0.32	NA	NA
971	0.33	NA	NA
972	0.24	NA	NA
973	0.14	NA	NA
974	0.41	NA	NA
975	0.41	NA	NA
976	0.25	NA	NA
977	0.47	NA	NA
978	0.47	NA	NA
979	0.32	NA	NA
980	0.17	NA	NA
981	0.17	NA	NA
982	0.19	NA	NA
983	0.31	NA	NA
984	0.34	NA	NA
985	0.27	NA	NA
986	0.61	NA	NA
987	0.49	NA	NA
988	0.31	NA	NA
989	0.14	NA	NA
990	0.29	NA	NA
991	0.18	NA	NA
992	0.24	NA	NA
993	0.33	NA	NA
994	0.38	NA	NA
995	0.45	NA	NA
996	0.29	NA	NA
997	0.42	NA	NA
998	0.39	NA	NA
999	0.52	NA	NA
1000	0.51	NA	NA
1001	0.36	NA	NA
1002	0.37	NA	NA
1003	0.16	NA	NA
1004	0.38	0.79	NA
1005	0.39	0.85	NA
1006	0.31	0.57	NA
1007	0.14	0.23	NA
1008	0.22	0.92	NA
1009	0.43	0.46	NA
1010	0.23	0.33	NA
1011	0.39	0.52	NA
1012	0.47	0.64	NA
1013	0.5	0.55	NA
1014	0.42	0.64	NA
1015	0.28	0.21	NA
1016	0.22	0.51	NA
1017	0.16	0.41	NA
1018	0.13	0.52	NA
1019	0.13	0.27	NA
1020	0.09	0.37	NA
1021	0.18	0.37	NA
1022	0.23	0.38	NA
1023	0.33	0.49	NA
1024	0.23	0.41	NA
1025	0.22	0.55	NA
1026	0.3	0.26	NA
1027	0.22	0.24	NA
1028	0.38	0.29	NA
1029	0.31	0.59	NA
1030	0.17	0.52	NA
1031	0.18	0.61	NA
1032	0.14	0.47	NA
1033	0.22	0.52	NA
1034	0.02	0.32	NA
1035	0.19	0.38	NA
1036	0.34	0.24	NA
1037	0.27	0.36	NA
1038	0.2	0.58	NA
1039	0.13	0.49	NA
1040	0.14	0.55	NA
1041	0.18	0.55	NA
1042	0.02	0.35	NA
1043	0.15	0.86	NA
1044	0.23	0.8	NA
1045	0.15	0.56	NA
1046	0.24	0.57	NA
1047	0.22	0.91	NA
1048	0.26	0.44	NA
1049	0.16	0.22	NA
1050	0.02	0.35	NA
1051	0.25	0.55	NA
1052	0.35	0.56	NA
1053	0.2	0.53	NA
1054	0.2	0.47	NA
1055	0.27	0.83	NA
1056	0.24	0.52	NA
1057	0.11	0.54	NA
1058	0.08	0.44	NA
1059	0.2	0.52	NA
1060	0.32	0.69	NA
1061	0.31	0.6	NA
1062	0.26	0.64	NA
1063	0.29	0.5	NA
1064	0.05	0.58	NA
1065	0.26	0.53	NA
1066	0.22	0.49	NA
1067	0.32	0.33	NA
1068	0.2	0.41	NA
1069	0.09	0.27	NA
1070	0.22	0.27	NA
1071	0.3	0.45	NA
1072	0.16	0.35	NA
1073	0.18	0.34	NA
1074	0.12	0.5	NA
1075	0.18	0.62	NA
1076	0.24	0.61	NA
1077	0.22	0.82	NA
1078	0.26	0.62	NA
1079	0.1	0.16	NA
1080	0.43	0.57	NA
1081	0.34	0.56	NA
1082	0.33	0.35	NA
1083	0.24	0.35	NA
1084	0.37	0.29	NA
1085	0.17	0.62	NA
1086	0.29	0.61	NA
1087	0.33	0.82	NA
1088	0.29	0.62	NA
1089	0.18	0.16	NA
1090	0.28	0.32	NA
1091	0.18	0.68	NA
1092	0.29	0.36	NA
1093	0.31	0.53	NA
1094	0.23	0.52	NA
1095	0.17	0.34	NA
1096	0.21	0.44	NA
1097	0.28	0.46	NA
1098	0.25	0.23	NA
1099	0.34	0.41	NA
1100	0.27	0.45	NA
1101	0.19	0.5	NA
1102	0.2	0.54	NA
1103	0.33	0.26	NA
1104	0.39	0.36	NA
1105	0.23	0.31	NA
1106	0.37	0.53	NA
1107	0.34	0.33	NA
1108	0.17	0.44	NA
1109	0.23	0.35	NA
1110	0.31	0.38	NA
1111	0.24	0.38	NA
1112	0.14	0.44	NA
1113	0.3	0.38	NA
1114	0.27	0.56	NA
1115	0.31	0.25	NA
1116	0.2	0.29	NA
1117	0.16	0.35	NA
1118	0.28	0.37	NA
1119	0.48	0.65	NA
1120	0.43	0.29	NA
1121	0.5	0.39	NA
1122	0.46	0.47	NA
1123	0.49	0.53	NA
1124	0.25	0.5	NA
1125	0.43	0.37	NA
1126	0.41	0.43	NA
1127	0.23	0.42	NA
1128	0.14	0.38	NA
1129	0.1	0.61	NA
1130	0.3	0.64	NA
1131	0.28	0.28	NA
1132	0.22	0.28	NA
1133	0.34	0.4	NA
1134	0.34	0.28	NA
1135	0.14	0.4	NA
1136	0.24	0.52	NA
1137	0.23	0.57	NA
1138	0.1	0.37	NA
1139	0.1	0.32	NA
1140	0.19	0.45	NA
1141	0.2	0.28	NA
1142	0.18	0.51	NA
1143	0.18	0.52	NA
1144	0.21	0.4	NA
1145	0.17	0.39	NA
1146	0.13	0.25	NA
1147	0.17	0.15	NA
1148	0.28	0.36	NA
1149	0.16	0.37	NA
1150	0.26	0.45	NA
1151	0.25	0.39	NA
1152	0.16	0.21	NA
1153	0.22	0.45	NA
1154	0.16	0.31	NA
1155	0.02	0.17	NA
1156	0.1	0.25	NA
1157	0.08	0.48	NA
1158	0.14	0.49	NA
1159	0.06	0.35	NA
1160	0.04	0.35	NA
1161	0.18	0.31	NA
1162	0.22	0.33	NA
1163	0.19	0.31	NA
1164	0.17	0.66	NA
1165	0.17	0.67	NA
1166	0.14	0.62	NA
1167	0.2	0.51	NA
1168	0.22	0.38	NA
1169	0.09	0.43	NA
1170	0.07	0.39	NA
1171	0.03	0.36	NA
1172	0.15	0.27	NA
1173	0.19	0.41	NA
1174	0.17	0.14	NA
1175	0.23	0.4	NA
1176	0.17	0.35	NA
1177	0.09	0.49	NA
1178	0.09	0.3	NA
1179	0.17	0.12	NA
1180	0.03	0.25	NA
1181	0.17	0.22	NA
1182	0.12	0.35	NA
1183	0.16	0.39	NA
1184	0.16	0.3	NA
1185	0.16	0.28	NA
1186	0.1	0.33	NA
1187	0.02	0.3	NA
1188	0.17	0.36	NA
1189	0.05	0.46	NA
1190	0.15	0.26	NA
1191	0.13	0.2	NA
1192	0.21	0.43	NA
1193	0.18	0.28	NA
1194	0.13	0.42	NA
1195	0.17	0.49	NA
1196	0.1	0.42	NA
1197	0.09	0.39	NA
1198	0.24	0.34	NA
1199	0.18	0.41	NA
1200	0.17	0.41	NA
1201	0.28	0.55	NA
1202	0.16	0.22	NA
1203	0.21	0.35	NA
1204	0.3	0.34	NA
1205	0.36	0.4	NA
1206	0.31	0.42	NA
1207	0.21	0.39	NA
1208	0.26	0.49	NA
1209	0.17	0.26	NA
1210	0.2	0.34	NA
1211	0.13	0.33	NA
1212	0.31	0.26	NA
1213	0.34	0.31	NA
1214	0.3	0.37	NA
1215	0.26	0.31	NA
1216	0.35	0.25	NA
1217	0.13	0.2	NA
1218	0.28	0.21	NA
1219	0.23	0.37	NA
1220	0.22	0.48	NA
1221	0.31	0.52	NA
1222	0.23	0.38	NA
1223	0.1	0.29	NA
1224	0.18	0.25	NA
1225	0.06	0.21	NA
1226	0.07	0.18	NA
1227	0.32	0.29	NA
1228	0.13	0.26	NA
1229	0.16	0.24	NA
1230	0.37	0.31	NA
1231	0.23	0.4	NA
1232	0.2	0.28	NA
1233	0.26	0.43	NA
1234	0.05	0.26	NA
1235	0.26	0.4	NA
1236	0.23	0.29	NA
1237	0.28	0.49	NA
1238	0.1	0.27	NA
1239	0.15	0.21	NA
1240	0.2	0.21	NA
1241	0.39	0.26	NA
1242	0.25	0.28	NA
1243	0.13	0.3	NA
1244	0.39	0.41	NA
1245	0.26	0.33	NA
1246	0.34	0.59	NA
1247	0.13	0.23	NA
1248	0.24	0.35	NA
1249	0.18	0.29	NA
1250	0.22	0.25	NA
1251	0.23	0.46	NA
1252	0.27	0.42	NA
1253	0.42	0.29	NA
1254	0.23	0.52	NA
1255	0.25	0.43	NA
1256	0.13	0.45	NA
1257	0.1	0.39	NA
1258	0.14	0.38	NA
1259	0.25	0.48	NA
1260	0.2	0.33	NA
1261	0.17	0.42	NA
1262	0.2	0.44	NA
1263	0.18	0.35	NA
1264	0.24	0.34	NA
1265	0.1	0.28	NA
1266	0.03	0.26	NA
1267	0.22	0.31	NA
1268	0.19	0.23	NA
1269	0.29	0.32	NA
1270	0.33	0.26	NA
1271	0.3	0.33	NA
1272	0.14	0.13	NA
1273	0.19	0.2	NA
1274	0.28	0.28	NA
1275	0.06	0.22	NA
1276	0.29	0.19	NA
1277	0.11	0.26	NA
1278	0.27	0.26	NA
1279	0.27	0.31	0.3
1280	0.13	0.28	0.18
1281	0.03	0.36	0.71
1282	0.23	0.22	0.27
1283	0.17	0.3	0.46
1284	0.29	0.34	0.46
1285	0.14	0.29	0.34
1286	0.27	0.29	0.44
1287	0.22	0.34	0.25
1288	0.23	0.42	0.22
1289	0.19	0.61	0.23
1290	0.07	0.17	0.29
1291	0.12	0.34	0.29
1292	0.09	0.56	0.26
1293	0.18	0.31	0.34
1294	0.25	0.44	0.4
1295	0.05	0.36	0.38
1296	0.2	0.49	0.8
1297	0.18	0.43	0.75
1298	0.27	0.37	0.75
1299	0.11	0.35	0.66
1300	0.24	0.49	0.67
1301	0.21	0.56	0.6
1302	0.12	0.41	0.58
1303	0.15	0.45	0.61
1304	0.1	0.34	0.77
1305	0.15	0.37	0.97
1306	0.08	0.38	0.73
1307	0.07	0.28	0.66
1308	0.23	0.3	0.67
1309	0.24	0.28	0.63
1310	0.2	0.27	0.41
1311	0.27	0.23	0.5
1312	0.34	0.29	0.41
1313	0.28	0.3	0.57
1314	0.17	0.22	0.57
1315	0.3	0.19	0.61
1316	0.23	0.18	0.51
1317	0.37	0.3	0.63
1318	0.27	0.24	0.57
1319	0.4	0.25	0.57
1320	0.27	0.21	0.54
1321	0.3	0.23	0.71
1322	0.18	0.23	0.61
1323	0.21	0.17	0.48
1324	0.25	0.13	0.43
1325	0.26	0.17	0.4
1326	0.34	0.33	0.61
1327	0.18	0.21	0.58
1328	0.22	0.32	0.82
1329	0.21	0.28	1.22
1330	0.64	0.34	2.16
1331	0.75	0.34	1.75
1332	0.7	0.36	1.7
1333	0.76	0.2	1.82
1334	0.37	0.17	1.03
1335	0.54	0.11	1.08
1336	0.78	0.3	1.73
1337	0.7	0.31	1.51
1338	0.73	0.42	1.96
1339	0.72	0.45	1.56
1340	0.8	0.46	1.38
1341	0.85	0.45	1.25
1342	0.7	0.41	0.95
1343	0.67	0.26	0.62
1344	0.44	0.19	0.63
1345	0.55	0.2	0.66
1346	0.62	0.19	0.7
1347	0.53	0.12	0.73
1348	0.5	0.23	0.76
1349	0.6	0.24	0.8
1350	0.66	0.15	0.83
1351	0.31	0.08	0.52
1352	0.61	0.16	0.73
1353	0.22	0.12	0.73
1354	0.57	0.07	0.76
1355	0.41	0.08	0.93
1356	0.23	0.08	0.66
1357	0.56	0.16	0.82
1358	0.46	0.24	1.14
1359	0.32	0.19	0.88
1360	0.45	0.32	1.13
1361	0.31	0.18	0.86
1362	0.24	0.15	0.71
1363	0.24	0.21	0.76
1364	0.38	0.22	1
1365	0.56	0.32	1.03
1366	0.44	0.32	0.83
1367	0.55	0.19	0.94
1368	0.29	0.19	0.63
1369	0.39	0.31	0.82
1370	0.4	0.21	0.93
1371	0.19	0.23	0.68
1372	0.4	0.32	0.87
1373	0.35	0.33	0.7
1374	0.32	0.35	0.65
1375	0.33	0.33	0.47
1376	0.35	0.53	0.43
1377	0.32	0.29	0.33
1378	0.46	0.4	0.49
1379	0.32	0.39	0.45
1380	0.33	0.25	0.37
1381	0.35	0.15	0.35
1382	0.28	0.2	0.34
1383	0.19	0.15	0.47
1384	0.4	0.3	0.55
1385	0.33	0.33	0.69
1386	0.27	0.4	0.82
1387	0.09	0.14	0.6
1388	0.36	0.21	0.9
1389	0.37	0.25	0.78
1390	0.26	0.32	0.74
1391	0.28	0.43	0.9
1392	0.21	0.35	0.75
1393	0.12	0.21	0.49
1394	0.29	0.33	0.63
1395	0.34	0.33	0.73
1396	0.27	0.28	0.51
1397	0.28	0.16	0.41
1398	0.29	0.2	0.54
1399	0.11	0.12	0.51
1400	0.32	0.13	0.69
1401	0.14	0.1	0.4
1402	0.28	0.19	0.33
1403	0.3	0.18	0.32
1404	0.44	0.3	0.4
1405	0.27	0.36	0.39
1406	0.44	0.28	0.46
1407	0.4	0.28	0.52
1408	0.44	0.22	0.62
1409	0.26	0.27	0.68
1410	0.29	0.36	0.6
1411	0.18	0.15	0.68
1412	0.16	0.12	0.28
1413	0.22	0.24	0.77
1414	0.35	0.46	1.02
1415	0.24	0.36	1
1416	0.17	0.24	0.91
1417	0.23	0.26	1.1
1418	0.09	0.16	0.67
1419	0.29	0.42	1.05
1420	0.15	0.2	0.51
1421	0.25	0.31	0.67
1422	0.25	0.24	0.57
1423	0.25	0.12	0.57
1424	0.26	0.21	0.54
1425	0.2	0.31	0.7
1426	0.3	0.36	0.74
1427	0.31	0.3	0.66
1428	0.18	0.37	0.61
1429	0.22	0.2	0.44
1430	0.22	0.29	0.53
1431	0.16	0.16	0.4
1432	0.2	0.16	0.32
1433	0.23	0.25	0.47
1434	0.19	0.3	0.43
1435	0.14	0.3	0.43
1436	0.2	0.18	0.47
1437	0.26	0.3	0.6
1438	0.06	0.21	0.41
1439	0.23	0.2	0.39
1440	0.22	0.29	0.51
1441	0.23	0.29	0.54
1442	0.19	0.26	0.57
1443	0.2	0.25	0.52
1444	0.26	0.19	0.38
1445	0.14	0.26	0.4
1446	0.23	0.23	0.32
1447	0.19	0.08	0.49
1448	0.23	0.13	0.34
1449	0.21	0.19	0.43
1450	0.14	0.08	0.34
1451	0.15	0.29	0.48
1452	0.14	0.33	0.43
1453	0.1	0.13	0.42
1454	0.18	0.25	0.47
1455	0.26	0.37	0.57
1456	0.34	0.3	0.59
1457	0.55	0.15	0.54
1458	0.38	0.16	0.58
1459	0.28	0.2	0.42
1460	0.28	0.26	0.61
1461	0.3	0.23	0.47
1462	0.28	0.22	0.42
1463	0.21	0.19	0.51
1464	0.25	0.27	0.52
1465	0.3	0.27	0.52
1466	0.17	0.16	0.53
1467	0.23	0.19	0.67
1468	0.15	0.14	0.56
1469	0.22	0.19	0.63
1470	0.26	0.22	0.79
1471	0.27	0.3	0.78
1472	0.21	0.24	0.64
1473	0.21	0.36	0.55
