XML_FileName,Altitude,altAltitude,geometry
noaa-tree-36421.xml,NA,43,"c(13.440556, 52.442222)"
noaa-tree-36422.xml,NA,43,"c(13.441667, 52.441944)"
noaa-tree-36423.xml,NA,43,"c(13.440278, 52.443056)"
noaa-tree-36424.xml,NA,43,"c(13.444722, 52.439444)"
noaa-tree-36425.xml,NA,43,"c(13.439444, 52.443889)"
noaa-tree-36426.xml,NA,43,"c(13.440278, 52.443611)"
noaa-tree-36427.xml,NA,43,"c(13.440278, 52.443889)"
noaa-tree-36428.xml,NA,45,"c(13.424444, 52.426389)"
noaa-tree-36429.xml,NA,43,"c(13.418333, 52.485278)"
noaa-tree-36430.xml,NA,43,"c(13.420556, 52.485656)"
noaa-tree-36431.xml,NA,92,"c(13.202778, 53.334722)"
noaa-tree-36432.xml,NA,92,"c(13.202778, 53.334722)"
noaa-tree-36973.xml,NA,41,"c(-3.198063, 54.13597)"
noaa-tree-36974.xml,NA,54,"c(-0.489831, 52.549563)"
noaa-tree-37064.xml,NA,62,"c(-1.246741, 51.75133)"
noaa-tree-37241.xml,NA,29,"c(36.251533, 61.485469)"
noaa-tree-37242.xml,NA,45,"c(34.286521, 62.175618)"
noaa-tree-37243.xml,NA,57,"c(33.995689, 62.492867)"
noaa-tree-37244.xml,NA,22,"c(35.731089, 61.969969)"
noaa-tree-37366.xml,NA,1316,"c(-121.69, 49.16)"
noaa-tree-37449.xml,NA,1382,"c(108.905503, 35.554255)"
noaa-tree-37722.xml,NA,278,"c(-87.9054635, 46.8662805)"
noaa-tree-37723.xml,NA,229,"c(-87.8660835, 46.860358)"
noaa-tree-37724.xml,NA,278,"c(-87.901725, 46.87225)"
noaa-tree-38101.xml,NA,13,"c(-84.88, 30.04)"
noaa-tree-38102.xml,NA,19,"c(-84.29, 30.35)"
noaa-tree-38103.xml,NA,30,"c(-84.95, 30.8)"
noaa-tree-38104.xml,NA,61,"c(-86.92, 30.95)"
noaa-tree-38105.xml,NA,12,"c(-82.25, 27.25)"
noaa-tree-38106.xml,NA,33,"c(-81.8, 29.45)"
noaa-tree-38107.xml,NA,32,"c(-83.21, 30.5)"
noaa-tree-38108.xml,NA,34,"c(-82.41, 28.7)"
