# Krusic - Kauma Karka - ABSB - ITRDB NEPA026
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3783
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3783.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa026-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nepa026-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/nepa026.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nepa026.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Krusic - Kauma Karka - ABSB - ITRDB NEPA026
#--------------------
# Investigators
#   Investigators: Krusic, P.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Kauma Karka
#   Location: Nepal
#   Northernmost_Latitude: 27.38
#   Southernmost_Latitude: 27.38
#   Easternmost_Longitude: 87.13
#   Westernmost_Longitude: 87.13
#   Elevation_m: 2900
#--------------------
# Data_Collection
#   Collection_Name: NEPA026
#   First_Year: 1712
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies spectabilis (D. Don) Spach
#   Common_Name: silver fir
#   Tree_Species_Code: ABSB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KKAS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS06C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS06C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS03F_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS03F; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KKAS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KKAS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KKAS06B_raw	KKAS06A_raw	KKAS06C_raw	KKAS08A_raw	KKAS08B_raw	KKAS03B_raw	KKAS03F_raw	KKAS07A_raw	KKAS07B_raw	KKAS03A_raw
1787	3.362	3.128	0.509	3.542	3.031	NA	NA	NA	NA	NA
1788	3.435	3.477	0.593	3.454	3.466	NA	NA	NA	NA	NA
1789	2.981	2.942	0.673	3.085	3.183	NA	NA	NA	NA	NA
1790	2.668	2.5	0.555	2.598	2.623	NA	NA	NA	NA	NA
1791	2.046	2.308	0.505	1.992	2.724	NA	NA	NA	NA	NA
1792	1.928	2.744	0.608	2.108	2.819	NA	NA	NA	NA	NA
1793	2.746	2.589	0.53	2.804	2.643	NA	NA	NA	NA	NA
1794	3.623	3.259	0.985	3.513	3.516	NA	NA	NA	NA	NA
1795	3.39	3.327	0.906	3.194	3.395	NA	NA	NA	NA	NA
1796	3.45	3.641	0.932	3.748	3.579	NA	NA	NA	NA	NA
1797	3.296	2.912	0.641	3.153	2.696	NA	NA	NA	NA	NA
1798	3.588	2.718	0.865	3.488	2.611	NA	NA	NA	NA	NA
1799	3.377	3.117	0.874	3.491	2.91	NA	NA	NA	NA	NA
1800	3.766	3.211	0.977	3.487	3.082	NA	NA	NA	NA	NA
1801	3.174	2.997	0.823	3.288	3.128	NA	NA	NA	NA	NA
1802	3.128	3.298	1.037	3.338	3.439	NA	NA	NA	NA	NA
1803	3.229	3.27	1.057	3.141	3.311	NA	NA	NA	NA	NA
1804	3.59	2.942	0.772	3.285	3.304	NA	NA	NA	NA	NA
1805	3.893	3.498	0.947	3.699	3.468	NA	NA	NA	NA	NA
1806	3.802	3.879	1.2	3.74	3.834	NA	NA	NA	NA	NA
1807	3.148	3.077	1.118	3.13	3.044	NA	NA	NA	NA	NA
1808	2.612	2.216	1.177	2.793	2.093	NA	NA	NA	NA	NA
1809	2.724	2.77	1.332	2.71	2.638	NA	NA	NA	NA	NA
1810	2.38	2.74	1.317	2.336	2.389	NA	NA	NA	NA	NA
1811	2.514	2.771	1.417	2.645	2.587	NA	NA	NA	NA	NA
1812	2.497	2.103	1.16	2.761	2.102	NA	NA	NA	NA	NA
1813	2.399	1.641	1.202	2.164	1.753	NA	NA	NA	NA	NA
1814	1.221	1.312	0.722	1.378	1.276	NA	NA	NA	NA	NA
1815	1.804	1.75	0.597	1.963	1.636	NA	NA	NA	NA	NA
1816	2.07	1.973	0.609	2.08	1.833	NA	NA	NA	NA	NA
1817	1.833	1.614	0.883	2.082	1.563	NA	NA	NA	NA	NA
1818	1.603	1.395	0.963	2.016	1.236	NA	NA	NA	NA	NA
1819	2.871	1.671	1.135	3.238	1.416	NA	NA	NA	NA	NA
1820	3.789	2.803	1.461	3.888	2.201	NA	NA	NA	NA	NA
1821	3.692	2.713	1.612	3.796	2.335	NA	NA	NA	NA	NA
1822	3.384	2.756	1.781	3.444	2.88	NA	NA	NA	NA	NA
1823	2.921	2.508	1.776	2.791	2.485	NA	NA	NA	NA	NA
1824	3.34	3.647	2.88	3.597	3.609	NA	NA	NA	NA	NA
1825	3.873	3.444	2.475	4.023	3.244	NA	NA	NA	NA	NA
1826	3.966	3.249	2.317	4.13	3.091	NA	NA	NA	NA	NA
1827	3.298	3.864	2.045	3.487	3.292	NA	NA	NA	NA	NA
1828	2.983	3.513	1.766	3.308	3.105	NA	NA	NA	NA	NA
1829	2.94	3.324	1.516	3.077	3.009	NA	NA	NA	NA	NA
1830	3.166	3.198	2.218	3.327	2.923	NA	NA	NA	NA	NA
1831	2.686	2.785	1.955	2.649	2.777	NA	NA	NA	NA	NA
1832	2.087	2.142	1.5	2.277	2.116	NA	NA	NA	NA	NA
1833	2.547	2.467	1.408	2.75	2.426	NA	NA	NA	NA	NA
1834	1.748	2.002	1.246	1.815	1.875	NA	NA	NA	NA	NA
1835	1.556	2.011	1.722	1.774	2.122	NA	NA	NA	NA	NA
1836	1.096	1.421	1.419	1.375	1.496	NA	NA	NA	NA	NA
1837	1.151	1.468	1.238	1.368	1.508	NA	NA	NA	NA	NA
1838	1.051	1.304	0.916	1.24	1.425	NA	NA	NA	NA	NA
1839	1.678	1.755	1.128	1.817	1.923	NA	NA	NA	NA	NA
1840	2.53	2.179	1.162	2.16	2.242	NA	NA	NA	NA	NA
1841	1.876	1.535	0.831	1.727	1.669	NA	NA	NA	NA	NA
1842	1.404	1.432	1.075	1.542	1.434	NA	NA	NA	NA	NA
1843	0.819	1.027	0.833	0.828	1.086	NA	NA	NA	NA	NA
1844	1.302	1.567	1.069	1.389	1.518	NA	NA	NA	NA	NA
1845	2.349	1.451	1.133	2.3	1.595	NA	NA	NA	NA	NA
1846	2.937	1.882	1.312	3.08	1.996	NA	NA	NA	NA	NA
1847	2.28	1.464	0.968	2.41	1.466	NA	NA	NA	NA	NA
1848	2.134	1.567	1.077	2.462	1.707	NA	NA	NA	NA	NA
1849	1.54	1.192	0.875	1.636	1.205	NA	NA	NA	NA	NA
1850	1.058	1.358	0.714	1.406	1.286	NA	NA	NA	NA	NA
1851	1.118	1.368	0.69	1.018	1.334	NA	NA	NA	NA	NA
1852	1.481	1.25	0.848	1.309	1.419	NA	NA	NA	NA	NA
1853	1.737	1.164	1.32	2.027	1.404	NA	NA	NA	NA	NA
1854	1.106	1.272	1.091	0.981	1.33	NA	1.234	NA	NA	NA
1855	1.11	1.107	1.18	1.022	1.329	NA	1.069	NA	NA	NA
1856	1.029	0.896	1.103	1.092	1.299	NA	1.102	NA	NA	NA
1857	1.179	0.862	1.018	1.692	1.147	NA	1.439	NA	NA	NA
1858	1.771	0.934	1.207	1.761	1.402	NA	1.014	NA	NA	NA
1859	1.349	0.878	0.83	1.208	1.453	NA	1.079	NA	NA	NA
1860	1.35	1.552	1.024	1.117	1.96	NA	0.882	NA	NA	NA
1861	0.69	1.081	0.634	0.66	1.236	NA	0.927	NA	NA	NA
1862	0.883	0.751	0.85	0.845	1.083	NA	0.789	NA	NA	NA
1863	0.726	0.415	0.69	0.728	0.484	NA	0.751	NA	NA	NA
1864	0.599	0.406	0.832	0.664	0.597	NA	0.836	NA	NA	NA
1865	0.64	0.523	1.24	0.631	0.786	NA	1.174	NA	NA	NA
1866	0.45	0.593	0.852	0.394	0.791	NA	0.882	NA	NA	NA
1867	0.653	1.092	1.124	0.777	1.257	NA	1.173	NA	NA	NA
1868	1.045	0.968	0.806	0.989	0.899	NA	1.288	NA	NA	NA
1869	1.122	1.278	0.884	0.899	1.124	NA	0.576	NA	NA	NA
1870	0.777	0.739	0.725	0.838	0.82	NA	0.615	NA	NA	NA
1871	0.928	1.285	1.247	1.101	1.19	NA	1.002	NA	NA	NA
1872	0.608	0.886	0.709	0.691	0.575	NA	0.807	NA	NA	NA
1873	0.709	0.924	0.705	0.843	0.847	NA	0.992	NA	NA	NA
1874	0.959	0.972	0.958	1.242	0.941	NA	0.927	NA	NA	NA
1875	0.666	0.715	0.895	0.882	0.878	1.945	0.567	NA	NA	NA
1876	0.931	0.708	1.08	1.094	1.018	2.615	1.238	NA	NA	NA
1877	1.251	0.768	1.149	1.197	1.009	2.171	1.501	NA	NA	NA
1878	1.025	0.586	0.899	0.954	0.597	0.551	0.399	NA	NA	0.604
1879	0.625	0.35	0.55	0.78	0.386	0.912	0.247	NA	NA	0.9
1880	1.007	1.076	0.969	1.286	0.958	1.738	0.972	NA	NA	1.766
1881	1.101	1.555	1.272	1.312	1.501	2.43	1.18	NA	NA	2.649
1882	0.717	0.805	0.964	0.769	0.918	2.586	1.315	NA	NA	2.565
1883	0.789	1.04	1.458	0.931	1.284	2.698	1.646	NA	NA	2.697
1884	0.751	0.633	1.051	0.715	0.751	3.5	1.779	NA	NA	2.964
1885	0.977	0.704	1.003	0.93	0.943	2.46	1.865	NA	NA	1.906
1886	0.862	0.714	1.159	0.837	1.072	1.633	1.135	NA	NA	1.192
1887	0.82	0.803	1.268	0.87	1.008	1.093	1.176	NA	NA	0.849
1888	1.381	1.375	1.587	1.586	1.674	0.838	2.185	NA	NA	0.919
1889	1.875	1.354	1.414	2.025	2.029	0.518	1.843	NA	NA	0.713
1890	1.641	1.632	1.239	1.632	1.923	0.713	2.161	NA	NA	0.792
1891	1.333	1.299	1.26	1.32	1.586	1.129	2.519	NA	NA	0.902
1892	0.786	1	1.056	0.903	1.199	1.095	2.195	NA	NA	0.915
1893	0.649	0.913	1.327	0.704	1.129	1.945	1.47	NA	NA	1.608
1894	0.668	1.155	1.597	0.701	1.444	3.155	2.723	NA	NA	2.109
1895	1.244	0.972	1.556	0.923	1.124	3.769	2.668	NA	NA	3.219
1896	2.564	1.703	1.772	2.144	1.807	4.545	2.399	NA	NA	4.646
1897	1.278	1.518	1.424	1.251	1.674	3.01	1.988	NA	1.966	3.009
1898	0.934	1.33	1.122	1.097	1.612	2.092	1.388	NA	1.355	2.309
1899	1.244	1.47	1.613	1.162	1.503	0.888	0.927	NA	2.049	1.139
1900	1.583	1.433	1.337	1.474	1.327	0.68	1.227	NA	1.931	0.802
1901	0.94	0.962	0.874	0.722	0.809	1.021	1.738	NA	2.249	1.049
1902	0.759	1.187	0.885	0.619	1.111	0.853	2.257	NA	2.184	0.598
1903	0.84	1.395	0.787	0.744	1.353	0.99	1.246	NA	2.539	0.713
1904	0.763	1.321	0.627	0.748	1.303	1.2	1.984	NA	3.12	0.7
1905	0.695	1.312	0.819	0.735	1.091	0.833	1.647	NA	3.695	0.659
1906	0.747	0.908	0.905	0.68	0.761	0.76	1.574	NA	2.556	0.594
1907	0.454	0.549	0.7	0.444	0.525	1.067	1.337	NA	1.619	0.583
1908	0.223	0.341	0.344	0.207	0.271	1.276	2.358	NA	1.901	0.783
1909	0.287	0.517	0.586	0.317	0.485	1.299	3.189	NA	2.143	0.868
1910	0.819	0.982	0.839	0.867	0.705	1.009	2.991	NA	4.052	0.717
1911	1.516	1.329	1.605	1.5	1.02	3	3.312	NA	4.318	1.968
1912	0.839	0.644	1.22	0.803	0.575	1.837	2.598	NA	4.211	1.213
1913	0.756	0.43	1.222	0.772	0.537	1.2	2.686	5.022	4.34	0.954
1914	1.02	0.868	1.358	0.982	1.011	0.694	2.283	4.277	4.171	0.697
1915	0.553	0.756	1.046	0.585	0.715	0.734	1.688	3.722	3.104	0.57
1916	0.794	1.278	1.218	0.668	1.213	0.987	2.63	3.666	4.679	0.989
1917	0.961	1.439	1.399	0.976	1.508	1.129	2.373	6.398	5.429	1.208
1918	0.801	1.003	0.987	0.694	1.174	1.087	2.856	7.076	5.236	1.084
1919	0.563	0.801	0.845	0.506	1.177	1.062	2.309	6.13	5.074	1.31
1920	0.682	0.986	0.699	0.606	1.267	0.707	1.6	4.116	4.24	0.667
1921	0.702	1.239	0.675	0.69	1.42	0.629	2.037	3.408	4.906	0.475
1922	0.906	2.257	1.059	1.004	2.689	0.455	2.249	5.039	4.296	0.611
1923	0.843	1.617	0.864	0.97	2.054	0.643	2.373	4.889	3.507	0.828
1924	1.145	1.422	0.817	1.262	1.687	0.882	2.934	4.309	4.813	0.915
1925	0.882	0.973	0.569	1.047	1.235	1.011	2.606	6.037	5.46	1.293
1926	0.569	0.648	0.543	0.639	0.878	0.674	1.191	6.348	4.701	0.826
1927	0.468	1.228	0.83	0.768	1.308	0.879	1.554	4.871	4.091	0.965
1928	0.726	1.345	0.846	1.09	1.402	1	2.029	4.096	5.167	1.039
1929	0.464	0.96	0.974	0.687	0.784	0.892	1.037	2.619	5.439	1.018
1930	0.906	1.494	1.359	1.381	1.39	1.424	1.371	3.783	6.72	2.247
1931	0.876	1.416	1.172	1.442	1.142	1.208	1.382	4.873	6.472	2.062
1932	0.777	1.39	1.611	1.173	0.915	0.839	0.938	3.735	6.861	1.242
1933	0.694	1.289	2.177	0.724	0.956	1.088	1.656	4.102	7.361	1.265
1934	0.483	1.092	1.466	0.52	0.963	1.207	2.335	4.113	7.35	1.242
1935	0.43	1.245	1.874	0.547	1.056	1.199	1.423	3.429	6.617	1.378
1936	0.419	0.968	1.722	0.456	0.812	0.968	1.459	2.791	6.16	1.154
1937	0.394	0.68	1.105	0.407	0.576	1.202	1.594	2.359	4.811	1.135
1938	0.276	0.58	1.007	0.319	0.494	0.813	1.389	1.94	4.473	0.608
