# Hughes - Argaa - LAGM - ITRDB RUSS190
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3562
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3562.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ190-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ190-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ190.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ190.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-09
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-09
#--------------------
# Title
#   Study_Name: Hughes - Argaa - LAGM - ITRDB RUSS190
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167); Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Argaa
#   Location: Sakha
#   Northernmost_Latitude: 69.12
#   Southernmost_Latitude: 69.12
#   Easternmost_Longitude: 150.27
#   Westernmost_Longitude: 150.27
#   Elevation_m: 80
#--------------------
# Data_Collection
#   Collection_Name: RUSS190
#   First_Year: 1259
#   Last_Year: 1930
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr
#   Common_Name: Dahurian larch
#   Tree_Species_Code: LAGM
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RAS05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RAS05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RAS061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RAS061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RAS071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RAS071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RAS08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RAS08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RAS091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RAS091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RAS101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RAS101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RAS05_raw	RAS061_raw	RAS071_raw	RAS08_raw	RAS091_raw	RAS101_raw
1636	0.1	0.4	0.1	NA	0.27	0.35
1637	0.09	0.43	0.12	NA	0.13	0.25
1638	0.19	0.92	0.2	NA	0.21	0.57
1639	0.24	0.32	0.31	NA	0.27	0.6
1640	0.18	0.32	0.3	NA	0.29	0.52
1641	0.2	0.55	0.17	NA	0.23	0.39
1642	0.07	0.12	0.05	NA	0.03	0.11
1643	0.09	0.15	0.16	NA	0.13	0.22
1644	0.24	0.47	0.38	NA	0.22	0.57
1645	0.16	0.17	0.16	NA	0.07	0.14
1646	0.35	0.42	0.52	NA	0.36	0.5
1647	0.43	0.47	0.66	NA	0.35	0.58
1648	0.5	0.43	0.51	NA	0.45	0.53
1649	0.71	0.35	0.41	NA	0.35	0.31
1650	0.41	0.34	0.4	NA	0.28	0.38
1651	0.21	0.31	0.16	NA	0.11	0.59
1652	0.38	0.32	0.39	0.89	0.33	0.34
1653	0.53	0.29	0.27	0.85	0.34	0.4
1654	0.49	0.04	0.11	0.67	0.21	0.25
1655	0.54	0.2	0.13	0.86	0.31	0.55
1656	0.47	0.16	0.11	0.52	0.37	0.36
1657	0.53	0.24	0.31	0.62	0.45	0.55
1658	0.54	0.46	0.44	0.81	0.53	0.64
1659	0.54	0.28	0.3	0.51	0.32	0.4
1660	0.57	0.46	0.4	0.67	0.4	0.43
1661	0.2	0.46	0.15	0.63	0.34	0.28
1662	0.15	0.32	0.28	0.73	0.18	0.26
1663	0.15	0.18	0.17	0.17	0.17	0.27
1664	0.14	0.08	0.26	0.46	0.22	0.34
1665	0.16	0.05	0.08	0.38	0.09	0.19
1666	0.27	0.21	0.2	0.46	0.25	0.23
1667	0.38	0.18	0.31	0.39	0.24	0.2
1668	0.28	0.18	0.33	0.36	0.18	0.23
1669	0.35	0.29	0.32	0.58	0.23	0.16
1670	0.36	0.27	0.48	0.57	0.34	0.23
1671	0.18	NA	0.13	0.51	0.28	0.08
1672	0.22	NA	0.3	0.61	0.27	0.2
1673	0.26	NA	0.22	0.48	0.21	0.15
1674	0.25	NA	0.28	0.41	0.19	0.25
1675	0.13	NA	0.14	0.28	0.06	0.06
1676	0.13	NA	0.16	0.59	0.14	0.09
1677	0.18	NA	0.13	0.47	0.11	0.16
1678	0.07	NA	0.03	0.24	0.04	0.07
1679	0.12	NA	0.09	0.35	0.09	0.06
1680	0	NA	0	0.32	0	0.02
1681	0.15	NA	0.16	0.49	0.13	0.11
1682	0.2	NA	0.14	0.58	0.16	0.1
1683	0.2	NA	0.11	0.37	0.14	0.08
1684	0.1	NA	0.09	0.58	0.12	0.15
1685	0.14	NA	0.2	0.56	0.18	0.17
1686	0.22	NA	0.14	0.47	0.14	0.14
1687	0.2	NA	0.14	0.22	0.08	0.12
1688	0.22	NA	0.25	0.57	0.17	0.16
1689	0.21	NA	0.14	0.46	0.09	0.09
1690	0.19	NA	0.19	0.55	0.15	0.12
1691	0.18	NA	0.4	0.76	0.25	0.2
1692	0.06	NA	0.05	0.56	0	0.05
1693	0.16	NA	0.21	0.51	0.24	0.22
1694	0.08	NA	0.1	0.64	0.15	0.08
1695	0.03	NA	0	0.1	0	0
1696	0.11	NA	0.11	0.22	0.08	0.06
1697	0.23	NA	0.3	0.63	0.25	0.14
1698	0.14	NA	0.11	0.57	0.08	0.06
1699	0.24	NA	0.28	0.74	0.2	0.12
1700	0.16	NA	0.21	0.56	0.12	0.1
1701	0.07	NA	0.22	0.52	0.18	0.06
1702	0.04	NA	0.27	0.57	0.18	0.1
1703	0.06	NA	0.25	0.67	0.15	0.09
1704	0.06	NA	0.41	0.83	0.2	0.08
1705	0.12	NA	0.63	0.6	0.19	0.06
1706	0.1	NA	0.21	0.46	0.11	0.05
1707	0.08	NA	0.32	0.68	0.2	0.05
1708	0.1	NA	0.43	0.76	0.14	0.09
1709	0.13	NA	0.35	0.46	0.09	0.04
1710	0.06	NA	0.4	0.71	0.18	0.11
1711	0.1	NA	0.41	0.43	0.13	0.08
1712	0.06	NA	0.18	0.49	0.16	0.07
1713	0.06	NA	0.3	0.9	0.21	0.07
1714	0.11	NA	0.29	0.85	0.23	0.04
1715	0.05	NA	0.37	0.44	0.26	0.12
1716	0.11	NA	0.55	0.77	0.28	0.15
1717	0.1	NA	0.31	0.6	0.18	0.12
1718	0.1	NA	0.2	0.32	0.12	0.05
1719	0.06	NA	0.36	0.44	0.18	0.13
1720	0.2	NA	0.42	0.74	0.21	0.14
1721	0.32	NA	0.56	0.75	0.23	0.05
1722	0.67	NA	0.7	0.79	0.27	0.14
1723	0.24	NA	0.23	0.65	0.22	0.12
1724	0.09	NA	0.18	0.49	0.03	0.05
1725	0.1	NA	0.23	0.67	0.09	0.13
1726	0.24	NA	0.37	0.82	0.16	0.1
1727	0.14	NA	0.33	0.55	0.16	0.13
1728	0.14	NA	0.24	0.4	0.19	0.13
1729	0.28	NA	0.34	0.55	0.25	0.06
1730	0.05	NA	0.07	0.12	0.03	0.04
1731	0.16	NA	0.26	0.32	0.17	0.1
1732	0.38	NA	0.48	0.8	0.17	0.17
1733	0.48	NA	0.3	0.66	0.14	0.17
1734	0.44	NA	0.4	0.53	0.16	0.14
1735	0.22	NA	0.28	0.68	0.08	0.12
1736	0.22	NA	0.55	0.74	0.12	0.09
1737	0.49	NA	0.36	0.81	0.16	0.09
1738	0.3	NA	0.29	0.38	0.13	0.07
1739	0.5	NA	0.64	0.32	0.36	0.23
1740	0.23	NA	0.35	0.2	0.32	0.15
1741	0.32	NA	0.38	0.23	0.59	0.19
1742	0.5	NA	0.61	0.24	0.72	0.28
1743	0.53	NA	0.27	0.05	0.2	0.13
1744	0.33	NA	0.17	0.13	0.24	0.16
1745	0.41	NA	0.42	0.24	0.34	0.28
1746	0.32	NA	0.21	0.09	0.24	0.13
1747	0.26	NA	0.25	0.11	0.27	0.21
1748	0.31	NA	0.33	0.16	0.25	0.2
1749	0.56	NA	0.4	0.17	0.44	0.27
1750	0.49	NA	0.4	0.3	0.44	0.23
1751	0.34	NA	0.28	0.26	0.22	0.12
1752	0.66	NA	0.57	0.55	0.45	0.29
1753	0.5	NA	0.39	0.51	0.32	0.18
1754	0.43	NA	0.58	0.56	0.39	0.19
1755	0.42	NA	0.72	0.65	0.61	0.32
1756	0.35	NA	0.36	0.18	0.48	0.33
1757	0.43	NA	0.54	0.56	0.6	0.52
1758	0.36	NA	0.7	0.51	0.72	0.42
1759	0.5	NA	0.53	0.46	0.7	0.27
1760	0.21	NA	0.48	0.65	0.84	0.23
1761	0.23	NA	0.59	0.48	0.61	0.25
1762	0.11	NA	0.3	0.61	0.64	0.24
1763	0.18	NA	0.21	0.78	0.58	0.55
1764	0.09	NA	0.29	0.77	0.74	0.22
1765	0.13	NA	0.3	0.37	0.66	0.28
1766	0.09	NA	0.18	0.16	0.4	0.19
1767	0.08	NA	0.17	0.18	0.18	0.18
1768	0.06	NA	0.26	0.41	0.24	0.17
1769	0.06	NA	0.28	0.26	0.19	0.15
1770	0.28	NA	0.35	0.46	0.4	0.35
1771	0.31	NA	0.23	0.34	0.41	0.28
1772	0.45	NA	0.27	0.47	0.34	0.27
1773	0.69	NA	0.35	0.64	0.52	0.36
1774	0.64	NA	0.39	0.46	0.56	0.29
1775	0.47	NA	0.23	0.47	0.29	0.3
1776	0.47	NA	0.35	0.51	0.41	0.21
1777	0.67	NA	0.51	0.72	0.58	0.4
1778	0.76	NA	0.46	0.75	0.8	0.56
1779	0.33	NA	0.15	0.51	0.33	0.18
1780	0.32	NA	0.09	0.35	0.21	0.21
1781	0.6	NA	0.14	0.46	0.61	0.68
1782	1.01	NA	0.28	0.34	0.77	0.49
1783	0.87	NA	0.32	0.48	0.79	0.44
1784	1.24	NA	0.22	0.26	0.62	0.28
1785	1.19	NA	0.13	0.37	0.71	0.33
1786	1.06	NA	0.2	0.44	0.73	0.38
1787	1.43	NA	0.16	0.32	0.69	0.3
1788	1.43	NA	0.42	0.5	0.84	0.43
1789	1.26	NA	NA	1.16	1.29	0.7
1790	0.97	NA	NA	0.9	1.01	0.45
1791	0.97	NA	NA	0.58	0.71	0.37
1792	0.94	NA	NA	0.57	0.68	0.53
1793	0.62	NA	NA	0.19	0.37	0.37
1794	0.56	NA	NA	0.12	0.29	0.21
1795	0.38	NA	NA	0.28	0.41	0.21
1796	0.44	NA	NA	0.34	0.25	0.14
1797	0.71	NA	NA	0.39	0.46	0.36
1798	0.7	NA	NA	0.32	0.38	0.27
1799	0.67	NA	NA	0.28	0.37	0.33
1800	0.68	NA	NA	0.29	0.33	0.21
1801	0.15	NA	NA	0.05	0.05	0.04
1802	0.28	NA	NA	0.38	0.48	0.37
1803	0.37	NA	NA	0.54	0.58	0.19
1804	0.63	NA	NA	0.49	0.54	0.23
1805	0.69	NA	NA	0.77	0.56	0.29
1806	0.74	NA	NA	0.25	0.46	0.24
1807	1.01	NA	NA	0.36	0.27	0.24
1808	1.17	NA	NA	0.62	0.39	0.51
1809	0.96	NA	NA	0.42	0.25	0.24
1810	1.13	NA	NA	0.35	0.24	0.28
1811	0.95	NA	NA	0.46	0.34	0.18
1812	0.89	NA	NA	0.43	0.37	0.14
1813	1.04	NA	NA	0.4	0.32	0.14
1814	1.08	NA	NA	0.34	0.21	0.11
1815	1.27	NA	NA	0.66	0.19	0.17
1816	1.51	NA	NA	0.68	0.23	0.17
1817	0.62	NA	NA	1.02	0.09	0.08
1818	1.05	NA	NA	0.28	0.12	0.09
1819	1.24	NA	NA	0.7	0.34	0.25
1820	1.11	NA	NA	0.48	0.34	0.25
1821	1.15	NA	NA	0.67	0.34	0.21
1822	0.71	NA	NA	0.18	0.08	0.05
1823	1.51	NA	NA	0.6	0.29	0.2
1824	1.48	NA	NA	0.6	0	0.18
1825	1.68	NA	NA	0.57	NA	0.24
1826	0.84	NA	NA	0.56	NA	0.16
1827	0.53	NA	NA	0.28	NA	0.03
1828	0.68	NA	NA	0.48	NA	0.16
1829	0.52	NA	NA	0.29	NA	0.2
1830	0.67	NA	NA	0.25	NA	0.1
1831	0.96	NA	NA	0.33	NA	0.12
1832	1.19	NA	NA	0.28	NA	0.23
1833	0.88	NA	NA	0.14	NA	0.24
1834	0.76	NA	NA	0.11	NA	0.26
1835	1.11	NA	NA	0.23	NA	0.37
1836	0.85	NA	NA	0.26	NA	0.27
1837	0.26	NA	NA	0.11	NA	0.11
1838	0.58	NA	NA	0.4	NA	0.23
1839	0.62	NA	NA	0.18	NA	0.13
1840	0.88	NA	NA	0.35	NA	0.1
1841	0.62	NA	NA	0.31	NA	0.14
1842	1.33	NA	NA	0.37	NA	0.2
1843	1.2	NA	NA	0.22	NA	0.23
1844	1.5	NA	NA	0.28	NA	0.25
1845	1.49	NA	NA	0.46	NA	0.2
1846	1.04	NA	NA	0.41	NA	0.27
1847	0.67	NA	NA	0.26	NA	0.24
1848	0.54	NA	NA	0.3	NA	0
1849	0.56	NA	NA	0.4	NA	NA
1850	0.7	NA	NA	0.47	NA	NA
1851	0.82	NA	NA	0.43	NA	NA
1852	1.06	NA	NA	0.38	NA	NA
1853	1.53	NA	NA	0.66	NA	NA
1854	1.84	NA	NA	0.58	NA	NA
1855	1.13	NA	NA	0.24	NA	NA
1856	0.75	NA	NA	0.29	NA	NA
1857	0.41	NA	NA	0.34	NA	NA
1858	0.92	NA	NA	0.61	NA	NA
1859	0.74	NA	NA	0.28	NA	NA
1860	0.86	NA	NA	0.49	NA	NA
1861	1.08	NA	NA	0.52	NA	NA
1862	0.72	NA	NA	0.27	NA	NA
1863	0.4	NA	NA	0.19	NA	NA
1864	0.99	NA	NA	0.3	NA	NA
1865	1.5	NA	NA	0.39	NA	NA
1866	2.08	NA	NA	0.45	NA	NA
1867	2.2	NA	NA	0.41	NA	NA
1868	2.06	NA	NA	0.34	NA	NA
1869	2.46	NA	NA	0.3	NA	NA
1870	3.39	NA	NA	0.41	NA	NA
1871	1.81	NA	NA	0.37	NA	NA
1872	2.07	NA	NA	0.38	NA	NA
1873	1.84	NA	NA	0.55	NA	NA
1874	1.45	NA	NA	0.4	NA	NA
1875	0.77	NA	NA	0.22	NA	NA
1876	1.01	NA	NA	0.43	NA	NA
1877	1	NA	NA	0.39	NA	NA
1878	0.57	NA	NA	0.09	NA	NA
1879	0.55	NA	NA	0.36	NA	NA
1880	NA	NA	NA	0.28	NA	NA
1881	NA	NA	NA	0.09	NA	NA
1882	NA	NA	NA	0.29	NA	NA
1883	NA	NA	NA	0.33	NA	NA
1884	NA	NA	NA	0.23	NA	NA
1885	NA	NA	NA	0.29	NA	NA
1886	NA	NA	NA	0.23	NA	NA
1887	NA	NA	NA	0.3	NA	NA
1888	NA	NA	NA	0.37	NA	NA
1889	NA	NA	NA	0.1	NA	NA
1890	NA	NA	NA	0.39	NA	NA
1891	NA	NA	NA	0.49	NA	NA
1892	NA	NA	NA	0.13	NA	NA
1893	NA	NA	NA	0.26	NA	NA
1894	NA	NA	NA	0.22	NA	NA
1895	NA	NA	NA	0.21	NA	NA
1896	NA	NA	NA	0.23	NA	NA
1897	NA	NA	NA	0.43	NA	NA
1898	NA	NA	NA	0.46	NA	NA
1899	NA	NA	NA	0.38	NA	NA
1900	NA	NA	NA	0.13	NA	NA
1901	NA	NA	NA	0.25	NA	NA
1902	NA	NA	NA	0.35	NA	NA
1903	NA	NA	NA	0.12	NA	NA
1904	NA	NA	NA	0.29	NA	NA
1905	NA	NA	NA	0.25	NA	NA
1906	NA	NA	NA	0.21	NA	NA
1907	NA	NA	NA	0.22	NA	NA
1908	NA	NA	NA	0.06	NA	NA
1909	NA	NA	NA	0.06	NA	NA
1910	NA	NA	NA	0.16	NA	NA
1911	NA	NA	NA	0.15	NA	NA
1912	NA	NA	NA	0.11	NA	NA
1913	NA	NA	NA	0.25	NA	NA
1914	NA	NA	NA	0.24	NA	NA
1915	NA	NA	NA	0.05	NA	NA
1916	NA	NA	NA	0.16	NA	NA
1917	NA	NA	NA	0.35	NA	NA
1918	NA	NA	NA	0.25	NA	NA
1919	NA	NA	NA	0.07	NA	NA
1920	NA	NA	NA	0.17	NA	NA
1921	NA	NA	NA	0.39	NA	NA
1922	NA	NA	NA	0.3	NA	NA
1923	NA	NA	NA	0.27	NA	NA
1924	NA	NA	NA	0.35	NA	NA
1925	NA	NA	NA	0.31	NA	NA
1926	NA	NA	NA	0.17	NA	NA
1927	NA	NA	NA	0.29	NA	NA
1928	NA	NA	NA	0.19	NA	NA
1929	NA	NA	NA	0.15	NA	NA
1930	NA	NA	NA	0.08	NA	NA
