# Hughes - Lakeside south of Chokurdak - LAGM - ITRDB RUSS185
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3571
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3571.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ185-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; russ185-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/asia/russ185.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/russ185.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-09
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-09
#--------------------
# Title
#   Study_Name: Hughes - Lakeside south of Chokurdak - LAGM - ITRDB RUSS185
#--------------------
# Investigators
#   Investigators: Hughes, M.K.(https://orcid.org/0000-0003-1062-3167); Vaganov, E.A.; Shiyatov, S.G.; Touchan, R.; Funkhouser, G.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-04-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lakeside south of Chokurdak
#   Location: Sakha
#   Northernmost_Latitude: 70.5
#   Southernmost_Latitude: 70.5
#   Easternmost_Longitude: 148.13
#   Westernmost_Longitude: 148.13
#   Elevation_m: 80
#--------------------
# Data_Collection
#   Collection_Name: RUSS185
#   First_Year: 1522
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr
#   Common_Name: Dahurian larch
#   Tree_Species_Code: LAGM
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LAK02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LAK10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LAK10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LAK02_raw	LAK03_raw	LAK041_raw	LAK05A_raw	LAK06A_raw	LAK06B_raw	LAK07_raw	LAK08_raw	LAK09_raw	LAK10_raw
1492	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA
1493	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA
1494	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA
1495	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA
1496	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA
1497	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA
1498	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA
1499	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA
1500	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA
1501	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA
1502	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA
1503	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA
1504	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA
1505	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA
1506	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA
1507	NA	0.23	NA	NA	NA	NA	NA	NA	NA	NA
1508	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA
1509	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA
1510	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA
1511	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA
1512	NA	0.11	NA	NA	NA	NA	NA	NA	NA	NA
1513	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA
1514	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA
1515	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA
1516	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA
1517	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA
1518	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA
1519	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA
1520	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA
1521	NA	0.22	NA	NA	NA	NA	NA	NA	NA	NA
1522	0.17	0.33	NA	NA	NA	NA	NA	NA	NA	NA
1523	0.07	0.23	NA	NA	NA	NA	NA	NA	NA	NA
1524	0.05	0.33	NA	NA	NA	NA	NA	NA	NA	NA
1525	0.13	0.34	NA	NA	NA	NA	NA	NA	NA	NA
1526	0.1	0.28	NA	NA	NA	NA	NA	NA	NA	NA
1527	0.22	0.44	NA	NA	NA	NA	NA	NA	NA	NA
1528	0.06	0.16	NA	NA	NA	NA	NA	NA	NA	NA
1529	0.07	0.15	NA	NA	NA	NA	NA	NA	NA	NA
1530	0.14	0.2	NA	NA	NA	NA	NA	NA	NA	NA
1531	0.14	0.26	NA	NA	NA	NA	NA	NA	NA	NA
1532	0.45	0.38	NA	NA	NA	NA	NA	NA	NA	NA
1533	0.3	0.31	NA	NA	NA	NA	NA	NA	NA	NA
1534	0.15	0.23	NA	NA	NA	NA	NA	NA	NA	NA
1535	0.27	0.32	NA	NA	NA	NA	NA	NA	NA	NA
1536	0.3	0.38	NA	0.6	NA	NA	NA	NA	NA	NA
1537	0.4	0.32	NA	0.46	NA	NA	NA	NA	NA	NA
1538	0.3	0.3	NA	0.34	NA	NA	NA	NA	NA	NA
1539	0.38	0.4	NA	0.33	NA	NA	NA	NA	NA	NA
1540	0.5	0.32	NA	0.09	NA	NA	NA	NA	NA	NA
1541	0.18	0.1	NA	0.07	NA	NA	NA	NA	NA	NA
1542	0.07	0.08	NA	0.11	NA	NA	NA	NA	NA	NA
1543	0.09	0	NA	0.07	NA	NA	NA	NA	NA	NA
1544	0.21	0.23	NA	0.1	NA	NA	NA	NA	NA	NA
1545	0.23	0.24	NA	0.04	NA	NA	NA	NA	NA	NA
1546	0.19	0.16	NA	0.05	NA	NA	NA	NA	NA	NA
1547	0.56	0.23	NA	0.33	NA	NA	NA	NA	NA	NA
1548	0.27	0.47	NA	0.34	NA	NA	NA	NA	NA	0.76
1549	0.64	0.28	NA	0.55	NA	NA	NA	NA	NA	0.85
1550	0.66	0.44	NA	0.68	NA	NA	NA	NA	NA	0.56
1551	0.39	0.37	NA	0.53	NA	NA	NA	NA	NA	0.33
1552	0.29	0.27	NA	0.84	NA	NA	NA	NA	NA	0.57
1553	0.42	0.42	NA	0.5	NA	NA	NA	NA	NA	0.68
1554	0.23	0.29	NA	0.29	NA	NA	NA	NA	NA	0.68
1555	0.39	0.11	NA	0.34	NA	NA	NA	NA	NA	0.47
1556	0.24	0.25	NA	0.37	NA	NA	NA	NA	NA	0.49
1557	0.08	0.15	NA	0.24	NA	NA	NA	NA	NA	0.21
1558	0.22	0.21	NA	0.5	NA	NA	NA	NA	NA	0.43
1559	0.14	0.11	NA	0.22	NA	NA	NA	NA	NA	0.26
1560	0.27	0.15	NA	0.21	NA	NA	NA	NA	NA	0.76
1561	0.31	0.16	NA	0.27	NA	NA	NA	NA	NA	0.75
1562	0.43	0.16	NA	0.2	NA	NA	NA	NA	NA	0.71
1563	0.24	0.29	NA	0.22	NA	NA	NA	NA	NA	0.63
1564	0.16	0.17	NA	0.23	0.37	NA	NA	NA	NA	0.68
1565	0.48	0.17	NA	0.26	0.19	NA	NA	NA	NA	0.59
1566	0.48	0.11	NA	0.17	0.24	NA	NA	NA	NA	0.37
1567	0.35	0.15	NA	0.2	0.17	NA	NA	NA	NA	0.31
1568	0.7	0.26	NA	0.47	0.11	NA	NA	NA	NA	0.7
1569	0.36	0.16	NA	0.32	0.22	NA	NA	NA	NA	0.54
1570	0.23	0.11	NA	0.37	0.13	NA	NA	NA	NA	0.42
1571	0.25	0.28	NA	0.37	0.12	NA	NA	NA	NA	0.41
1572	0.05	0.11	NA	0.15	0.02	NA	NA	NA	NA	0.1
1573	0.26	0.33	NA	0.52	0.26	NA	NA	NA	NA	0.26
1574	0.21	0.17	NA	0.33	0.15	NA	NA	NA	NA	0.2
1575	0.39	0.48	NA	0.72	0.17	NA	NA	NA	NA	0.75
1576	0.11	0.16	NA	0.25	0.03	NA	NA	NA	NA	0.34
1577	0.09	0.19	NA	0.3	0.12	NA	NA	NA	NA	0.41
1578	0.1	0.13	NA	0.33	0.22	NA	NA	NA	NA	0.53
1579	0.12	0.14	NA	0.35	0.18	NA	NA	NA	NA	0.82
1580	0	0	NA	0.1	0	NA	NA	NA	NA	0.32
1581	0.08	0.18	NA	0.24	0.1	NA	NA	NA	NA	0.73
1582	0.1	0.13	NA	0.2	0.1	NA	NA	NA	NA	0.61
1583	0.07	0.05	NA	0.16	0.12	NA	NA	NA	NA	0.49
1584	0.14	0.2	NA	0.17	0.18	NA	NA	NA	NA	0.81
1585	0.03	0.06	NA	0.06	0.12	NA	NA	NA	NA	0.16
1586	0.18	0.22	NA	0.32	0.28	NA	NA	NA	NA	0.27
1587	0.09	0.13	NA	0.2	0.24	NA	NA	NA	NA	0.45
1588	0.16	0.27	NA	0.41	0.26	NA	NA	NA	NA	0.56
1589	0.04	0.08	NA	0.18	0.15	NA	NA	NA	NA	0.22
1590	0.14	0.18	NA	0.42	0.25	NA	NA	NA	NA	0.48
1591	0.15	0.22	NA	0.4	0.31	NA	NA	NA	NA	0.53
1592	0.11	0.24	NA	0.44	0.29	NA	NA	NA	NA	0.99
1593	0.17	0.27	NA	0.41	0.28	NA	NA	NA	NA	1.13
1594	0.1	0.13	NA	0.26	0.25	NA	NA	NA	NA	0.98
1595	0.16	0.22	NA	0.49	0.22	NA	NA	NA	NA	1.04
1596	0.14	0.09	NA	0.42	0.29	NA	NA	NA	NA	0.92
1597	0.1	0.04	NA	0.27	0.13	NA	NA	NA	NA	0.51
1598	0.14	0.23	NA	0.31	0.3	NA	NA	NA	NA	0.77
1599	0.13	0.19	NA	0.25	0.41	NA	NA	NA	NA	0.81
1600	0.16	0.26	NA	0.31	0.5	NA	NA	0.06	NA	1.59
1601	0.09	0.16	NA	0.19	0.15	NA	NA	0.03	NA	1.13
1602	0.09	0.13	NA	0.2	0.18	NA	NA	0.06	NA	1.03
1603	0.13	0.22	NA	0.33	0.35	NA	NA	0.14	NA	1
1604	0.13	0.19	NA	0.25	0.3	NA	NA	0.09	NA	0.72
1605	0.02	0.05	NA	0.11	0.09	NA	NA	0.02	NA	0.32
1606	0.17	0.21	NA	0.38	0.24	NA	NA	0.08	NA	0.76
1607	0.18	0.15	NA	0.28	0.2	NA	NA	0.07	NA	0.83
1608	0.14	0.12	NA	0.3	0.15	NA	NA	0.06	NA	0.41
1609	0.13	0.15	NA	0.14	0.12	NA	NA	0.06	NA	0.49
1610	0.19	0.29	NA	0.23	0.32	NA	NA	0.11	NA	0.93
1611	0.15	0.22	NA	0.12	0.28	NA	NA	0.12	NA	0.46
1612	0.22	0.43	NA	0.3	0.37	NA	NA	0.33	NA	0.75
1613	0.22	0.33	NA	0.46	0.42	NA	NA	0.23	0.53	0.74
1614	0.07	0.17	NA	0.21	0.17	NA	NA	0.11	0.26	0.6
1615	0.23	0.41	NA	0.46	0.33	NA	NA	0.12	0.38	1.21
1616	0.15	0.33	NA	0.4	0.26	NA	NA	0.25	0.32	0.6
1617	0.16	0.17	NA	0.39	0.29	NA	NA	0.13	0.21	0.71
1618	0.23	0.31	NA	0.68	0.45	NA	NA	0.19	0.23	1.28
1619	0.19	0.12	NA	0.5	0.27	NA	NA	0.2	0.21	0.73
1620	0.08	0.12	NA	0.27	0.14	NA	NA	0.08	0.11	0.47
1621	0.29	0.33	NA	0.41	0.62	NA	NA	0.19	0.38	0.76
1622	0.19	0.2	NA	0.5	0.36	NA	NA	0.13	0.29	0.56
1623	0.23	0.37	NA	0.47	0.44	0.3	NA	0.3	0.55	0.64
1624	0.15	0.25	NA	0.49	0.59	0.29	NA	0.28	0.33	0.76
1625	0.28	0.38	NA	0.29	0.68	0.6	NA	0.36	0.35	0.84
1626	0.29	0.33	NA	0.26	0.5	0.45	NA	0.32	0.24	0.75
1627	0.12	0.12	NA	0.1	0.1	0.14	NA	0.09	0.08	0.36
1628	0.11	0.14	NA	0.11	0.23	0.09	NA	0.09	0.09	0.19
1629	0.2	0.21	NA	0.14	0.48	0.35	NA	0.11	0.12	0.41
1630	0.23	0.35	NA	0.22	0.62	0.4	NA	0.19	0.19	0.79
1631	0.22	0.37	NA	0.16	0.44	0.34	NA	0.23	0.23	0.57
1632	0.15	0.16	NA	0.07	0.2	0.22	NA	0.14	0.17	0.26
1633	0.19	0.19	NA	0.1	0.38	0.34	NA	0.22	0.25	0.31
1634	0.08	0.13	NA	0.08	0.23	0.23	NA	0.15	0.18	0.34
1635	0.11	0.13	NA	0.08	0.27	0.16	NA	0.17	0.14	0.29
1636	0.14	0.16	NA	0.09	0.31	0.23	NA	0.17	0.13	0.38
1637	0.1	0.2	NA	0.08	0.15	0.19	NA	0.17	0.18	0.27
1638	0.23	0.41	NA	0.15	0.38	0.49	NA	0.3	0.36	0.36
1639	0.2	0.24	NA	0.13	0.32	0.4	NA	0.25	0.28	0.41
1640	0.24	0.21	NA	0.18	0.48	0.44	NA	0.32	0.32	0.66
1641	0.19	0.14	NA	0.13	0.35	0.28	NA	0.24	0.29	0.27
1642	0.05	0.03	NA	0.04	0.14	0.1	NA	0.11	0.16	0.04
1643	0.05	0.04	NA	0.03	0.07	0.04	NA	0.05	0.07	0.07
1644	0.15	0.22	NA	0.1	0.43	0.21	NA	0.28	0.21	0.29
1645	0.04	0.02	NA	0.03	0.09	0.1	NA	0.1	0.04	0.09
1646	0.17	0.21	NA	0.07	0.33	0.24	NA	0.21	0.16	0.22
