# Bunn - Falls - PCGL - ITRDB CANA296
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/9932
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-9932.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana296-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana296-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana296.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana296.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-08-31
#--------------------
# File_Last_Modified_Date
#   Date: 2010-08-31
#--------------------
# Title
#   Study_Name: Bunn - Falls - PCGL - ITRDB CANA296
#--------------------
# Investigators
#   Investigators: Bunn, A.G.(https://orcid.org/0000-0001-9027-2162); Lloyd, A.H.; Berner, L.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-01-27. NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Falls
#   Location: Northwest Territories
#   Northernmost_Latitude: 61.2
#   Southernmost_Latitude: 61.2
#   Easternmost_Longitude: -120.0
#   Westernmost_Longitude: -120.0
#   Elevation_m: 270
#--------------------
# Data_Collection
#   Collection_Name: CANA296
#   First_Year: 1819
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FAL003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL013A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL013A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL013B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL013B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL015A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL015A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL015B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL015B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL020A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL020A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL020B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL020B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL025A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL025A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FAL025B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FAL025B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FAL003A_raw	FAL003B_raw	FAL007A_raw	FAL007B_raw	FAL008A_raw	FAL008B_raw	FAL010A_raw	FAL010B_raw	FAL013A_raw	FAL013B_raw	FAL015A_raw	FAL015B_raw	FAL020A_raw	FAL020B_raw	FAL025A_raw	FAL025B_raw
1874	0.314	0.344	0.867	0.873	0.518	0.689	NA	0.378	NA	NA	0.315	0.289	0.499	0.525	0.478	0.523
1875	0.302	0.356	1.014	0.922	0.532	0.548	NA	0.387	NA	NA	0.28	0.294	0.388	0.529	0.369	0.411
1876	0.28	0.293	1.209	0.956	0.36	0.48	NA	0.42	NA	NA	0.262	0.237	0.299	0.607	0.264	0.321
1877	0.294	0.269	0.822	0.679	0.442	0.559	NA	0.341	NA	NA	0.315	0.263	0.337	0.754	0.244	0.298
1878	0.237	0.226	0.771	0.86	0.301	0.322	NA	0.3	NA	NA	0.214	0.247	0.285	0.605	0.199	0.319
1879	0.189	0.2	0.633	0.709	0.223	0.307	NA	0.248	NA	NA	0.194	0.259	0.267	0.398	0.226	0.341
1880	0.298	0.307	1.257	1.3	0.312	0.473	NA	0.342	NA	NA	0.26	0.374	0.331	0.486	0.36	0.465
1881	0.267	0.237	1.236	1.287	0.379	0.445	NA	0.351	NA	NA	0.294	0.439	0.486	0.779	0.469	0.672
1882	0.235	0.239	1.052	1.166	0.396	0.386	NA	0.308	NA	NA	0.261	0.359	0.457	0.515	0.424	0.707
1883	0.273	0.265	1.149	1.195	0.388	0.426	NA	0.44	NA	NA	0.305	0.435	0.554	0.855	0.443	0.595
1884	0.265	0.247	0.72	0.776	0.386	0.463	NA	0.442	NA	NA	0.323	0.478	0.597	0.655	0.471	0.676
1885	0.249	0.26	0.865	0.89	0.268	0.416	NA	0.307	NA	NA	0.282	0.373	0.444	0.571	0.502	0.66
1886	0.249	0.258	0.977	0.828	0.378	0.476	NA	0.363	NA	NA	0.275	0.369	0.441	0.552	0.384	0.875
1887	0.277	0.3	0.869	0.729	0.319	0.335	NA	0.355	NA	NA	0.269	0.385	0.516	0.595	0.498	0.547
1888	0.238	0.29	0.723	0.818	0.33	0.316	NA	0.377	NA	NA	0.266	0.32	0.435	0.652	0.519	0.768
1889	0.348	0.3	0.742	1.083	0.405	0.409	NA	0.429	NA	NA	0.307	0.363	0.554	0.673	0.444	0.805
1890	0.297	0.332	1.047	1.203	0.445	0.467	NA	0.436	NA	NA	0.252	0.352	0.534	0.568	0.456	0.66
1891	0.271	0.301	1.006	1.219	0.319	0.395	NA	0.46	NA	NA	0.236	0.329	0.781	0.662	0.375	0.623
1892	0.251	0.32	1.215	1.225	0.375	0.41	NA	0.419	NA	NA	0.294	0.362	0.801	0.776	0.366	0.703
1893	0.301	0.353	0.771	1.128	0.264	0.288	NA	0.319	NA	NA	0.276	0.296	0.857	0.729	0.357	0.599
1894	0.29	0.279	0.458	1.005	0.354	0.368	NA	0.371	NA	NA	0.325	0.329	0.612	0.564	0.314	0.521
1895	0.252	0.221	0.689	1.1	0.336	0.33	NA	0.315	NA	NA	0.242	0.248	0.654	0.651	0.293	0.499
1896	0.293	0.234	0.736	0.95	0.415	0.383	NA	0.299	NA	NA	0.233	0.263	0.603	0.598	0.271	0.508
1897	0.295	0.241	1.305	1.19	0.523	0.403	NA	0.297	NA	NA	0.266	0.303	0.667	0.747	0.323	0.57
1898	0.232	0.214	0.959	0.861	0.625	0.358	NA	0.317	NA	NA	0.275	0.33	0.762	0.625	0.288	0.407
1899	0.303	0.25	0.991	1.124	0.758	0.605	NA	0.332	NA	NA	0.358	0.382	0.737	0.689	0.413	0.515
1900	0.274	0.276	1.17	1.384	0.861	0.69	NA	0.367	NA	NA	0.353	0.413	0.8	0.759	0.517	0.573
1901	0.271	0.238	0.927	0.927	0.791	0.59	NA	0.293	NA	NA	0.298	0.37	0.668	0.566	0.553	0.591
1902	0.221	0.18	0.777	0.855	0.557	0.402	NA	0.253	NA	NA	0.318	0.331	0.537	0.468	0.487	0.453
1903	0.263	0.209	0.761	0.758	0.634	0.5	NA	0.262	NA	NA	0.353	0.391	0.514	0.492	0.466	0.549
1904	0.211	0.185	0.589	0.573	0.519	0.37	NA	0.228	NA	NA	0.319	0.316	0.346	0.422	0.371	0.418
1905	0.287	0.246	0.79	0.91	0.655	0.472	NA	0.242	NA	NA	0.433	0.4	0.426	0.551	0.53	0.624
1906	0.38	0.288	1.063	0.811	0.667	0.538	NA	0.268	NA	NA	0.504	0.548	0.702	0.669	0.779	0.936
1907	0.399	0.347	0.561	0.584	0.65	0.572	NA	0.29	NA	NA	0.489	0.461	0.637	0.684	0.638	0.881
1908	0.448	0.333	0.526	0.459	0.522	0.501	NA	0.257	NA	NA	0.421	0.371	0.557	0.706	0.576	0.767
1909	0.297	0.259	0.229	0.189	0.395	0.358	NA	0.247	NA	NA	0.334	0.294	0.369	0.407	0.351	0.586
1910	0.391	0.465	0.281	0.165	0.622	0.508	NA	0.296	NA	NA	0.617	0.502	0.587	0.835	0.666	0.87
1911	0.336	0.488	0.31	0.119	0.645	0.524	NA	0.327	NA	NA	0.586	0.425	0.52	0.498	0.509	0.77
1912	0.278	0.329	0.172	0.103	0.403	0.395	NA	0.276	NA	NA	0.327	0.299	0.351	0.499	0.358	0.46
1913	0.165	0.194	0.084	0.086	0.326	0.302	NA	0.303	NA	NA	0.223	0.222	0.257	0.303	0.237	0.339
1914	0.287	0.255	0.164	0.175	0.326	0.336	NA	0.411	NA	NA	0.199	0.307	0.524	0.561	0.357	0.44
1915	0.659	0.456	0.184	0.197	0.341	0.363	NA	0.43	NA	NA	0.286	0.339	1.11	1.231	0.377	0.655
1916	0.508	0.457	0.126	0.197	0.305	0.255	NA	0.354	NA	NA	0.252	0.257	0.855	0.838	0.333	0.416
1917	0.563	0.516	0.199	0.326	0.376	0.347	NA	0.379	NA	NA	0.23	0.335	0.908	0.946	0.382	0.457
1918	0.48	0.442	0.312	0.52	0.399	0.4	NA	0.39	NA	NA	0.299	0.393	0.737	0.932	0.469	0.501
1919	0.447	0.387	0.315	0.523	0.34	0.317	NA	0.237	NA	NA	0.305	0.428	0.889	0.99	0.396	0.517
1920	0.488	0.486	0.3	0.683	0.312	0.327	NA	0.305	NA	NA	0.397	0.504	0.889	1.051	0.555	0.613
1921	0.489	0.418	0.359	0.674	0.356	0.324	NA	0.399	NA	NA	0.539	0.649	1.003	1.054	0.623	0.672
1922	0.458	0.484	0.336	0.708	0.371	0.336	NA	0.372	NA	NA	0.439	0.534	0.834	1.104	0.525	0.635
1923	0.478	0.356	0.267	0.625	0.467	0.384	NA	0.326	NA	NA	0.523	0.525	1.023	1.353	0.454	0.447
1924	0.443	0.433	0.233	0.432	0.312	0.321	NA	0.239	NA	NA	0.318	0.424	0.755	1.196	0.372	0.456
1925	0.445	0.333	0.205	0.433	0.386	0.391	NA	0.216	NA	NA	0.569	0.754	0.903	1.225	0.373	0.477
1926	0.657	0.449	0.156	0.412	0.322	0.408	NA	0.219	NA	NA	0.706	0.915	1.045	1.109	0.419	0.54
1927	0.68	0.475	0.253	0.704	0.464	0.424	NA	0.277	NA	NA	0.735	0.838	1.233	1.255	0.443	0.66
1928	0.705	0.634	0.364	0.66	0.38	0.398	NA	0.267	NA	NA	0.768	0.781	1.209	1.187	0.451	0.509
1929	0.701	0.443	0.379	0.599	0.336	0.311	NA	0.193	NA	NA	0.7	0.766	1.166	1.257	0.378	0.441
1930	0.667	0.44	0.507	0.583	0.361	0.405	0.27	0.211	NA	NA	0.763	0.849	1.065	1.21	0.459	0.48
1931	0.462	0.457	0.556	0.58	0.406	0.314	0.274	0.265	NA	NA	0.721	0.893	1.412	1.132	0.411	0.455
1932	0.63	0.451	0.727	0.46	0.406	0.378	0.278	0.251	NA	NA	0.84	0.938	1.421	1.059	0.536	0.606
1933	0.471	0.321	0.612	0.433	0.479	0.363	0.378	0.236	NA	1.225	0.704	0.829	1.276	1.007	0.599	0.562
1934	0.527	0.42	0.621	0.76	0.606	0.432	0.303	0.245	NA	0.854	0.624	0.775	1.352	1.079	0.488	0.565
1935	0.736	0.565	0.729	0.915	0.663	0.559	0.324	0.255	NA	1.221	0.857	0.974	1.73	1.211	0.547	0.742
1936	0.863	0.56	0.707	0.716	0.498	0.583	0.258	0.235	1.669	1.299	0.713	0.692	1.296	0.945	0.613	0.561
1937	0.826	0.61	0.487	0.677	0.502	0.493	0.304	0.256	2.447	2.198	0.772	0.808	1.599	1.092	0.536	0.618
1938	1.095	0.585	0.507	0.578	0.589	0.618	0.289	0.24	1.976	1.857	0.744	0.79	1.748	1.975	0.553	0.632
1939	0.747	0.495	0.488	0.519	0.524	0.59	0.259	0.228	1.195	1.004	0.544	0.706	1.124	1.3	0.626	0.559
