# Coulthard - Spatsum Fan Update - PIPO - ITRDB CAN679
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37372
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37372.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can679e-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can679e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/can679e.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-01-30
#--------------------
# File_Last_Modified_Date
#   Date: 2023-01-30
#--------------------
# Title
#   Study_Name: Coulthard - Spatsum Fan Update - PIPO - ITRDB CAN679
#--------------------
# Investigators
#   Investigators: Coulthard, B.L.; Anchukaitis, K.J.; Brice, R.L.; Homfeld, I.K.
#--------------------
# Description_Notes_and_Keywords
#   Description:
#--------------------
# Publication
# Authors:
# Published_Date_or_Year:
# Published_Title:
# Journal_Name:
# Volume:
# Edition:
# Issue:
# Pages:
# DOI:
# Full_Citation:
# Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Spatsum Fan
#   Location: Canada
#   Northernmost_Latitude: 50.54
#   Southernmost_Latitude: 50.54
#   Easternmost_Longitude: -121.27
#   Westernmost_Longitude: -121.27
#   Elevation_m: 490
#--------------------
# Data_Collection
#   Collection_Name: CAN679e
#   First_Year: 1719
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SP01AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP01AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP02AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP02AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP02BBUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP02BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP03AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP03AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP03BBUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP03BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP05AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP05AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP05BBUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP05BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP06AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP06AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP06BBUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP06BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP07AAUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP07AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP07BBUn_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: SP07BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SP01AAUn_raw	SP02AAUn_raw	SP02BBUn_raw	SP03AAUn_raw	SP03BBUn_raw	SP05AAUn_raw	SP05BBUn_raw	SP06AAUn_raw	SP06BBUn_raw	SP07AAUn_raw	SP07BBUn_raw
1808	0.497	NA	NA	1.093	NA	NA	NA	0.791	0.933	NA	NA
1809	0.256	NA	NA	1.15	NA	NA	NA	0.708	0.496	NA	NA
1810	0.268	NA	NA	1.006	NA	NA	NA	0.668	0.571	NA	NA
1811	0.236	NA	NA	1.06	NA	NA	NA	0.676	0.499	NA	NA
1812	0.351	NA	NA	1.12	NA	NA	NA	0.587	0.475	NA	NA
1813	0.481	NA	NA	1.276	NA	NA	NA	0.661	0.554	NA	NA
1814	0.358	NA	NA	1.229	NA	NA	NA	0.645	0.503	NA	NA
1815	0.32	NA	NA	0.987	NA	NA	NA	0.358	0.228	NA	NA
1816	0.254	NA	NA	1.022	0.818	NA	NA	0.427	0.375	NA	NA
1817	0.291	NA	NA	0.745	0.45	NA	NA	0.382	0.441	NA	NA
1818	0.286	NA	NA	0.865	1.128	NA	NA	0.645	0.714	NA	NA
1819	0.495	NA	NA	1.665	1.367	NA	NA	0.704	0.587	NA	NA
1820	0.663	NA	NA	1.721	1.775	NA	NA	0.5	0.738	NA	NA
1821	0.395	NA	NA	1.566	1.949	NA	NA	0.671	0.834	NA	NA
1822	0.808	NA	NA	1.583	1.899	NA	NA	0.857	0.817	NA	NA
1823	0.655	NA	NA	1.237	1.273	NA	NA	0.355	0.51	NA	NA
1824	0.363	NA	NA	0.899	1.599	NA	NA	0.616	0.701	NA	NA
1825	0.345	NA	NA	1.111	1.655	NA	NA	0.403	0.437	NA	NA
1826	0.801	NA	NA	1.241	1.941	NA	NA	0.432	0.492	NA	NA
1827	1.027	NA	NA	1.388	2.223	NA	NA	0.718	0.784	NA	NA
1828	0.579	NA	NA	1.248	1.719	NA	NA	0.444	0.697	NA	NA
1829	0.901	NA	NA	1.305	1.627	NA	NA	0.386	0.637	NA	NA
1830	0.663	NA	NA	1.925	1.91	NA	NA	0.537	0.458	NA	NA
1831	0.519	NA	NA	1.57	1.371	NA	NA	0.6	0.295	2.058	NA
1832	0.361	NA	NA	1.681	1.654	NA	NA	0.814	0.564	2.282	NA
1833	0	NA	NA	1.198	1.382	NA	NA	0.158	0.128	0.722	NA
1834	0.309	NA	NA	1.208	1.029	NA	NA	0.476	0.256	0.934	NA
1835	0.252	NA	NA	1.726	1.915	NA	NA	0.463	0.395	1.585	NA
1836	0.421	NA	NA	2.017	1.591	NA	NA	0.623	0.452	1.913	NA
1837	0.318	NA	NA	1.488	1.327	NA	NA	0.331	0.541	1.432	NA
1838	0.275	NA	NA	1.503	1.211	NA	NA	0.44	0.351	1.353	NA
1839	0.384	2.976	NA	2.058	1.232	NA	NA	0.357	0.367	1.857	1.946
1840	0.321	1.947	NA	1.896	1.465	NA	NA	0.429	0.491	1.417	1.369
1841	0.461	1.452	NA	2.039	1.761	NA	NA	0.819	0.494	1.587	1.241
1842	0.572	1.293	NA	1.404	1.141	NA	NA	0.294	0.385	0.745	0.316
1843	0.2	1.777	NA	0.695	0.59	NA	NA	0.078	0.099	0.407	0.355
1844	0.03	1.67	NA	0.426	0.521	NA	NA	0.097	0.228	0.213	0.262
1845	0.414	0.064	NA	1.405	1.929	NA	NA	0.262	0.42	0.937	0.868
1846	0.504	0.484	NA	2.095	1.732	NA	NA	0.262	0.379	1.475	1.14
1847	0.33	1.9	NA	1.683	1.137	NA	NA	0.489	0.5	1.441	0.803
1848	0.287	0.823	NA	1.785	1.314	NA	NA	0.503	0.431	1.355	0.996
1849	0.171	0.725	NA	1.804	1.084	NA	NA	0.405	0.656	1.818	1.599
1850	0.114	0.958	NA	1.482	1.386	NA	NA	0.514	0.605	1.301	1.209
1851	0.096	1.499	NA	1.138	1.011	NA	NA	0.226	0.317	1.006	1.163
1852	0.415	0.643	NA	1.402	1.215	NA	NA	0.399	0.47	1.339	0.724
1853	0.402	1.262	NA	1.885	1.818	NA	NA	0.498	0.394	2.495	1.898
1854	0.236	1.124	NA	1.784	1.6	NA	NA	0.556	0.633	1.89	1.259
1855	0.41	0.49	NA	1.799	1.605	NA	NA	0.33	0.313	1.825	1.489
1856	0.521	0.773	NA	1.359	1.427	NA	NA	0.425	0.586	2.152	1.738
1857	0.5	0.824	NA	1.204	1.349	NA	NA	0.557	0.415	1.402	1.094
1858	0.455	0.658	NA	1.236	1.183	NA	NA	0.302	0.31	1.261	1.679
1859	0.885	0.483	0.817	1.005	1.169	NA	NA	0.185	0.319	1.463	1.02
1860	0.427	0.618	0.488	1.738	1.742	NA	NA	0.314	0.385	1.756	1.56
1861	1.07	0.456	1.526	1.87	1.472	NA	NA	0.548	0.75	2.01	1.523
1862	0.597	0.979	1.091	1.335	1.118	NA	NA	0.17	0.115	1.546	1.308
1863	0.654	0.757	2.135	1.175	1.28	NA	NA	0.137	0.23	1.465	1.085
1864	1.098	2.004	1.875	1.687	1.066	NA	NA	0.302	0.263	1.455	1.868
1865	1.136	1.479	2.548	2.022	1.717	NA	2.879	0.283	0.263	1.805	2.005
1866	1.204	1.077	4.268	1.893	1.374	NA	2.257	0.542	0.569	1.655	1.86
1867	1.011	2.611	3.051	1.95	1.368	NA	2.837	0.339	0.621	1.903	1.17
1868	0.832	1.749	2.176	1.288	1.115	NA	2.632	0.235	0.239	1.676	1.433
1869	0.376	1.59	0.507	0.672	0.695	NA	1.388	0	0	0.448	0.396
1870	0.424	0.248	0.602	1.587	1.236	NA	2.02	0.053	0.101	1.253	0.967
1871	0.308	0.391	0.681	1.356	0.883	2.285	2.221	0.359	0.286	0.97	0.807
1872	0.231	0.586	1.149	1.057	1.335	2.081	2.043	0.115	0.225	1.223	0.926
1873	0.319	1.057	1.369	1.631	1.395	2.279	1.98	0.287	0.282	1.265	1.466
1874	0.302	1.025	1.198	1.13	0.983	2.289	2.872	0.457	0.424	1.161	1.144
1875	0.407	0.247	0.417	1.103	0.907	2.661	2.773	0.225	0.21	1.23	1.007
1876	0.423	0.636	0.994	0.62	0.888	3.264	2.914	0.281	0.197	1.435	1.005
1877	1.302	1.269	1.366	1.346	0.988	3.738	4.127	0.492	0.351	1.442	1.347
1878	2.096	1.791	2.268	1.763	1.643	4.524	4.646	0.297	0.465	1.989	1.528
1879	2.717	1.532	1.392	1.699	1.326	3.799	2.915	0.416	0.24	1.638	1.307
1880	1.923	0.698	0.982	1.219	0.809	2.327	2.583	0.604	0.65	1.183	1.233
1881	2.499	1.602	1.964	1.628	1.893	3.343	3.591	0.796	0.777	2.597	2.195
1882	1.546	1.809	1.224	1.505	1.409	4.676	2.738	0.415	0.372	1.786	1.495
1883	1.511	1.171	1.342	0.972	1.178	3.318	2.64	0.465	0.567	1.779	1.585
1884	1.347	0.34	0.362	0.743	0.516	2.407	2.309	0.443	0.513	1.001	1.1
1885	0.733	0.465	0.467	1.103	1.248	2.452	2.383	0.336	0.699	1.572	1.246
1886	1.649	0.72	0.99	0.839	1.093	2.389	2.092	0.458	0.638	0.81	0.947
1887	0.825	0.429	0.658	0.693	0.766	1.567	1.903	0.611	0.513	0.622	0.882
1888	0.771	0.519	0.935	0.974	1.16	2.5	2.124	0.567	0.751	0.722	0.944
1889	0.595	0.496	0.755	0.789	0.931	1.547	1.351	0.333	0.351	0.432	0.741
1890	0.424	0.477	0.707	0.673	0.789	1.508	1.333	0.456	0.423	1.057	0.827
1891	0.46	0.525	1.178	0.656	0.774	1.652	1.598	0.756	0.659	0.511	0.481
1892	0.75	1.321	1.637	0.808	0.719	1.537	1.549	0.343	0.479	1.088	0.74
1893	0.819	0.817	1.444	0.918	0.873	1.925	2.103	0.614	0.673	1.149	1.019
1894	1.48	1.561	1.867	1.178	0.942	1.838	2.041	0.566	0.476	1.19	0.98
1895	1.593	1.457	2.089	1.285	1.142	2.483	1.582	0.81	0.754	1.437	1.455
1896	2.115	1.764	1.858	0.83	0.972	2.004	2.104	0.597	0.688	0.846	0.635
1897	1.425	0.601	1.019	0.989	1.156	1.968	1.915	0.53	0.508	1.434	1.556
1898	1.931	1.121	1.869	1.261	1.154	1.481	2.081	0.708	0.388	0.946	1.16
1899	1.617	1.127	1.146	0.785	1.023	1.431	1.45	0.489	0.512	0.855	0.781
1900	4.016	1.826	2.625	1.385	1.249	3.702	3.309	0.981	0.866	1.451	2.032
1901	4.927	1.523	2.368	1.228	1.498	1.768	1.855	0.715	0.642	1.142	1.797
1902	3.048	1.174	1.89	1.098	1.119	1.979	1.456	0.873	0.617	1.143	1.084
1903	2.927	1.102	2.161	0.671	0.766	1.579	1.754	0.563	0.511	1.106	1.478
1904	2.678	1.482	1.795	1.172	1.388	1.365	1.833	0.912	0.848	1.296	1.491
1905	2.317	1.106	1.763	1.203	1.207	2.214	1.96	1.099	0.971	1.66	1.956
1906	2.621	1.125	1.521	1.05	1.127	1.562	1.787	0.953	0.575	0.959	1.13
1907	1.877	1.39	1.676	0.866	1.015	1.419	1.322	0.723	0.759	1.276	1.515
1908	1.756	1.087	2.178	0.641	1.016	1.396	1.866	0.764	0.736	0.934	1.003
1909	2.293	1.552	1.516	1.002	1.221	1.917	1.56	0.921	0.803	1.435	1.529
1910	1.73	0.803	1.775	0.68	0.747	1.02	1.133	0.542	0.604	0.819	0.577
1911	1.431	0.415	1.149	0.543	0.436	1.048	0.605	0.427	0.294	0.531	0.619
1912	1.368	0.499	0.823	0.882	1.026	1.241	1.243	0.414	0.358	0.666	0.748
1913	1.187	0.927	1.076	0.712	0.597	1.017	1.383	0.267	0.359	0.4	0.286
1914	1.727	1.02	1.007	1.211	1.21	1.079	0.981	0.602	0.512	0.821	0.826
1915	1.647	1.26	1.084	1.173	1.211	1.206	1.123	0.812	0.639	1.043	1.141
1916	1.534	1.086	1.228	1.319	0.844	1.153	1.048	0.497	0.463	0.809	1.001
1917	1.725	0.958	1.107	0.669	0.452	0.713	0.605	0.403	0.281	0.576	0.969
1918	1.482	0.651	0.569	0.67	0.476	0.528	0.572	0.272	0.329	0.411	0.36
1919	1.786	0.87	0.737	1.036	0.636	1.108	0.929	0.511	0.405	0.878	0.689
1920	1.644	0.958	0.742	0.722	0.479	0.493	0.513	0.309	0.293	0.593	0.591
1921	1.448	0.722	0.606	0.756	0.508	0.84	0.904	0.585	0.432	0.993	0.853
1922	1.069	0.537	0.592	0.48	0.705	0.63	0.481	0.219	0.292	0.389	0.508
1923	0.929	0.097	0.181	0.495	0.218	0.293	0.45	0.208	0	0.284	0.138
1924	1.582	0.44	0.466	0.542	0.341	0.577	0.571	0.323	0.142	0.723	0.602
1925	1.202	0.288	0.441	0.306	0.358	0.319	0.399	0.138	0.394	0.286	0.251
1926	1.034	0.2	0.193	0.169	0.156	0.212	0.156	0.166	0.148	0.164	0.137
1927	1.491	0.464	0.524	0.392	0.42	0.607	0.654	0.145	0.189	0.349	0.414
1928	1.045	0.316	0.378	0.483	0.492	0.401	0.54	0.253	0.135	0.45	0.498
1929	0.728	0.032	0.213	0.298	0.186	0.201	0.214	0.08	0.174	0.059	0.125
1930	1.092	0.395	0.449	0.426	0.504	0.624	0.587	0.268	0.083	0.232	0.207
1931	0.883	0.194	0.274	0.195	0.136	0.074	0.094	0.062	0.085	0.116	0.074
