# Coulthard - Spatsum Fan Update - PIPO - ITRDB CAN679
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37372
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37372.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can679l-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/can679l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/can679l.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-01-30
#--------------------
# File_Last_Modified_Date
#   Date: 2023-01-30
#--------------------
# Title
#   Study_Name: Coulthard - Spatsum Fan Update - PIPO - ITRDB CAN679
#--------------------
# Investigators
#   Investigators: Coulthard, B.L.; Anchukaitis, K.J.; Brice, R.L.; Homfeld, I.K.
#--------------------
# Description_Notes_and_Keywords
#   Description:
#--------------------
# Publication
# Authors:
# Published_Date_or_Year:
# Published_Title:
# Journal_Name:
# Volume:
# Edition:
# Issue:
# Pages:
# DOI:
# Full_Citation:
# Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Spatsum Fan
#   Location: Canada
#   Northernmost_Latitude: 50.54
#   Southernmost_Latitude: 50.54
#   Easternmost_Longitude: -121.27
#   Westernmost_Longitude: -121.27
#   Elevation_m: 490
#--------------------
# Data_Collection
#   Collection_Name: CAN679l
#   First_Year: 1719
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SP01AAUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP01AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP02AAUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP02AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP02BBUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP02BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP03AAUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP03AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP03BBUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP03BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP05AAUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP05AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP05BBUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP05BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP06AAUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP06AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP06BBUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP06BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP07AAUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP07AAUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SP07BBUn_raw	latewood width,,,millimeter,,tree ring,,,N,Tree ID: SP07BBUn_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SP01AAUn_raw	SP02AAUn_raw	SP02BBUn_raw	SP03AAUn_raw	SP03BBUn_raw	SP05AAUn_raw	SP05BBUn_raw	SP06AAUn_raw	SP06BBUn_raw	SP07AAUn_raw	SP07BBUn_raw
1949	0.254	0.106	0.127	0.104	0.059	0.105	0.074	0.047	0.037	0.132	0.093
1950	0.416	0.082	0.139	0.151	0.099	0.155	0.158	0.099	0.056	0.12	0.13
1951	0.248	0.109	0.229	0.152	0.164	0.125	0.156	0.063	0.062	0.116	0.11
1952	0.141	0.112	0.188	0.158	0.146	0.118	0.133	0.063	0.044	0.142	0.151
1953	0.363	0.072	0.144	0.144	0.129	0.091	0.071	0.057	0.036	0.149	0.106
1954	0.213	0.108	0.124	0.161	0.105	0.095	0.111	0.073	0.135	0.27	0.255
1955	0.239	0.106	0.215	0.131	0.097	0.091	0.083	0.05	0.044	0.171	0.131
1956	0.234	0.084	0.188	0.126	0.146	0.094	0.082	0.109	0.059	0.082	0.234
1957	0.363	0.181	0.158	0.103	0.134	0.108	0.13	0.092	0.121	0.238	0.215
1958	0.221	0.098	0.114	0.093	0.089	0.085	0.089	0.079	0.078	0.094	0.143
1959	0.156	0.075	0.057	0.077	0.087	0.07	0.07	0.057	0.042	0.099	0.046
1960	0.116	0.061	0.047	0.114	0.092	0.057	0.065	0.049	0.035	0.064	0.102
1961	0.093	0.055	0.042	0.111	0.08	0.069	0.063	0.045	0.05	0.083	0.066
1962	0.217	0.104	0.118	0.114	0.088	0.066	0.061	0.057	0.062	0.105	0.088
1963	0.262	0.138	0.22	0.123	0.11	0.141	0.073	0.057	0.041	0.122	0.109
1964	0.308	0.125	0.304	0.104	0.116	0.104	0.079	0.086	0.072	0.137	0.217
1965	0.359	0.168	0.193	0.221	0.203	0.121	0.072	0.139	0.076	0.104	0.074
1966	0.389	0.179	0.256	0.349	0.203	0.382	0.135	0.093	0.147	0.425	0.368
1967	0.426	0.163	0.244	0.055	0.06	0.092	0.079	0.092	0.056	0.123	0.12
1968	0.134	0.082	0.092	0.057	0.073	0.053	0.086	0.068	0.056	0.06	0.056
1969	0.529	0.153	0.119	0.164	0.084	0.149	0.066	0.069	0.081	0.224	0.197
1970	0.155	0.087	0.123	0.059	0.074	0.052	0.053	0.056	0.048	0.026	0.075
1971	0.112	0.083	0.103	0.079	0.094	0.066	0.041	0.063	0.055	0.083	0.049
1972	0.175	0.096	0.088	0.13	0.18	0.122	0.078	0.075	0.088	0.13	0.154
1973	0.087	0.04	0.048	0.045	0.053	0.047	0.03	0	0.034	0.1	0.089
1974	0.211	0.1	0.06	0.105	0.11	0.109	0.047	0.081	0.057	0.059	0.066
1975	0.258	0.055	0.071	0.076	0.092	0.073	0.087	0.056	0.061	0.108	0.094
1976	0.079	0.04	0.036	0.129	0.075	0.05	0.055	0.037	0.061	0.119	0.176
1977	0.064	0.044	0.034	0.04	0.044	0.055	0.044	0	0	0.046	0.088
1978	0.08	0.097	0.039	0.106	0.086	0.065	0.056	0.038	0.043	0.062	0.076
1979	0.069	0.056	0.055	0.061	0.073	0.111	0.057	0.138	0.058	0.032	0.058
1980	0.155	0.09	0.105	0.088	0.104	0.12	0.068	0.065	0.026	0.082	0.116
1981	0.228	0.059	0.07	0.148	0.091	0.163	0.094	0.086	0.1	0.12	0.15
1982	0.206	0.066	0.06	0.054	0.06	0.256	0.093	0.101	0.08	0.059	0.101
1983	0.178	0.103	0.057	0.12	0.094	0.113	0.066	0.071	0.029	0.141	0.167
1984	0.049	0.045	0.056	0.04	0.046	0.09	0.061	0.064	0.03	0.081	0.099
1985	0.131	0.04	0.052	0.071	0.072	0.065	0.046	0.046	0.022	0.033	0.068
1986	0.302	0.034	0.036	0.063	0.096	0.317	0.049	0.067	0.055	0.059	0.051
1987	0.041	0.021	0.041	0.056	0.033	0.062	0.046	0.039	0.024	0.042	0.037
1988	0.028	0	0.023	0.037	0.042	0.086	0.036	0	0.017	0.037	0.031
1989	0.075	0.029	0.032	0.04	0.042	0.079	0.052	0.05	0.04	0.064	0.048
1990	0.058	0.053	0.04	0.093	0.138	0.152	0.062	0.044	0.047	0.076	0.111
1991	0.081	0.03	0.056	0.109	0.185	0.098	0.079	0.082	0.034	0.052	0.065
1992	0.169	0.052	0.047	0.222	0.204	0.117	0.069	0.056	0.104	0.081	0.141
1993	0.051	0.035	0.052	0.203	0.182	0.125	0.1	0.063	0.053	0.066	0.131
1994	0.053	0.031	0.057	0.126	0.121	0.107	0.028	0.064	0.029	0.056	0.06
1995	0.136	0.041	0.039	0.092	0.096	0.136	0.07	0.051	0.065	0.039	0.11
1996	0.089	0.028	0.054	0.097	0.083	0.123	0.092	0.051	0.053	0.058	0.085
1997	0.297	0.084	0.06	0.302	0.262	0.221	0.069	0.034	0.034	0.168	0.13
1998	0.208	0.067	0.053	0.144	0.108	0.321	0.053	0.034	0.04	0.048	0.067
1999	0.121	0.047	0.048	0.231	0.092	0.144	0.058	0.051	0.033	0.143	0.156
2000	0.136	0.033	0.043	0.179	0.145	0.209	0.073	0.053	0.034	0.041	0.057
2001	0.096	0.062	0.063	0.081	0.085	0.164	0.043	0.022	0.026	0.065	0.067
2002	0.041	0.032	0.051	0.054	0.049	0.083	0.077	0.049	0.039	0.05	0.062
2003	0.044	0.041	0.042	0.109	0.066	0.105	0.083	0.056	0.044	0.058	0.061
2004	0.065	0.04	0.043	0.158	0.18	0.282	0.291	0.043	0.038	0.053	0.07
2005	0.065	0.04	0.052	0.171	0.109	0.181	0.146	0.035	0.045	0.076	0.059
2006	0.082	0.081	0.045	0.07	0.05	0.205	0.073	0.055	0.034	0.034	0.042
2007	0.082	0.099	0.069	0.248	0.119	0.268	0.103	0.051	0.023	0.033	0.065
2008	0.069	0.071	0.101	0.131	0.106	0.16	0.113	0.046	0.038	0.042	0.058
2009	0.069	0.024	0.043	0.061	0.077	0.117	0.065	0.051	0.043	0.047	0.076
2010	0.147	0.047	0.083	0.381	0.133	0.152	0.129	0.074	0.055	0.062	0.065
2011	0.146	0.062	0.059	0.276	0.152	0.289	0.125	0.052	0.051	0.043	0.039
2012	0.057	0	0.077	0.183	0.149	0.291	0.123	0.044	0.031	0.053	0.045
2013	0.087	0.063	0.049	0.244	0.127	0.135	0.126	0.084	0.065	0.067	0.046
2014	0.06	0.043	0.057	0.262	0.202	0.135	0.122	0.037	0.048	0.043	0.069
2015	0.053	0.032	0.043	0.21	0.113	0.111	0.102	0.072	0.056	0.068	0.071
2016	0.084	0.045	0.031	0.265	0.238	0.239	0.084	0.066	0.059	0.086	0.075
2017	0.066	0.046	0.051	0.24	0.211	0.318	0.119	0.065	0.052	0.037	0.062
2018	0.125	0.031	0.089	0.286	0.147	0.308	0.093	0.104	0.05	0.054	0.055
