# Dobry - Seymour Watershed Vancouver - THPL - ITRDB CANA109
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3120
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3120.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana109-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana109-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana109.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana109.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Dobry - Seymour Watershed Vancouver - THPL - ITRDB CANA109
#--------------------
# Investigators
#   Investigators: Dobry, J.; Klinka, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Seymour Watershed Vancouver
#   Location: British Columbia
#   Northernmost_Latitude: 49.53
#   Southernmost_Latitude: 49.53
#   Easternmost_Longitude: -123.03
#   Westernmost_Longitude: -123.03
#   Elevation_m: 560
#--------------------
# Data_Collection
#   Collection_Name: CANA109
#   First_Year: 1539
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Thuja plicata Donn ex D. Don
#   Common_Name: western redcedar
#   Tree_Species_Code: THPL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SE0011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SE0071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SE0071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SE0011_raw	SE0012_raw	SE0021_raw	SE0022_raw	SE0031_raw	SE0032_raw	SE0041_raw	SE0051_raw	SE0061_raw	SE0071_raw
1613	1.55	1.27	NA	NA	NA	NA	0.9	0.91	NA	NA
1614	1.34	1.27	NA	NA	NA	NA	0.83	0.83	NA	NA
1615	1.49	1.37	NA	NA	NA	NA	0.8	0.84	NA	NA
1616	1.42	1.33	NA	NA	NA	NA	0.95	0.99	NA	NA
1617	1.62	1.61	NA	NA	NA	NA	0.84	0.97	NA	NA
1618	1.51	1.23	NA	NA	NA	NA	0.82	1.05	NA	NA
1619	1	0.82	NA	NA	NA	NA	0.48	0.92	NA	NA
1620	1.19	1.12	NA	NA	NA	NA	0.72	1.13	NA	NA
1621	1.34	1.3	NA	NA	NA	NA	0.79	1.24	NA	NA
1622	1.26	1.32	NA	NA	NA	NA	0.41	0.9	NA	NA
1623	0.97	1.11	NA	NA	NA	NA	0.43	0.82	NA	NA
1624	1.15	1.32	NA	NA	NA	NA	0.73	0.98	NA	NA
1625	1.31	1.44	NA	NA	NA	NA	0.78	1.01	NA	NA
1626	1.26	1.3	NA	NA	NA	NA	0.58	0.92	NA	NA
1627	1.59	1.26	NA	NA	NA	NA	0.54	0.89	NA	NA
1628	1.38	1.27	NA	NA	NA	NA	0.62	1.09	NA	NA
1629	1.65	1.67	NA	NA	NA	NA	0.8	1.34	NA	NA
1630	1.79	1.67	NA	NA	NA	NA	0.86	1.28	NA	NA
1631	1.27	1.18	NA	NA	NA	NA	0.55	0.72	NA	NA
1632	1.76	1.34	NA	NA	NA	NA	0.75	1.07	NA	NA
1633	1.5	1.24	NA	NA	NA	NA	0.74	0.8	NA	NA
1634	1.34	1.09	NA	NA	NA	NA	0.72	0.69	NA	NA
1635	1.54	1.21	NA	NA	NA	NA	0.93	0.97	NA	NA
1636	1.6	1.32	NA	NA	NA	NA	0.82	0.88	NA	NA
1637	1.42	1.28	NA	NA	NA	NA	0.66	0.68	NA	NA
1638	1.76	1.56	NA	NA	NA	NA	0.74	0.88	NA	NA
1639	1.81	1.47	NA	NA	NA	NA	0.86	1	NA	NA
1640	1.13	1.26	NA	NA	NA	NA	0.75	0.79	NA	NA
1641	1.47	1.25	NA	NA	NA	NA	0.74	0.91	NA	NA
1642	1.63	1.26	NA	NA	NA	NA	0.93	0.91	NA	NA
1643	1.17	1.1	NA	NA	NA	NA	0.65	0.67	NA	NA
1644	1.14	1	NA	NA	NA	NA	0.62	0.6	NA	NA
1645	1.22	0.83	NA	NA	NA	NA	0.51	0.78	NA	NA
1646	1.26	1.05	NA	NA	NA	NA	0.44	0.75	NA	NA
1647	1.5	1.36	NA	NA	NA	NA	0.57	0.79	NA	NA
1648	1.14	1.18	NA	NA	NA	NA	0.52	0.6	NA	NA
1649	1.1	1.33	NA	NA	NA	NA	0.38	0.38	NA	NA
1650	1.45	1.49	NA	NA	NA	NA	0.64	0.67	NA	NA
1651	1.57	1.41	NA	NA	NA	NA	0.63	0.75	NA	NA
1652	1.57	1.56	NA	NA	NA	NA	0.55	0.66	NA	NA
1653	1.08	1.19	NA	NA	NA	NA	0.45	0.56	NA	NA
1654	1.57	1.45	NA	NA	NA	NA	0.52	0.8	NA	NA
1655	1.55	1.39	NA	NA	NA	NA	0.46	0.77	NA	NA
1656	1.16	1.26	NA	NA	NA	NA	0.4	0.67	NA	NA
1657	1.46	1.38	NA	NA	NA	NA	0.63	0.97	NA	NA
1658	1.41	1.44	NA	NA	NA	NA	0.63	0.79	NA	NA
1659	1.08	0.81	NA	NA	NA	NA	0.61	0.69	NA	NA
1660	1.24	0.99	NA	NA	NA	NA	0.54	0.79	NA	NA
1661	1.4	1.39	NA	NA	NA	NA	0.63	0.81	NA	NA
1662	1.02	1.18	NA	NA	NA	NA	0.56	0.61	NA	NA
1663	0.64	0.86	NA	NA	NA	NA	0.24	0.29	NA	NA
1664	0.7	1.02	NA	NA	NA	NA	0.47	0.54	NA	NA
1665	0.79	1.13	NA	NA	NA	NA	0.49	0.69	NA	NA
1666	0.88	1.07	NA	NA	NA	NA	0.52	0.7	NA	NA
1667	1.09	1.25	NA	NA	NA	NA	0.69	0.64	NA	1.39
1668	0.78	1.19	NA	NA	NA	NA	0.55	0.54	NA	1.31
1669	1	1.42	NA	NA	NA	NA	0.58	0.61	NA	1.47
1670	0.96	1.37	NA	NA	NA	NA	0.59	0.56	NA	1.12
1671	0.7	1.12	NA	NA	NA	NA	0.59	0.55	NA	0.77
1672	0.96	1.5	NA	NA	NA	NA	0.83	0.69	NA	1.09
1673	1.09	1.3	NA	NA	NA	NA	0.75	0.78	NA	1.25
1674	1.12	1.27	NA	NA	NA	NA	0.62	0.64	NA	1.31
1675	0.8	1.23	NA	NA	NA	NA	0.72	0.77	NA	1.12
1676	1.08	1.32	NA	NA	NA	NA	0.7	0.8	NA	1.21
1677	0.9	1.19	NA	NA	NA	NA	0.44	0.54	NA	0.95
1678	0.67	0.87	NA	NA	NA	NA	0.08	0.24	NA	0.67
1679	0.96	1.16	NA	NA	NA	NA	0.33	0.47	NA	1.05
1680	0.8	1.02	NA	NA	NA	NA	0.3	0.58	NA	0.98
1681	0.9	1.28	NA	NA	NA	NA	0.39	0.77	NA	1.09
1682	0.97	1.29	NA	NA	NA	NA	0.47	0.63	NA	1.18
1683	0.84	1.01	NA	NA	NA	NA	0.43	0.41	NA	1.05
1684	1.06	1.34	NA	NA	NA	NA	0.71	0.72	NA	1.26
1685	1.11	1.59	NA	NA	NA	NA	0.7	0.73	NA	1.52
1686	1.07	1.44	NA	NA	NA	NA	0.55	0.73	NA	1.46
1687	1.11	0.65	NA	NA	NA	NA	0.46	0.78	NA	1.35
1688	0.82	0.96	NA	NA	NA	NA	0.58	0.59	NA	1.28
1689	0.96	1.15	NA	NA	NA	NA	0.61	0.56	NA	1.27
1690	0.97	1.26	NA	NA	NA	NA	0.63	0.68	NA	1.51
1691	0.91	1.29	NA	NA	NA	NA	0.53	0.48	NA	1.24
1692	0.72	1.21	NA	NA	NA	NA	0.41	0.39	NA	1.18
1693	0.88	1.49	NA	NA	NA	NA	0.67	0.44	NA	1.39
1694	0.63	0.91	NA	NA	NA	NA	0.52	0.46	NA	1.29
1695	1.02	1.49	NA	NA	NA	NA	0.74	0.69	NA	1.51
1696	0.57	0.9	NA	NA	NA	NA	0.57	0.6	NA	0.91
1697	0.51	0.87	NA	NA	NA	NA	0.47	0.46	NA	1.01
1698	0.58	0.93	NA	NA	NA	NA	0.38	0.36	NA	1.17
1699	0.51	0.84	NA	NA	NA	NA	0.28	0.31	NA	0.97
1700	0.65	1	NA	NA	NA	NA	0.4	0.33	NA	1.17
1701	0.7	1.18	NA	NA	NA	NA	0.45	0.43	NA	1.02
1702	0.7	1.17	NA	NA	NA	NA	0.46	0.5	NA	1.14
1703	0.73	1.18	NA	NA	NA	NA	0.55	0.62	NA	1.07
1704	0.96	1.31	NA	NA	NA	NA	0.73	0.75	NA	1.28
1705	0.94	1.38	NA	NA	NA	NA	0.55	0.58	NA	1
1706	0.72	1.11	NA	NA	NA	NA	0.34	0.41	NA	0.54
1707	0.87	1.06	NA	NA	NA	NA	0.52	0.53	NA	0.42
1708	0.86	1.17	NA	NA	NA	NA	0.76	0.59	NA	0.4
1709	0.98	1.29	NA	NA	NA	NA	0.94	0.59	NA	0.59
1710	0.88	1.27	NA	NA	NA	NA	0.76	0.5	NA	0.69
1711	0.78	1.1	NA	NA	NA	NA	0.4	0.4	NA	0.63
1712	0.83	1.15	NA	NA	NA	NA	0.47	0.41	NA	0.66
1713	0.9	1.17	NA	NA	NA	NA	0.63	0.58	NA	0.91
1714	0.92	1.3	NA	NA	NA	NA	0.73	0.67	NA	0.8
1715	0.67	1.04	NA	NA	NA	NA	0.55	0.43	NA	0.69
1716	0.84	1.26	NA	NA	NA	NA	0.62	0.59	NA	1.07
1717	0.89	1.36	NA	NA	NA	NA	0.66	0.55	NA	1.11
1718	0.79	1.06	NA	NA	NA	NA	0.51	0.43	NA	1.07
1719	0.88	1.08	NA	NA	NA	NA	0.53	0.52	NA	1.27
1720	0.82	1.11	NA	NA	NA	NA	0.64	0.53	NA	1.45
1721	0.78	0.94	NA	NA	NA	NA	0.39	0.3	NA	1.31
1722	0.77	1.06	NA	NA	NA	NA	0.42	0.35	NA	1.36
1723	0.87	1.05	NA	NA	NA	NA	0.59	0.35	NA	1.82
1724	0.94	1.21	NA	NA	NA	NA	0.61	0.47	NA	1.55
1725	0.94	1.16	NA	NA	NA	NA	0.59	0.37	NA	1.39
1726	0.77	1.17	NA	NA	NA	NA	0.42	0.27	NA	1.08
1727	0.95	1.17	NA	NA	NA	NA	0.46	0.42	NA	1.24
1728	1.07	1.18	NA	NA	NA	NA	0.67	0.41	NA	1.62
1729	0.78	0.93	NA	NA	NA	NA	0.48	0.29	NA	1.19
1730	0.57	0.85	NA	NA	NA	NA	0.29	0.25	NA	1.16
1731	0.83	1.11	NA	NA	NA	NA	0.31	0.36	NA	1.31
1732	0.84	1.12	NA	NA	NA	NA	0.59	0.56	NA	1.28
1733	0.76	1.21	NA	NA	NA	NA	0.56	0.59	NA	1.36
1734	0.84	1.14	NA	NA	NA	NA	0.55	0.51	NA	1.16
1735	0.94	1.4	NA	NA	NA	NA	0.73	0.55	NA	1.06
1736	1.21	1.23	NA	NA	NA	NA	0.82	0.59	NA	1.17
1737	1.05	1.13	NA	NA	NA	NA	0.69	0.6	NA	1.19
1738	1.32	1.34	NA	NA	NA	NA	0.87	0.77	NA	1.32
1739	1.03	1.22	NA	NA	NA	NA	0.87	0.68	NA	1.34
1740	1.16	1.23	NA	NA	NA	NA	0.66	0.57	NA	1.24
1741	0.92	1.05	NA	NA	NA	NA	0.46	0.35	NA	0.77
1742	0.82	0.98	NA	1.61	NA	NA	0.44	0.4	NA	0.83
1743	0.77	0.99	NA	1.41	NA	NA	0.52	0.39	NA	0.87
1744	0.63	0.8	NA	1.34	NA	NA	0.45	0.34	NA	0.85
1745	0.75	1.04	NA	1.79	NA	NA	0.36	0.38	NA	0.87
1746	0.84	1.15	NA	2.13	NA	NA	0.56	0.53	NA	0.97
1747	0.95	1.07	NA	2.23	NA	NA	0.59	0.44	NA	1.14
1748	0.87	0.91	NA	1.72	NA	NA	0.5	0.41	NA	1.08
1749	1.03	1.14	NA	2.57	NA	NA	0.77	0.52	NA	1.31
1750	1.02	1.18	NA	1.98	NA	NA	0.7	0.53	NA	1.14
1751	1.01	1.31	NA	1.79	NA	NA	0.76	0.54	NA	1.18
1752	1.09	1.38	NA	1.66	NA	3.34	0.8	0.68	NA	1.38
1753	0.81	1.05	NA	1.62	NA	2.67	0.51	0.42	NA	1.21
1754	0.49	0.81	NA	0.96	NA	2.97	0.27	0.14	NA	0.97
1755	0.63	0.79	NA	1.31	NA	3.15	0.31	0.26	NA	1.06
1756	0.83	0.93	NA	1.53	NA	2.8	0.4	0.43	NA	1.26
1757	0.76	0.7	NA	1.5	NA	2.51	0.49	0.42	NA	1.13
1758	0.81	0.82	NA	1.52	NA	2.7	0.56	0.51	NA	1.06
1759	0.9	0.91	NA	1.61	NA	2.77	0.66	0.62	NA	1.3
1760	0.75	0.86	NA	1.4	NA	2.37	0.67	0.65	NA	1.21
1761	0.75	0.98	NA	1.41	NA	2.11	0.61	0.57	NA	1.06
1762	0.86	1.1	NA	1.71	NA	2.45	0.66	0.55	NA	0.91
1763	1.11	1.53	NA	1.7	NA	3.04	0.49	0.61	NA	1.07
1764	1.07	1.43	NA	1.81	NA	3.36	0.63	0.56	NA	1.12
1765	0.77	1.12	NA	1.78	NA	3.77	0.65	0.52	NA	1.29
1766	0.92	1.41	NA	2.27	NA	3.81	0.68	0.61	NA	1.63
1767	1.02	1.49	NA	1.92	NA	2.95	0.63	0.57	NA	1.55
1768	0.97	1.21	NA	1.62	NA	2.58	0.58	0.4	NA	1.31
1769	0.91	1.16	NA	1.76	NA	2.5	0.56	0.38	NA	1.38
1770	0.89	1.2	NA	2.37	NA	2.77	0.66	0.31	NA	1.59
1771	0.73	1.16	NA	1.97	NA	2.62	0.46	0.31	NA	1.65
1772	0.79	1.2	NA	1.85	NA	2.8	0.59	0.52	NA	1.87
1773	0.86	1.35	NA	2.18	NA	2.83	0.63	0.65	NA	1.7
1774	0.84	1.65	NA	2.64	NA	2.47	0.63	0.6	NA	1.61
