# Lamarche - St. Helens - PHAS - ITRDB AUSL019
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3851
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3851.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl019-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ausl019-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/australia/ausl019.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ausl019.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Lamarche - St. Helens - PHAS - ITRDB AUSL019
#--------------------
# Investigators
#   Investigators: Lamarche, V.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-01.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: St. Helens
#   Location: Tasmania
#   Northernmost_Latitude: -41.18
#   Southernmost_Latitude: -41.18
#   Easternmost_Longitude: 148.0
#   Westernmost_Longitude: 148.0
#   Elevation_m: 750
#--------------------
# Data_Collection
#   Collection_Name: AUSL019
#   First_Year: 1507
#   Last_Year: 1974
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Phyllocladus aspleniifolius (Labill.) Hook. f.
#   Common_Name: celery top pine
#   Tree_Species_Code: PHAS
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SHT062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT093_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT093; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT411_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT411; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT421_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT421; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SHT431_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SHT431; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SHT062_raw	SHT072_raw	SHT082_raw	SHT093_raw	SHT132_raw	SHT411_raw	SHT421_raw	SHT431_raw
1593	NA	NA	NA	NA	NA	NA	NA	0.04
1594	NA	NA	NA	NA	NA	NA	NA	0.2
1595	NA	NA	NA	NA	NA	NA	NA	0.08
1596	NA	NA	NA	NA	NA	NA	NA	0.27
1597	NA	NA	NA	NA	NA	NA	NA	0.15
1598	NA	NA	NA	NA	NA	NA	NA	0.36
1599	NA	NA	NA	NA	NA	NA	NA	0.22
1600	NA	NA	NA	NA	NA	NA	NA	0.39
1601	NA	NA	NA	NA	NA	NA	NA	0.3
1602	NA	NA	NA	NA	NA	NA	NA	0.11
1603	NA	NA	NA	NA	NA	NA	NA	0.03
1604	NA	NA	NA	NA	NA	NA	NA	0.18
1605	NA	NA	NA	NA	NA	NA	NA	0.04
1606	NA	NA	NA	NA	NA	NA	NA	0.36
1607	NA	NA	NA	NA	NA	NA	NA	0.16
1608	NA	NA	NA	NA	NA	NA	NA	0.27
1609	NA	NA	NA	NA	NA	NA	NA	0.33
1610	NA	NA	NA	NA	NA	NA	NA	0.19
1611	NA	NA	NA	NA	NA	NA	NA	0.18
1612	NA	NA	NA	NA	NA	NA	NA	0.21
1613	NA	NA	NA	NA	NA	NA	NA	0.24
1614	NA	NA	NA	NA	NA	NA	NA	0.28
1615	NA	NA	NA	NA	NA	NA	NA	0.17
1616	NA	NA	NA	NA	NA	NA	NA	0.13
1617	NA	NA	NA	NA	NA	NA	NA	0.29
1618	NA	NA	NA	NA	NA	NA	NA	0.14
1619	NA	NA	NA	NA	NA	NA	NA	0.15
1620	NA	NA	NA	NA	NA	NA	NA	0.17
1621	NA	NA	NA	NA	NA	NA	NA	0.12
1622	NA	NA	NA	NA	0.57	NA	NA	0.18
1623	NA	NA	NA	NA	0.81	NA	NA	0.07
1624	NA	NA	NA	NA	0.66	NA	NA	0.21
1625	NA	NA	NA	NA	0.47	NA	NA	0.02
1626	NA	NA	NA	NA	0.77	NA	NA	0.09
1627	NA	NA	NA	NA	0.65	NA	NA	0.13
1628	NA	NA	NA	NA	0.67	NA	NA	0.01
1629	NA	NA	NA	NA	0.59	NA	NA	0.16
1630	NA	NA	NA	NA	0.47	NA	NA	0.09
1631	NA	NA	NA	NA	0.47	NA	NA	0.31
1632	NA	NA	NA	NA	0.57	NA	NA	0.12
1633	NA	NA	NA	NA	0.49	NA	NA	0.32
1634	NA	NA	NA	NA	0.18	NA	NA	0.09
1635	NA	NA	NA	NA	0.48	NA	NA	0.3
1636	NA	NA	NA	NA	0.51	NA	NA	0.13
1637	NA	NA	NA	NA	0.33	NA	NA	0.17
1638	NA	NA	NA	NA	0.33	NA	NA	0.14
1639	NA	NA	NA	NA	0.52	NA	NA	0.07
1640	NA	NA	NA	NA	0.52	NA	NA	0.13
1641	NA	NA	NA	NA	0.48	NA	NA	0.05
1642	NA	NA	NA	0.49	0.61	NA	NA	0.13
1643	NA	NA	NA	0.14	0.69	NA	NA	0.03
1644	NA	NA	NA	0.41	0.66	NA	NA	0.18
1645	NA	NA	0.2	0.34	0.41	NA	NA	0.07
1646	NA	NA	0.18	0.52	0.52	NA	NA	0.14
1647	NA	NA	0.16	0.37	0.72	NA	NA	0.09
1648	NA	NA	0.16	0.44	0.44	NA	NA	0.21
1649	NA	NA	0.18	0.26	0.73	NA	NA	0.08
1650	NA	NA	0.12	0.41	0.42	NA	NA	0.28
1651	NA	NA	0.27	0.42	0.86	NA	NA	0.09
1652	NA	NA	0.13	0.19	0.55	NA	NA	0.17
1653	NA	NA	0.3	0.57	0.91	NA	NA	0.07
1654	NA	NA	0.2	0.37	0.42	NA	NA	0.22
1655	NA	NA	0.4	0.6	0.88	NA	NA	0.06
1656	NA	NA	0.24	0.2	0.59	NA	NA	0.25
1657	NA	NA	0.34	0.57	0.9	NA	NA	0.13
1658	NA	NA	0.33	0.47	0.49	NA	NA	0.37
1659	NA	NA	0.21	0.57	0.87	NA	NA	0.24
1660	NA	NA	0.12	0.15	0.6	NA	NA	0.11
1661	NA	0.51	0.34	0.68	0.5	NA	NA	0.32
1662	NA	0.25	0.32	0.36	0.24	NA	NA	0.16
1663	NA	0.45	0.32	0.6	0.77	NA	NA	0.33
1664	NA	0.42	0.43	0.98	0.73	NA	NA	0.42
1665	NA	0.29	0.35	0.61	0.78	NA	NA	0.07
1666	NA	0.39	0.47	1.24	0.92	NA	NA	0.27
1667	NA	0.26	0.38	0.91	0.48	NA	NA	0.15
1668	NA	0.53	0.6	1.5	0.66	NA	NA	0.36
1669	NA	0.31	0.45	1.55	0.54	NA	NA	0.3
1670	NA	0.44	0.48	1	0.97	NA	NA	0.3
1671	NA	0.27	0.25	0.86	0.81	NA	NA	0.09
1672	NA	0.52	0.44	1	0.96	NA	NA	0.26
1673	NA	0.26	0.3	0.47	0.45	NA	NA	0.17
1674	NA	0.25	0.36	0.71	0.86	NA	NA	0.32
1675	NA	0.15	0.16	0.51	0.38	NA	NA	0.15
1676	NA	0.27	0.1	0.58	0.67	NA	NA	0.32
1677	NA	0.28	0.07	0.34	0.31	NA	NA	0.11
1678	NA	0.26	0.18	0.47	0.66	NA	NA	0.34
1679	NA	0.33	0.16	0.36	0.44	NA	NA	0.12
1680	NA	0.49	0.27	0.49	0.73	NA	NA	0.36
1681	NA	0.32	0.2	0.5	0.67	NA	NA	0.14
1682	NA	0.72	0.24	0.34	1.02	NA	NA	0.31
1683	NA	0.31	0.15	0.57	0.75	NA	NA	0.1
1684	NA	0.77	0.27	0.4	0.76	NA	NA	0.31
1685	NA	0.65	0.39	0.87	0.66	NA	NA	0.21
1686	NA	0.72	0.35	0.84	0.64	NA	NA	0.6
1687	NA	0.34	0.13	0.37	0.85	NA	NA	0.16
1688	NA	0.36	0.15	0.8	1.32	NA	NA	0.39
1689	NA	0.45	0.14	0.65	0.65	NA	NA	0.23
1690	NA	0.55	0.19	0.6	0.85	NA	NA	0.47
1691	NA	0.66	0.14	0.76	0.68	NA	NA	0.15
1692	NA	0.93	0.25	1.07	0.69	NA	NA	0.48
1693	NA	0.56	0.21	1.11	0.81	NA	NA	0.31
1694	NA	1.29	0.38	1.34	1.07	NA	NA	0.52
1695	NA	0.98	0.41	1.69	0.54	0.19	NA	0.38
1696	NA	1.19	0.44	1.26	0.84	0.28	NA	0.29
1697	NA	1.24	0.7	2.26	0.71	0.31	NA	0.56
1698	NA	1.24	0.67	1.69	0.53	0.38	NA	0.82
1699	NA	0.96	0.38	1.23	0.7	0.33	NA	0.39
1700	NA	1.16	0.62	2.27	0.78	0.29	NA	0.67
1701	NA	1.15	0.37	1.6	0.67	0.3	NA	0.34
1702	NA	1.24	0.56	0.98	0.75	0.36	NA	0.33
1703	NA	0.94	0.42	1.72	0.49	0.45	NA	0.09
1704	0.34	0.94	0.38	0.48	0.61	0.29	NA	0.21
1705	0.33	1.03	0.54	1.1	0.77	0.28	NA	0.16
1706	0.27	0.77	0.61	0.89	0.44	0.26	NA	0.48
1707	0.25	0.37	0.2	0.33	0.68	0.26	NA	0.06
1708	0.41	0.45	0.45	0.7	0.7	0.27	NA	0.19
1709	0.22	0.22	0.21	0.35	0.18	0.42	NA	0.04
1710	0.52	0.69	0.34	0.61	0.44	0.28	NA	0.31
1711	0.28	0.19	0.19	0.29	0.13	0.29	NA	0.06
1712	0.41	0.38	0.24	0.43	0.38	0.24	NA	0.27
1713	0.39	0.39	0.25	0.4	0.12	0.29	NA	0.24
1714	0.43	0.28	0.13	0.2	0.42	0.3	NA	0.3
1715	0.3	0.32	0.11	0.5	0.26	0.23	NA	0.08
1716	0.58	0.54	0.61	0.6	0.41	0.36	NA	0.39
1717	0.35	0.31	0.28	0.37	0.1	0.45	NA	0.17
1718	0.39	0.41	0.33	0.45	0.58	0.37	NA	0.2
1719	0.37	0.41	0.18	0.37	0.22	0.25	NA	0.07
1720	0.45	0.75	0.42	0.6	0.71	0.19	NA	0.33
1721	0.26	0.38	0.2	0.31	0.38	0.12	NA	0.04
1722	0.62	0.53	0.34	0.58	0.68	0.07	NA	0.34
1723	0.34	0.38	0.29	0.39	0.15	0.04	NA	0.03
1724	0.53	0.54	0.48	0.69	0.45	0.09	NA	0.37
1725	0.34	0.32	0.38	0.57	0.07	0.16	NA	0.14
1726	0.73	0.89	0.41	1.29	0.34	0.21	NA	0.59
1727	0.37	0.34	0.21	0.62	0.1	0.32	NA	0.18
1728	0.56	0.59	0.31	1.27	0.45	0.27	NA	0.46
1729	0.6	0.48	0.36	1.45	0.18	0.18	NA	0.41
1730	0.33	0.21	0.19	0.44	0.2	0.19	NA	0.2
1731	0.67	0.34	0.4	1.45	0.28	0.08	NA	0.48
1732	0.48	0.32	0.34	0.53	0.03	0.17	NA	0.2
1733	0.77	0.66	0.56	1.48	0.21	0.27	NA	0.66
1734	0.64	0.17	0.62	0.95	0.02	0.4	NA	0.16
1735	0.64	0.32	0.36	1.43	0.29	0.28	NA	0.45
1736	0.41	0.14	0.32	0.86	0.09	0.2	NA	0.12
1737	0.72	0.48	0.67	1.79	0.3	0.11	NA	0.51
1738	0.42	0.24	0.44	0.83	0.05	0.35	NA	0.21
1739	0.45	0.31	0.48	1.36	0.42	0.39	NA	0.38
1740	0.34	0.26	0.38	0.73	0.18	0.3	NA	0.22
1741	0.75	0.58	0.56	1.18	0.31	0.27	NA	0.39
1742	0.57	0.28	0.46	0.97	0.14	0.29	NA	0.16
1743	0.69	0.6	0.6	1.72	0.32	0.31	NA	0.37
1744	0.51	0.44	0.57	1.41	0.13	0.34	NA	0.27
1745	0.34	0.24	0.39	0.46	0.3	0.28	NA	0.23
1746	0.5	0.49	0.5	0.72	0.2	0.39	NA	0.24
1747	0.33	0.17	0.48	0.45	0.05	0.44	NA	0.11
1748	0.27	0.51	0.8	1.01	0.3	0.56	NA	0.35
1749	0.05	0.19	0.44	0.33	0.03	0.35	NA	0.1
1750	0.19	0.34	0.77	0.86	0.35	0.26	NA	0.22
1751	0.32	0.46	0.65	0.72	0	0.13	NA	0.22
1752	0.17	0.51	0.98	1.11	0.14	0	NA	0.23
1753	0.34	0.49	0.77	1.04	0	0	NA	0.26
1754	0.1	0.16	0.4	0.23	0	0.17	NA	0.12
1755	0.44	0.53	0.74	0.49	0.14	0.2	NA	0.37
1756	0.4	0.3	0.69	0.41	0.28	0.11	NA	0.26
1757	0.22	0.68	1.05	0.14	0.09	0.19	NA	0.34
1758	0.36	0.22	0.65	0.66	0.18	0.38	NA	0.27
1759	0.32	0.85	1.05	0.55	0.06	0.28	NA	0.69
1760	0.69	0.78	0.68	1.27	0.34	0.32	NA	0.6
1761	0.48	1.04	1.13	0.82	0.13	0.39	NA	0.5
1762	0.57	0.73	0.59	1.05	0.22	0.4	NA	0.48
1763	0.37	0.71	0.62	1.06	0.05	0.3	NA	0.3
1764	0.33	0.24	0.29	0.37	0.13	0.19	NA	0.25
1765	0.4	0.38	0.52	0.57	0.16	0.15	NA	0.52
1766	0.46	0.29	0.42	0.53	0	0.17	NA	0.4
1767	0.64	0.35	0.88	0.88	0.26	0.16	NA	0.64
1768	0.2	0.28	0.5	0.43	0	0.18	NA	0.27
1769	0.55	0.4	0.86	0.8	0.24	0.32	NA	0.33
1770	0.44	0.38	0.85	0.96	0.1	0.31	NA	0.38
1771	0.15	0.22	0.44	0.51	0.16	0.18	NA	0.09
1772	0.49	0.27	0.99	1.14	0.24	0.23	NA	0.25
1773	0.37	0.19	0.63	0.89	0.22	0.25	NA	0.15
1774	0.4	0.45	0.89	0.84	0.16	0.36	NA	0.44
1775	0.35	0.48	0.93	0.95	0.36	0.29	NA	0.3
1776	0.24	0.23	0.57	0.47	0.11	0.23	NA	0.22
1777	0.4	0.16	0.62	0.73	0	0.25	NA	0.16
1778	0.61	0.51	0.95	1.1	0.51	0.44	NA	0.44
1779	0.3	0.23	0.54	0.48	0.23	0.48	NA	0.15
1780	0.51	0.2	0.81	0.98	0.31	0.42	NA	0.41
1781	0.51	0.84	0.76	1.23	0.14	0.53	NA	0.22
1782	0.49	0.23	0.74	1.24	0.13	0.34	NA	0.46
1783	0.57	0.48	0.83	1.35	0.03	0.42	NA	0.13
1784	0.8	0.6	1.2	1.43	0.26	0.45	NA	0.49
1785	0.38	0.24	0.59	0.55	0	0.35	NA	0.22
1786	0.64	0.19	0.68	0.4	0.11	0.42	NA	0.37
1787	0.41	0.4	0.43	0.14	0	0.38	NA	0.18
1788	0.63	0.62	0.68	0.46	0.24	0.29	NA	0.35
1789	0.28	0.12	0.33	0.1	0.03	0.16	NA	0.07
1790	0.32	0.2	0.51	0.43	0.17	0.14	NA	0.23
1791	0.5	0.73	0.71	0.47	0.15	0.22	NA	0.2
1792	0.58	0.54	0.75	0.83	0.51	0.41	NA	0.41
1793	0.53	0.5	0.61	0.31	0.14	0.3	NA	0.14
1794	0.76	0.61	0.79	0.53	0.51	0.43	NA	0.38
1795	0.58	0.32	0.63	0.41	0.35	0.4	NA	0.2
1796	0.27	0.29	0.72	0.13	0.18	0.38	NA	0.41
1797	0.63	0.53	1.11	0.55	0.49	0.63	0.57	0.21
1798	0.44	0.91	0.83	0.71	0.44	0.5	0.53	0.56
1799	0.44	0.34	1.01	0.49	0.35	0.36	0.59	0.31
1800	0.53	0.66	1.06	0.83	0.44	0.52	0.6	0.47
1801	0.34	0.78	1.07	0.35	0.2	0.37	0.32	0.15
1802	0.64	0.96	1.14	0.69	0.35	0.53	0.47	0.44
1803	0.34	0.82	1.03	0.46	0.15	0.44	0.33	0.24
